# BUSCO version is: 5.4.4 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
1032689at2759	Complete	Chr02	98401463	98402767	+	187.6	154
1038775at2759	Complete	Chr01	3219930	3221292	-	156.3	203
1041560at2759	Complete	Chr18	27745371	27747015	-	134.6	323
1049599at2759	Complete	Chr01	145077960	145079813	+	295.0	321
1051021at2759	Complete	Chr01	50707081	50708878	-	327.1	288
1053181at2759	Missing
1057950at2759	Complete	Chr10	13824533	13826760	+	239.7	233
1065019at2759	Complete	Chr09	19552715	19553998	-	319.6	260
1076134at2759	Complete	Chr02	99938853	99940762	-	198.1	182
1079130at2759	Complete	Chr28	13921451	13923265	-	308.2	245
1079827at2759	Complete	Chr03	50732706	50733684	-	373.1	223
1085752at2759	Complete	Chr06	11754846	11763498	-	131.0	260
1087488at2759	Complete	Chr03	31291181	31300359	+	181.4	254
1090038at2759	Complete	Chr17	22460393	22489648	-	106.6	127
1094121at2759	Missing
1096688at2759	Complete	Chr02	34109638	34111531	-	341.1	216
1106766at2759	Complete	Chr13	11693767	11695857	-	107.7	153
1107630at2759	Complete	Chr08	10939995	10941242	+	254.6	208
1108845at2759	Complete	Chr04	1197676	1199503	-	409.8	326
1111142at2759	Complete	Chr03	24262365	24265503	+	197.4	212
1112002at2759	Complete	Chr27	5863447	5866347	-	460.5	564
1115196at2759	Complete	Chr03	30024868	30038241	-	271.7	269
1128607at2759	Complete	Chr01	8590780	8592023	+	352.2	255
1129824at2759	Complete	Chr27	21183593	21185533	-	96.8	131
1138059at2759	Complete	Chr01	18867113	18868147	-	295.7	211
1157302at2759	Complete	Chr04	40251313	40252375	+	380.6	203
1161199at2759	Complete	Chr07	23867144	23875705	-	86.3	132
1173229at2759	Complete	Chr14	8916886	8918238	-	132.6	192
1178688at2759	Complete	Chr04	8175005	8175859	-	99.7	157
1182451at2759	Complete	Chr19	24673334	24675436	+	124.3	148
1193442at2759	Complete	Chr14	14202168	14203952	+	323.6	292
1194691at2759	Complete	Chr03	24413312	24414755	-	351.3	276
1194797at2759	Complete	Chr24	22402720	22405002	+	379.2	413
1197019at2759	Complete	Chr01	118100885	118113956	+	118.2	137
1200489at2759	Complete	Chr08	682527	683959	-	118.6	102
1217666at2759	Complete	Chr08	31302309	31303282	+	236.6	172
1220881at2759	Complete	Chr13	26809828	26811395	-	107.2	149
1222562at2759	Complete	Chr18	713335	714702	+	147.7	115
1223488at2759	Complete	Chr02	104214607	104215319	-	75.7	125
1228942at2759	Complete	Chr21	7755889	7756935	+	200.9	163
1233814at2759	Complete	Chr11	23332770	23338747	-	140.3	151
1236198at2759	Complete	Chr15	8893600	8894083	+	182.4	123
1247641at2759	Complete	Chr11	16275905	16277920	+	128.3	181
1248958at2759	Complete	Chr06	24423991	24435289	-	443.1	551
1249159at2759	Complete	Chr22	23836229	23837833	-	65.9	136
1251252at2759	Missing
1257440at2759	Complete	Chr02	27290404	27291402	+	173.0	145
1258856at2759	Complete	Chr13	1671268	1681176	+	448.0	554
1259741at2759	Complete	Chr25	14259210	14263805	+	349.3	215
1260807at2759	Complete	Chr02	5305088	5306199	-	269.0	220
1264469at2759	Complete	Chr25	22186859	22188176	-	147.7	152
1266231at2759	Complete	Chr26	7744711	7745612	+	275.4	187
1269244at2759	Missing
1269649at2759	Complete	Chr17	18826772	18827827	+	274.8	166
1275837at2759	Complete	Chr01	121587568	121588638	-	358.3	243
1284731at2759	Complete	Chr22	6685823	6686784	-	94.2	137
1287094at2759	Complete	Chr24	22869207	22870078	-	65.3	129
1287401at2759	Complete	Chr07	29236687	29241188	-	222.9	198
1291729at2759	Missing
1304061at2759	Complete	Chr07	4294319	4296191	+	140.3	125
1309031at2759	Missing
1312453at2759	Complete	Chr12	8834093	8840092	+	578.4	626
1314980at2759	Complete	Chr16	28891305	28894384	+	343.4	451
1322299at2759	Complete	Chr23	23699941	23703559	-	330.2	314
1322642at2759	Complete	Chr20	26427702	26429326	+	173.3	154
1323575at2759	Complete	Chr25	6705700	6706813	-	138.0	111
1324510at2759	Complete	Chr19	12536306	12538308	-	280.0	289
1338131at2759	Complete	Chr24	21638213	21638990	-	258.5	140
1339553at2759	Fragmented	Chr02	113537539	113539058	+	99.7	132
1342242at2759	Complete	Chr02	41111801	41113606	+	134.8	164
1346165at2759	Complete	Chr21	12129270	12131316	-	301.7	288
1346432at2759	Missing
1348942at2759	Fragmented	Chr01	103546427	103547338	-	41.9	93
1355894at2759	Complete	Chr01	122036129	122039166	-	200.4	141
1358374at2759	Complete	Chr21	9627861	9629015	+	257.5	226
1364586at2759	Missing
1370285at2759	Complete	Chr01	66641215	66644419	+	145.8	375
1370304at2759	Complete	Chr19	23044613	23046916	+	152.4	392
1377237at2759	Complete	Chr13	19923322	19925449	-	127.7	131
1379600at2759	Complete	Chr15	23155792	23158967	-	170.8	445
1380409at2759	Complete	Chr04	34564305	34566276	-	192.8	119
1382842at2759	Complete	Chr27	12696409	12697507	+	107.0	119
1395649at2759	Missing
1398309at2759	Complete	Chr02	104104554	104110529	+	48.3	111
1404162at2759	Complete	Chr02	107243217	107246732	-	124.5	185
1405073at2759	Complete	Chr10	22776063	22777328	+	229.6	158
1405146at2759	Fragmented	Chr21	23507523	23508709	-	65.5	55
1407446at2759	Missing
1421503at2759	Complete	Chr05	2313848	2314932	-	186.6	110
1423847at2759	Complete	Chr26	20062447	20065878	+	269.9	258
1426075at2759	Complete	Chr23	20731472	20732135	-	88.3	90
1428265at2759	Fragmented	Chr27	634864	635334	-	94.6	117
1428854at2759	Complete	Chr01	705347	708414	-	421.9	423
1430056at2759	Missing
1432328at2759	Complete	Chr01	136752151	136753319	+	263.5	177
1434266at2759	Missing
1440961at2759	Missing
1441854at2759	Complete	Chr01	103470439	103471692	-	236.8	224
1442062at2759	Complete	Chr01	129792679	129794108	+	72.7	134
1445102at2759	Complete	Chr02	107611743	107614969	-	284.0	191
1450538at2759	Fragmented	Chr15	16258082	16278333	+	80.7	97
1454155at2759	Complete	Chr19	6615734	6625251	-	57.0	130
1455730at2759	Complete	Chr28	3506610	3527528	-	311.3	358
1459797at2759	Complete	Chr06	28353665	28354403	+	60.3	96
1474000at2759	Fragmented	Chr22	6633839	6640000	+	73.8	83
1479417at2759	Complete	Chr13	15390935	15392788	-	274.1	176
1488235at2759	Complete	Chr02	66737339	66737939	-	164.8	138
1488436at2759	Complete	Chr27	12765202	12765647	+	99.6	62
1490022at2759	Complete	Chr01	35573675	35574648	+	202.3	168
1504863at2759	Complete	Chr02	95164356	95165582	-	143.8	113
1513531at2759	Complete	Chr09	4547978	4550868	+	226.7	168
1525971at2759	Missing
1526152at2759	Complete	Chr01	51151836	51152397	-	96.0	84
1530008at2759	Complete	Chr11	33403691	33404680	-	132.0	85
1538526at2759	Complete	Chr22	22401858	22406571	+	103.8	89
1545004at2759	Complete	Chr05	41110473	41111902	+	96.1	69
1552706at2759	Complete	Chr13	29034388	29035214	-	67.4	90
1558822at2759	Complete	Chr03	37881900	37882520	-	116.9	66
1563319at2759	Fragmented	Chr24	20433275	20440183	-	75.4	113
1567796at2759	Complete	Chr13	3362271	3365443	-	138.2	132
1575179at2759	Missing
1576404at2759	Complete	Chr29	267321	268188	+	134.1	209
1588798at2759	Complete	Chr03	43948644	43949636	+	106.3	181
1593937at2759	Missing
1617752at2759	Complete	Chr01	35155567	35156112	-	112.2	94
1620056at2759	Missing
1623701at2759	Complete	Chr12	10485648	10487232	+	110.2	93
1626636at2759	Complete	Chr09	9916902	9918462	-	94.5	133
1633672at2759	Complete	Chr01	128110505	128111056	+	144.1	83
1645187at2759	Complete	Chr01	130400412	130401593	+	48.4	40
