# BUSCO version is: 5.2.2 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Score	Length
679771at2759	Duplicated	DSO57v2_039546-T2	92.9	150
679771at2759	Duplicated	DSO57v2_039546-T1	91.8	150
687505at2759	Duplicated	DSO57v2_031647-T1	165.1	257
687505at2759	Duplicated	DSO57v2_028890-T1	162.4	257
692986at2759	Fragmented	DSO57v2_005043-T1	73.9	136
708105at2759	Missing
719531at2759	Fragmented	DSO57v2_029202-T1	179.7	150
720340at2759	Complete	DSO57v2_018177-T1	98.1	185
721605at2759	Complete	DSO57v2_022252-T1	282.4	251
722805at2759	Duplicated	DSO57v2_031678-T4	323.7	395
722805at2759	Duplicated	DSO57v2_031678-T1	322.5	395
722805at2759	Duplicated	DSO57v2_029687-T1	322.5	395
722805at2759	Duplicated	DSO57v2_031678-T2	311.9	388
734341at2759	Duplicated	DSO57v2_017432-T1	111.2	167
734341at2759	Duplicated	DSO57v2_013941-T1	109.8	167
734666at2759	Duplicated	DSO57v2_024942-T1	497.5	375
734666at2759	Duplicated	DSO57v2_038354-T1	450.6	355
736068at2759	Complete	DSO57v2_037648-T1	248.8	315
751335at2759	Complete	DSO57v2_019755-T1	237.5	251
759498at2759	Duplicated	DSO57v2_008663-T1	557.2	444
759498at2759	Duplicated	DSO57v2_031816-T1	550.3	424
761109at2759	Missing
768809at2759	Duplicated	DSO57v2_008521-T1	275.8	248
768809at2759	Duplicated	DSO57v2_034800-T1	274.4	248
768809at2759	Duplicated	DSO57v2_008521-T2	239.4	205
768809at2759	Duplicated	DSO57v2_034800-T2	238.4	218
774318at2759	Missing
777920at2759	Duplicated	DSO57v2_027364-T1	388.3	337
777920at2759	Duplicated	DSO57v2_004955-T1	382.9	337
779909at2759	Duplicated	DSO57v2_008744-T1	266.3	226
779909at2759	Duplicated	DSO57v2_006265-T1	255.3	216
801857at2759	Duplicated	DSO57v2_017853-T3	107.7	168
801857at2759	Duplicated	DSO57v2_017853-T1	107.1	168
801857at2759	Duplicated	DSO57v2_032646-T1	107.1	168
814241at2759	Complete	DSO57v2_031294-T1	272.1	322
817008at2759	Duplicated	DSO57v2_030019-T1	478.7	296
817008at2759	Duplicated	DSO57v2_023075-T1	452.6	270
834694at2759	Duplicated	DSO57v2_032811-T1	423.8	332
834694at2759	Duplicated	DSO57v2_028943-T1	421.8	333
836599at2759	Complete	DSO57v2_033899-T1	396.7	292
844748at2759	Complete	DSO57v2_019618-T1	264.9	365
855834at2759	Complete	DSO57v2_007550-T1	168.6	304
858842at2759	Duplicated	DSO57v2_025548-T1	245.7	284
858842at2759	Duplicated	DSO57v2_029240-T1	215.2	248
865202at2759	Duplicated	DSO57v2_018394-T3	196.6	194
865202at2759	Duplicated	DSO57v2_013753-T2	196.3	194
865202at2759	Duplicated	DSO57v2_018394-T2	194.3	194
865202at2759	Duplicated	DSO57v2_013753-T1	194.0	194
866359at2759	Duplicated	DSO57v2_026066-T1	352.7	270
866359at2759	Duplicated	DSO57v2_030833-T1	349.5	270
869548at2759	Duplicated	DSO57v2_013850-T1	223.1	199
869548at2759	Duplicated	DSO57v2_019724-T1	219.2	198
869548at2759	Duplicated	DSO57v2_013850-T4	198.9	170
869548at2759	Duplicated	DSO57v2_013850-T3	198.0	168
869548at2759	Duplicated	DSO57v2_019724-T3	196.5	169
878143at2759	Complete	DSO57v2_029889-T1	379.6	323
887370at2759	Complete	DSO57v2_034336-T1	270.0	303
891751at2759	Duplicated	DSO57v2_024080-T2	253.6	241
891751at2759	Duplicated	DSO57v2_024080-T1	251.6	258
891751at2759	Duplicated	DSO57v2_006155-T1	249.5	257
898782at2759	Duplicated	DSO57v2_008721-T1	267.5	269
898782at2759	Duplicated	DSO57v2_028621-T1	266.0	269
901894at2759	Duplicated	DSO57v2_010712-T2	260.7	325
901894at2759	Duplicated	DSO57v2_012969-T2	260.0	354
901894at2759	Duplicated	DSO57v2_012969-T5	252.6	340
905026at2759	Missing
911863at2759	Duplicated	DSO57v2_038696-T3	196.7	171
911863at2759	Duplicated	DSO57v2_038696-T2	180.6	166
911863at2759	Duplicated	DSO57v2_031526-T1	180.4	166
911863at2759	Duplicated	DSO57v2_038696-T1	168.7	145
917326at2759	Duplicated	DSO57v2_026653-T1	405.6	440
917326at2759	Duplicated	DSO57v2_026651-T1	404.7	440
917326at2759	Duplicated	DSO57v2_026651-T2	386.5	419
918816at2759	Duplicated	DSO57v2_031192-T1	102.7	183
918816at2759	Duplicated	DSO57v2_000252-T1	102.1	182
919955at2759	Duplicated	DSO57v2_020170-T1	233.8	264
919955at2759	Duplicated	DSO57v2_022830-T1	233.5	264
923657at2759	Duplicated	DSO57v2_025857-T1	137.3	187
923657at2759	Duplicated	DSO57v2_004454-T1	136.3	170
924753at2759	Complete	DSO57v2_015488-T1	208.1	218
931188at2759	Duplicated	DSO57v2_014645-T1	444.4	346
931188at2759	Duplicated	DSO57v2_011343-T1	441.8	346
937275at2759	Duplicated	DSO57v2_017339-T1	67.0	75
937275at2759	Duplicated	DSO57v2_017587-T1	66.9	75
937686at2759	Duplicated	DSO57v2_001175-T2	431.9	339
937686at2759	Duplicated	DSO57v2_007016-T1	431.9	339
939345at2759	Complete	DSO57v2_039178-T1	94.1	102
944899at2759	Duplicated	DSO57v2_034907-T2	359.4	225
944899at2759	Duplicated	DSO57v2_034907-T1	358.0	238
946128at2759	Duplicated	DSO57v2_026819-T1	264.9	425
946128at2759	Duplicated	DSO57v2_013248-T1	264.7	425
946128at2759	Duplicated	DSO57v2_026819-T2	237.6	373
956854at2759	Missing
973442at2759	Fragmented	DSO57v2_010344-T1	69.5	109
974865at2759	Fragmented	DSO57v2_007014-T1	165.3	165
975158at2759	Complete	DSO57v2_014391-T1	176.7	277
975557at2759	Duplicated	DSO57v2_011833-T1	505.6	529
975557at2759	Duplicated	DSO57v2_003566-T1	504.5	563
975557at2759	Duplicated	DSO57v2_011833-T2	503.3	470
976469at2759	Complete	DSO57v2_009056-T1	161.1	233
981902at2759	Duplicated	DSO57v2_012606-T1	120.8	195
981902at2759	Duplicated	DSO57v2_002713-T1	120.4	191
996662at2759	Duplicated	DSO57v2_007874-T1	211.2	198
996662at2759	Duplicated	DSO57v2_005231-T1	209.0	198
1001705at2759	Duplicated	DSO57v2_004974-T3	75.2	232
1001705at2759	Duplicated	DSO57v2_004974-T2	75.0	232
1003258at2759	Duplicated	DSO57v2_015034-T1	288.1	287
1003258at2759	Duplicated	DSO57v2_023467-T1	285.8	287
1003258at2759	Duplicated	DSO57v2_015034-T2	245.4	249
1010730at2759	Duplicated	DSO57v2_016444-T2	426.8	264
1010730at2759	Duplicated	DSO57v2_016444-T1	426.7	264
1014314at2759	Duplicated	DSO57v2_038131-T1	183.2	216
1014314at2759	Duplicated	DSO57v2_003661-T1	175.2	215
1018517at2759	Duplicated	DSO57v2_024113-T1	232.1	208
1018517at2759	Duplicated	DSO57v2_032674-T1	217.7	156
1019762at2759	Complete	DSO57v2_009716-T1	142.9	371
1025450at2759	Duplicated	DSO57v2_014303-T1	280.4	283
1025450at2759	Duplicated	DSO57v2_015737-T1	279.7	283
1030907at2759	Duplicated	DSO57v2_037583-T1	221.4	278
1030907at2759	Duplicated	DSO57v2_036043-T1	220.8	278
1032689at2759	Duplicated	DSO57v2_016118-T1	184.1	154
1032689at2759	Duplicated	DSO57v2_016336-T1	182.9	154
1032689at2759	Duplicated	DSO57v2_016336-T3	181.8	145
1032689at2759	Duplicated	DSO57v2_016336-T2	164.9	130
1038775at2759	Duplicated	DSO57v2_028093-T1	159.6	208
1038775at2759	Duplicated	DSO57v2_001473-T1	159.5	208
1041560at2759	Complete	DSO57v2_003658-T1	175.8	346
1049599at2759	Duplicated	DSO57v2_010859-T1	292.6	313
1049599at2759	Duplicated	DSO57v2_019709-T1	291.7	311
1051021at2759	Duplicated	DSO57v2_037797-T3	332.7	281
1051021at2759	Duplicated	DSO57v2_037797-T2	325.9	291
1051021at2759	Duplicated	DSO57v2_037797-T1	287.3	263
1053181at2759	Missing
1057950at2759	Duplicated	DSO57v2_000476-T1	236.7	234
1057950at2759	Duplicated	DSO57v2_022755-T1	222.9	234
1065019at2759	Duplicated	DSO57v2_029886-T1	323.4	263
1065019at2759	Duplicated	DSO57v2_013859-T1	322.9	263
1076134at2759	Duplicated	DSO57v2_021946-T2	208.2	185
1076134at2759	Duplicated	DSO57v2_021946-T3	208.2	185
1076134at2759	Duplicated	DSO57v2_038840-T1	207.6	185
1076134at2759	Duplicated	DSO57v2_017724-T1	207.4	185
1076134at2759	Duplicated	DSO57v2_021946-T1	202.4	182
1079130at2759	Duplicated	DSO57v2_009875-T1	313.8	221
1079130at2759	Duplicated	DSO57v2_021914-T3	305.4	214
1079130at2759	Duplicated	DSO57v2_021914-T1	280.8	186
1079827at2759	Complete	DSO57v2_019924-T1	357.1	223
1085752at2759	Duplicated	DSO57v2_017935-T1	157.8	274
1085752at2759	Duplicated	DSO57v2_023621-T2	156.2	275
1085752at2759	Duplicated	DSO57v2_023621-T1	156.0	274
1085752at2759	Duplicated	DSO57v2_017935-T2	143.7	241
1085752at2759	Duplicated	DSO57v2_023621-T4	141.5	240
1087488at2759	Duplicated	DSO57v2_035432-T1	205.1	285
1087488at2759	Duplicated	DSO57v2_007579-T1	204.3	266
1090038at2759	Complete	DSO57v2_036140-T1	131.5	113
1094121at2759	Missing
1096688at2759	Duplicated	DSO57v2_012478-T4	342.1	211
1096688at2759	Duplicated	DSO57v2_012478-T1	341.9	211
1096688at2759	Duplicated	DSO57v2_030473-T1	341.9	211
1096688at2759	Duplicated	DSO57v2_012478-T5	341.9	211
1096688at2759	Duplicated	DSO57v2_012478-T3	324.0	195
1096688at2759	Duplicated	DSO57v2_012478-T2	322.8	192
1106766at2759	Duplicated	DSO57v2_003071-T1	138.6	179
1106766at2759	Duplicated	DSO57v2_009586-T1	136.8	179
1107630at2759	Duplicated	DSO57v2_023991-T1	255.7	208
1107630at2759	Duplicated	DSO57v2_034331-T1	254.7	208
1107630at2759	Duplicated	DSO57v2_023991-T3	224.1	192
1107630at2759	Duplicated	DSO57v2_034331-T3	223.1	192
1108845at2759	Duplicated	DSO57v2_029086-T1	424.8	325
1108845at2759	Duplicated	DSO57v2_029380-T1	424.5	325
1111142at2759	Duplicated	DSO57v2_028288-T1	206.7	271
1111142at2759	Duplicated	DSO57v2_028288-T3	206.0	271
1112002at2759	Duplicated	DSO57v2_015519-T1	466.0	568
1112002at2759	Duplicated	DSO57v2_033641-T1	463.5	565
1112002at2759	Duplicated	DSO57v2_033641-T2	440.6	499
1112002at2759	Duplicated	DSO57v2_033641-T3	436.7	532
1115196at2759	Duplicated	DSO57v2_015291-T2	352.8	276
1115196at2759	Duplicated	DSO57v2_015291-T3	334.6	260
1128607at2759	Complete	DSO57v2_010567-T1	345.7	246
1129824at2759	Duplicated	DSO57v2_004825-T1	97.3	127
1129824at2759	Duplicated	DSO57v2_033028-T1	94.7	127
1138059at2759	Complete	DSO57v2_018914-T1	294.7	217
1157302at2759	Complete	DSO57v2_009723-T1	364.2	203
1161199at2759	Duplicated	DSO57v2_022935-T1	92.6	156
1161199at2759	Duplicated	DSO57v2_029212-T1	92.0	132
1161199at2759	Duplicated	DSO57v2_029212-T2	91.5	132
1173229at2759	Duplicated	DSO57v2_006436-T1	139.0	198
1173229at2759	Duplicated	DSO57v2_004144-T1	137.5	198
1178688at2759	Duplicated	DSO57v2_024845-T1	99.4	151
1178688at2759	Duplicated	DSO57v2_025511-T1	99.3	151
1182451at2759	Duplicated	DSO57v2_021166-T2	127.7	147
1182451at2759	Duplicated	DSO57v2_021155-T1	127.1	147
1182451at2759	Duplicated	DSO57v2_021166-T1	126.6	147
1182451at2759	Duplicated	DSO57v2_021166-T4	125.6	141
1193442at2759	Duplicated	DSO57v2_007933-T1	322.4	244
1193442at2759	Duplicated	DSO57v2_001620-T1	321.8	241
1194691at2759	Duplicated	DSO57v2_005876-T1	358.1	276
1194691at2759	Duplicated	DSO57v2_013500-T1	314.6	276
1194797at2759	Duplicated	DSO57v2_004638-T1	378.5	415
1194797at2759	Duplicated	DSO57v2_003355-T1	377.3	415
1197019at2759	Duplicated	DSO57v2_025003-T1	134.4	165
1197019at2759	Duplicated	DSO57v2_035441-T1	134.3	165
1200489at2759	Duplicated	DSO57v2_020322-T2	120.8	102
1200489at2759	Duplicated	DSO57v2_020322-T1	119.6	103
1217666at2759	Duplicated	DSO57v2_033825-T1	232.7	172
1217666at2759	Duplicated	DSO57v2_032143-T1	205.9	134
1220881at2759	Duplicated	DSO57v2_013912-T1	116.6	140
1220881at2759	Duplicated	DSO57v2_025622-T1	115.1	140
1220881at2759	Duplicated	DSO57v2_025622-T2	115.1	140
1222562at2759	Duplicated	DSO57v2_031699-T1	147.2	115
1222562at2759	Duplicated	DSO57v2_030125-T1	145.3	115
1222562at2759	Duplicated	DSO57v2_031699-T2	136.9	105
1223488at2759	Complete	DSO57v2_000737-T2	72.8	129
1228942at2759	Duplicated	DSO57v2_020654-T1	207.1	163
1228942at2759	Duplicated	DSO57v2_017354-T1	206.6	163
1233814at2759	Duplicated	DSO57v2_027533-T1	190.3	154
1233814at2759	Duplicated	DSO57v2_035291-T1	190.3	154
1236198at2759	Complete	DSO57v2_030174-T1	189.6	123
1247641at2759	Duplicated	DSO57v2_033912-T2	127.3	175
1247641at2759	Duplicated	DSO57v2_033912-T1	127.3	175
1247641at2759	Duplicated	DSO57v2_036549-T2	127.2	175
1248958at2759	Duplicated	DSO57v2_018051-T1	448.9	561
1248958at2759	Duplicated	DSO57v2_031263-T1	448.8	562
1249159at2759	Duplicated	DSO57v2_028200-T1	75.9	153
1249159at2759	Duplicated	DSO57v2_036019-T1	75.8	153
1251252at2759	Complete	DSO57v2_027301-T1	70.3	81
1257440at2759	Complete	DSO57v2_021335-T1	174.4	146
1258856at2759	Duplicated	DSO57v2_016961-T1	510.6	594
1258856at2759	Duplicated	DSO57v2_016961-T2	477.8	543
1258856at2759	Duplicated	DSO57v2_014065-T1	463.6	506
1259741at2759	Duplicated	DSO57v2_019508-T1	356.9	235
1259741at2759	Duplicated	DSO57v2_022639-T1	356.9	235
1260807at2759	Complete	DSO57v2_001577-T1	269.8	220
1264469at2759	Duplicated	DSO57v2_006719-T1	151.1	151
1264469at2759	Duplicated	DSO57v2_010437-T1	150.1	151
1266231at2759	Duplicated	DSO57v2_013346-T1	276.8	187
1266231at2759	Duplicated	DSO57v2_021195-T1	243.1	158
1269244at2759	Complete	DSO57v2_023501-T1	73.2	118
1269649at2759	Complete	DSO57v2_003809-T1	269.0	166
1275837at2759	Duplicated	DSO57v2_034777-T1	360.1	243
1275837at2759	Duplicated	DSO57v2_007650-T1	360.1	243
1284731at2759	Complete	DSO57v2_008180-T1	98.7	140
1287094at2759	Complete	DSO57v2_007162-T1	66.8	128
1287401at2759	Duplicated	DSO57v2_012270-T1	232.9	158
1287401at2759	Duplicated	DSO57v2_016584-T1	232.9	158
1291729at2759	Missing
1304061at2759	Duplicated	DSO57v2_036331-T1	149.8	128
1304061at2759	Duplicated	DSO57v2_011649-T1	148.4	128
1304061at2759	Duplicated	DSO57v2_036331-T2	134.1	106
1304061at2759	Duplicated	DSO57v2_011649-T2	132.7	106
1309031at2759	Complete	DSO57v2_023136-T1	164.7	304
1312453at2759	Duplicated	DSO57v2_030168-T1	588.6	654
1312453at2759	Duplicated	DSO57v2_024074-T1	524.1	497
1314980at2759	Complete	DSO57v2_036979-T1	372.1	478
1322299at2759	Duplicated	DSO57v2_028707-T2	329.8	316
1322299at2759	Duplicated	DSO57v2_028707-T1	329.6	316
1322299at2759	Duplicated	DSO57v2_032155-T1	329.0	317
1322642at2759	Duplicated	DSO57v2_016943-T1	175.1	154
1322642at2759	Duplicated	DSO57v2_036475-T1	175.0	154
1323575at2759	Duplicated	DSO57v2_023425-T1	149.1	113
1323575at2759	Duplicated	DSO57v2_016026-T1	147.6	113
1324510at2759	Duplicated	DSO57v2_023069-T1	286.8	316
1324510at2759	Duplicated	DSO57v2_023069-T2	281.1	309
1338131at2759	Duplicated	DSO57v2_013169-T1	256.2	140
1338131at2759	Duplicated	DSO57v2_025242-T1	256.2	140
1338131at2759	Duplicated	DSO57v2_013169-T2	256.1	140
1338131at2759	Duplicated	DSO57v2_025242-T2	256.1	140
1339553at2759	Duplicated	DSO57v2_004467-T1	179.4	260
1339553at2759	Duplicated	DSO57v2_030710-T1	177.9	263
1339553at2759	Duplicated	DSO57v2_004467-T2	156.0	206
1342242at2759	Duplicated	DSO57v2_036629-T3	130.2	155
1342242at2759	Duplicated	DSO57v2_036629-T1	130.0	165
1342242at2759	Duplicated	DSO57v2_011555-T1	116.6	141
1346165at2759	Duplicated	DSO57v2_026958-T1	271.3	253
1346165at2759	Duplicated	DSO57v2_003206-T1	244.2	221
1346432at2759	Duplicated	DSO57v2_034294-T1	127.5	123
1346432at2759	Duplicated	DSO57v2_006044-T1	123.3	158
1346432at2759	Duplicated	DSO57v2_006044-T2	123.2	215
1348942at2759	Complete	DSO57v2_013985-T1	100.3	182
1355894at2759	Duplicated	DSO57v2_003332-T1	202.3	141
1355894at2759	Duplicated	DSO57v2_029653-T1	202.3	141
1358374at2759	Duplicated	DSO57v2_007438-T1	256.6	207
1358374at2759	Duplicated	DSO57v2_025809-T1	240.2	177
1364586at2759	Missing
1370285at2759	Duplicated	DSO57v2_014746-T1	165.2	385
1370285at2759	Duplicated	DSO57v2_013777-T2	164.2	367
1370285at2759	Duplicated	DSO57v2_013777-T1	163.2	352
1370304at2759	Duplicated	DSO57v2_034842-T1	162.9	436
1370304at2759	Duplicated	DSO57v2_032312-T2	155.1	396
1377237at2759	Duplicated	DSO57v2_015501-T1	134.9	138
1377237at2759	Duplicated	DSO57v2_016728-T2	133.4	138
1377237at2759	Duplicated	DSO57v2_016728-T1	133.2	138
1379600at2759	Duplicated	DSO57v2_024867-T1	182.5	456
1379600at2759	Duplicated	DSO57v2_001924-T1	179.1	456
1379600at2759	Duplicated	DSO57v2_024867-T2	165.6	389
1379600at2759	Duplicated	DSO57v2_001924-T3	161.6	356
1380409at2759	Duplicated	DSO57v2_033987-T1	196.9	139
1380409at2759	Duplicated	DSO57v2_012315-T1	196.1	146
1382842at2759	Duplicated	DSO57v2_010057-T1	106.6	120
1382842at2759	Duplicated	DSO57v2_019557-T1	106.6	120
1395649at2759	Duplicated	DSO57v2_003414-T1	40.7	95
1395649at2759	Duplicated	DSO57v2_035963-T1	40.7	95
1398309at2759	Duplicated	DSO57v2_030117-T1	90.2	102
1398309at2759	Duplicated	DSO57v2_000738-T1	86.1	94
1404162at2759	Complete	DSO57v2_018628-T1	135.8	200
1405073at2759	Duplicated	DSO57v2_004546-T1	232.2	158
1405073at2759	Duplicated	DSO57v2_013470-T1	232.2	158
1405073at2759	Duplicated	DSO57v2_004546-T2	205.1	146
1405073at2759	Duplicated	DSO57v2_013470-T4	205.1	146
1405146at2759	Complete	DSO57v2_023321-T1	107.2	126
1407446at2759	Complete	DSO57v2_025261-T1	44.4	81
1421503at2759	Duplicated	DSO57v2_014993-T1	185.8	109
1421503at2759	Duplicated	DSO57v2_027483-T1	185.8	109
