# BUSCO version is: 5.2.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
22982at4751	Duplicated	DSO57v2_021567-T1	1236.4	832	https://www.orthodb.org/v10?query=22982at4751	isoleucine-tRNA ligase
22982at4751	Duplicated	DSO57v2_018310-T1	1231.5	826	https://www.orthodb.org/v10?query=22982at4751	isoleucine-tRNA ligase
22992at4751	Duplicated	DSO57v2_031678-T1	244.4	436	https://www.orthodb.org/v10?query=22992at4751	WD40/YVTN repeat-like-containing domain superfamily
22992at4751	Duplicated	DSO57v2_029687-T1	243.9	433	https://www.orthodb.org/v10?query=22992at4751	WD40/YVTN repeat-like-containing domain superfamily
22992at4751	Duplicated	DSO57v2_031678-T2	237.1	417	https://www.orthodb.org/v10?query=22992at4751	WD40/YVTN repeat-like-containing domain superfamily
22992at4751	Duplicated	DSO57v2_031678-T4	221.9	376	https://www.orthodb.org/v10?query=22992at4751	WD40/YVTN repeat-like-containing domain superfamily
23198at4751	Duplicated	DSO57v2_022114-T1	1472.9	1105	https://www.orthodb.org/v10?query=23198at4751	Glycogen debranching enzyme
23198at4751	Duplicated	DSO57v2_028203-T1	1471.2	1105	https://www.orthodb.org/v10?query=23198at4751	Glycogen debranching enzyme
23198at4751	Duplicated	DSO57v2_028203-T2	1381.3	1027	https://www.orthodb.org/v10?query=23198at4751	Glycogen debranching enzyme
23856at4751	Duplicated	DSO57v2_035596-T1	576.8	914	https://www.orthodb.org/v10?query=23856at4751	Transcription elongation factor Spt6
23856at4751	Duplicated	DSO57v2_028410-T1	511.0	885	https://www.orthodb.org/v10?query=23856at4751	Transcription elongation factor Spt6
24198at4751	Complete	DSO57v2_012589-T1	342.9	697	https://www.orthodb.org/v10?query=24198at4751	Armadillo-type fold
25020at4751	Complete	DSO57v2_014392-T1	731.5	722	https://www.orthodb.org/v10?query=25020at4751	Condensin complex subunit 1
25161at4751	Missing
26329at4751	Duplicated	DSO57v2_006428-T1	1368.4	954	https://www.orthodb.org/v10?query=26329at4751	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
26329at4751	Duplicated	DSO57v2_036916-T1	1283.8	831	https://www.orthodb.org/v10?query=26329at4751	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
27008at4751	Missing
29512at4751	Missing
31256at4751	Missing
31324at4751	Duplicated	DSO57v2_029271-T1	492.1	721	https://www.orthodb.org/v10?query=31324at4751	Nrap protein
31324at4751	Duplicated	DSO57v2_018280-T1	491.8	756	https://www.orthodb.org/v10?query=31324at4751	Nrap protein
32164at4751	Complete	DSO57v2_005421-T1	556.1	654	https://www.orthodb.org/v10?query=32164at4751	Importin beta-1 subunit
33984at4751	Duplicated	DSO57v2_020436-T1	791.1	644	https://www.orthodb.org/v10?query=33984at4751	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
33984at4751	Duplicated	DSO57v2_020436-T2	727.8	572	https://www.orthodb.org/v10?query=33984at4751	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
33984at4751	Duplicated	DSO57v2_023167-T1	676.0	577	https://www.orthodb.org/v10?query=33984at4751	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
34223at4751	Duplicated	DSO57v2_032064-T1	144.8	487	https://www.orthodb.org/v10?query=34223at4751	Nucleoporin, Nup133/Nup155-like, C-terminal
34223at4751	Duplicated	DSO57v2_034414-T1	138.7	486	https://www.orthodb.org/v10?query=34223at4751	Nucleoporin, Nup133/Nup155-like, C-terminal
34706at4751	Duplicated	DSO57v2_011952-T1	572.3	727	https://www.orthodb.org/v10?query=34706at4751	MIF4G-like domain superfamily
34706at4751	Duplicated	DSO57v2_003612-T1	540.4	678	https://www.orthodb.org/v10?query=34706at4751	MIF4G-like domain superfamily
34830at4751	Duplicated	DSO57v2_016076-T1	802.6	830	https://www.orthodb.org/v10?query=34830at4751	Elongator complex protein 1
34830at4751	Duplicated	DSO57v2_016076-T2	689.6	720	https://www.orthodb.org/v10?query=34830at4751	Elongator complex protein 1
36610at4751	Fragmented	DSO57v2_009065-T1	256.8	362	https://www.orthodb.org/v10?query=36610at4751	Tubulin-specific chaperone D
37028at4751	Duplicated	DSO57v2_013458-T1	830.5	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	DSO57v2_018871-T1	829.1	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37573at4751	Duplicated	DSO57v2_015423-T1	833.7	494	https://www.orthodb.org/v10?query=37573at4751	Helicase, C-terminal
37573at4751	Duplicated	DSO57v2_004833-T1	804.7	508	https://www.orthodb.org/v10?query=37573at4751	Helicase, C-terminal
37642at4751	Complete	DSO57v2_025647-T1	213.8	405	https://www.orthodb.org/v10?query=37642at4751	RNB-domain-containing protein
38031at4751	Duplicated	DSO57v2_022396-T2	255.6	485	https://www.orthodb.org/v10?query=38031at4751	Cap binding protein
38031at4751	Duplicated	DSO57v2_026807-T1	253.1	495	https://www.orthodb.org/v10?query=38031at4751	Cap binding protein
38031at4751	Duplicated	DSO57v2_022396-T1	246.2	504	https://www.orthodb.org/v10?query=38031at4751	Cap binding protein
38184at4751	Duplicated	DSO57v2_004206-T1	560.7	593	https://www.orthodb.org/v10?query=38184at4751	AP-3 complex subunit delta
38184at4751	Duplicated	DSO57v2_006536-T1	559.3	549	https://www.orthodb.org/v10?query=38184at4751	AP-3 complex subunit delta
39833at4751	Complete	DSO57v2_007700-T1	390.0	439	https://www.orthodb.org/v10?query=39833at4751	WD40-repeat-containing domain
43842at4751	Complete	DSO57v2_000896-T1	164.0	570	https://www.orthodb.org/v10?query=43842at4751	Armadillo-type fold
46090at4751	Duplicated	DSO57v2_002669-T1	374.5	615	https://www.orthodb.org/v10?query=46090at4751	ARM repeat-containing protein
46090at4751	Duplicated	DSO57v2_003532-T1	373.5	612	https://www.orthodb.org/v10?query=46090at4751	ARM repeat-containing protein
46098at4751	Complete	DSO57v2_000602-T1	948.6	726	https://www.orthodb.org/v10?query=46098at4751	P-loop containing nucleoside triphosphate hydrolase protein
46119at4751	Missing
46666at4751	Duplicated	DSO57v2_020317-T1	763.4	914	https://www.orthodb.org/v10?query=46666at4751	Winged helix-like DNA-binding domain superfamily
46666at4751	Duplicated	DSO57v2_026657-T1	762.8	916	https://www.orthodb.org/v10?query=46666at4751	Winged helix-like DNA-binding domain superfamily
46752at4751	Duplicated	DSO57v2_025441-T1	614.7	735	https://www.orthodb.org/v10?query=46752at4751	GPI ethanolamine phosphate transferase 3
46752at4751	Duplicated	DSO57v2_015843-T1	614.5	730	https://www.orthodb.org/v10?query=46752at4751	GPI ethanolamine phosphate transferase 3
46918at4751	Duplicated	DSO57v2_038035-T1	387.3	407	https://www.orthodb.org/v10?query=46918at4751	Tetratricopeptide repeat
46918at4751	Duplicated	DSO57v2_001481-T1	386.4	400	https://www.orthodb.org/v10?query=46918at4751	Tetratricopeptide repeat
47592at4751	Duplicated	DSO57v2_035610-T1	666.2	650	https://www.orthodb.org/v10?query=47592at4751	Eukaryotic translation initiation factor 3 subunit C
47592at4751	Duplicated	DSO57v2_007118-T1	664.9	636	https://www.orthodb.org/v10?query=47592at4751	Eukaryotic translation initiation factor 3 subunit C
48708at4751	Duplicated	DSO57v2_036184-T1	1113.2	843	https://www.orthodb.org/v10?query=48708at4751	Leucyl-tRNA synthetase
48708at4751	Duplicated	DSO57v2_024484-T1	1110.0	842	https://www.orthodb.org/v10?query=48708at4751	Leucyl-tRNA synthetase
49476at4751	Duplicated	DSO57v2_024187-T1	550.9	474	https://www.orthodb.org/v10?query=49476at4751	Dynamin, GTPase domain
49476at4751	Duplicated	DSO57v2_017082-T1	541.8	460	https://www.orthodb.org/v10?query=49476at4751	Dynamin, GTPase domain
49967at4751	Complete	DSO57v2_011408-T1	728.9	591	https://www.orthodb.org/v10?query=49967at4751	Vacuole morphology and inheritance protein 14
50786at4751	Duplicated	DSO57v2_004638-T1	503.2	495	https://www.orthodb.org/v10?query=50786at4751	Eukaryotic translation initiation factor 3 subunit B
50786at4751	Duplicated	DSO57v2_003355-T1	499.8	495	https://www.orthodb.org/v10?query=50786at4751	Eukaryotic translation initiation factor 3 subunit B
50835at4751	Duplicated	DSO57v2_025579-T1	853.3	606	https://www.orthodb.org/v10?query=50835at4751	Alanine--tRNA ligase
50835at4751	Duplicated	DSO57v2_034961-T1	838.3	606	https://www.orthodb.org/v10?query=50835at4751	Alanine--tRNA ligase
50835at4751	Duplicated	DSO57v2_004982-T1	804.2	648	https://www.orthodb.org/v10?query=50835at4751	Alanine--tRNA ligase
52541at4751	Complete	DSO57v2_017741-T1	513.4	449	https://www.orthodb.org/v10?query=52541at4751	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
52909at4751	Duplicated	DSO57v2_031264-T1	720.8	663	https://www.orthodb.org/v10?query=52909at4751	26S proteasome regulatory subunit RPN1
52909at4751	Duplicated	DSO57v2_018049-T1	719.9	663	https://www.orthodb.org/v10?query=52909at4751	26S proteasome regulatory subunit RPN1
53270at4751	Duplicated	DSO57v2_003424-T1	746.2	802	https://www.orthodb.org/v10?query=53270at4751	UDP-glucose
53270at4751	Duplicated	DSO57v2_018641-T1	708.4	679	https://www.orthodb.org/v10?query=53270at4751	UDP-glucose
54252at4751	Duplicated	DSO57v2_005239-T1	842.1	698	https://www.orthodb.org/v10?query=54252at4751	26S proteasome regulatory subunit RPN2
54252at4751	Duplicated	DSO57v2_007883-T2	841.9	698	https://www.orthodb.org/v10?query=54252at4751	26S proteasome regulatory subunit RPN2
54252at4751	Duplicated	DSO57v2_007883-T1	841.6	698	https://www.orthodb.org/v10?query=54252at4751	26S proteasome regulatory subunit RPN2
54919at4751	Duplicated	DSO57v2_022282-T1	372.1	377	https://www.orthodb.org/v10?query=54919at4751	Cysteinyl-tRNA synthetase
54919at4751	Duplicated	DSO57v2_000918-T2	362.2	353	https://www.orthodb.org/v10?query=54919at4751	Cysteinyl-tRNA synthetase
54919at4751	Duplicated	DSO57v2_000918-T3	359.9	341	https://www.orthodb.org/v10?query=54919at4751	Cysteinyl-tRNA synthetase
54919at4751	Duplicated	DSO57v2_000918-T1	355.4	349	https://www.orthodb.org/v10?query=54919at4751	Cysteinyl-tRNA synthetase
54919at4751	Duplicated	DSO57v2_022282-T2	354.8	349	https://www.orthodb.org/v10?query=54919at4751	Cysteinyl-tRNA synthetase
54919at4751	Duplicated	DSO57v2_022282-T3	354.3	348	https://www.orthodb.org/v10?query=54919at4751	Cysteinyl-tRNA synthetase
56395at4751	Duplicated	DSO57v2_022469-T1	276.0	423	https://www.orthodb.org/v10?query=56395at4751	Spindle pole body component
56395at4751	Duplicated	DSO57v2_034072-T1	274.6	398	https://www.orthodb.org/v10?query=56395at4751	Spindle pole body component
56395at4751	Duplicated	DSO57v2_034072-T2	274.2	430	https://www.orthodb.org/v10?query=56395at4751	Spindle pole body component
56395at4751	Duplicated	DSO57v2_034072-T3	273.8	398	https://www.orthodb.org/v10?query=56395at4751	Spindle pole body component
56432at4751	Fragmented	DSO57v2_019917-T1	148.8	246	https://www.orthodb.org/v10?query=56432at4751	putative exocyst complex component sec8
56729at4751	Duplicated	DSO57v2_021288-T1	809.1	759	https://www.orthodb.org/v10?query=56729at4751	Coatomer subunit beta
56729at4751	Duplicated	DSO57v2_021288-T2	808.9	759	https://www.orthodb.org/v10?query=56729at4751	Coatomer subunit beta
56729at4751	Duplicated	DSO57v2_016388-T2	760.6	729	https://www.orthodb.org/v10?query=56729at4751	Coatomer subunit beta
57081at4751	Duplicated	DSO57v2_000366-T1	993.0	674	https://www.orthodb.org/v10?query=57081at4751	Splicing factor 3B subunit 1
57081at4751	Duplicated	DSO57v2_008693-T1	993.0	674	https://www.orthodb.org/v10?query=57081at4751	Splicing factor 3B subunit 1
58127at4751	Fragmented	DSO57v2_010528-T1	190.6	423	https://www.orthodb.org/v10?query=58127at4751	K Homology domain, type 1
59795at4751	Complete	DSO57v2_003656-T1	637.9	658	https://www.orthodb.org/v10?query=59795at4751	Coatomer subunit gamma
61411at4751	Complete	DSO57v2_038506-T1	228.3	336	https://www.orthodb.org/v10?query=61411at4751	WD40-repeat-containing domain
61438at4751	Duplicated	DSO57v2_018222-T1	516.3	625	https://www.orthodb.org/v10?query=61438at4751	Pep3/Vps18/deep orange
61438at4751	Duplicated	DSO57v2_019294-T2	514.7	625	https://www.orthodb.org/v10?query=61438at4751	Pep3/Vps18/deep orange
61438at4751	Duplicated	DSO57v2_018222-T3	450.8	541	https://www.orthodb.org/v10?query=61438at4751	Pep3/Vps18/deep orange
61438at4751	Duplicated	DSO57v2_019294-T3	449.3	541	https://www.orthodb.org/v10?query=61438at4751	Pep3/Vps18/deep orange
61438at4751	Duplicated	DSO57v2_018222-T2	448.9	512	https://www.orthodb.org/v10?query=61438at4751	Pep3/Vps18/deep orange
61438at4751	Duplicated	DSO57v2_019294-T1	447.3	512	https://www.orthodb.org/v10?query=61438at4751	Pep3/Vps18/deep orange
61857at4751	Duplicated	DSO57v2_014070-T1	126.4	404	https://www.orthodb.org/v10?query=61857at4751	Exocyst complex protein EXO70
61857at4751	Duplicated	DSO57v2_016965-T1	126.4	404	https://www.orthodb.org/v10?query=61857at4751	Exocyst complex protein EXO70
62846at4751	Complete	DSO57v2_038725-T1	337.4	410	https://www.orthodb.org/v10?query=62846at4751	Ribosome biogenesis protein tsr1
63635at4751	Complete	DSO57v2_028047-T1	810.4	714	https://www.orthodb.org/v10?query=63635at4751	AP-2 complex subunit alpha
63838at4751	Duplicated	DSO57v2_023871-T3	285.2	361	https://www.orthodb.org/v10?query=63838at4751	AP complex subunit beta
63838at4751	Duplicated	DSO57v2_023871-T1	281.3	380	https://www.orthodb.org/v10?query=63838at4751	AP complex subunit beta
64002at4751	Duplicated	DSO57v2_018928-T1	585.5	583	https://www.orthodb.org/v10?query=64002at4751	Transcription initiation factor TFIID subunit 1
64002at4751	Duplicated	DSO57v2_003213-T1	585.3	590	https://www.orthodb.org/v10?query=64002at4751	Transcription initiation factor TFIID subunit 1
64002at4751	Duplicated	DSO57v2_018928-T2	549.3	509	https://www.orthodb.org/v10?query=64002at4751	Transcription initiation factor TFIID subunit 1
64498at4751	Complete	DSO57v2_018041-T1	809.1	520	https://www.orthodb.org/v10?query=64498at4751	glucosamine-fructose-6-phosphate aminotransferase
65334at4751	Duplicated	DSO57v2_012790-T1	503.5	503	https://www.orthodb.org/v10?query=65334at4751	WD40-repeat-containing domain
65334at4751	Duplicated	DSO57v2_022977-T1	497.3	503	https://www.orthodb.org/v10?query=65334at4751	WD40-repeat-containing domain
65499at4751	Duplicated	DSO57v2_009872-T1	511.3	473	https://www.orthodb.org/v10?query=65499at4751	AP-1 complex subunit gamma
65499at4751	Duplicated	DSO57v2_009872-T2	508.4	453	https://www.orthodb.org/v10?query=65499at4751	AP-1 complex subunit gamma
66151at4751	Complete	DSO57v2_010638-T1	347.5	473	https://www.orthodb.org/v10?query=66151at4751	Tetratricopeptide repeat
67284at4751	Missing
67399at4751	Duplicated	DSO57v2_004753-T1	596.2	479	https://www.orthodb.org/v10?query=67399at4751	Glutamine-dependent NAD(+) synthetase
67399at4751	Duplicated	DSO57v2_000562-T1	594.5	480	https://www.orthodb.org/v10?query=67399at4751	Glutamine-dependent NAD(+) synthetase
67399at4751	Duplicated	DSO57v2_004753-T2	524.4	400	https://www.orthodb.org/v10?query=67399at4751	Glutamine-dependent NAD(+) synthetase
67806at4751	Duplicated	DSO57v2_020143-T1	275.1	404	https://www.orthodb.org/v10?query=67806at4751	actin-like ATPase domain-containing protein
67806at4751	Duplicated	DSO57v2_020143-T2	263.3	365	https://www.orthodb.org/v10?query=67806at4751	actin-like ATPase domain-containing protein
67806at4751	Duplicated	DSO57v2_027321-T1	255.8	375	https://www.orthodb.org/v10?query=67806at4751	actin-like ATPase domain-containing protein
68466at4751	Duplicated	DSO57v2_005502-T1	961.2	806	https://www.orthodb.org/v10?query=68466at4751	FACT complex subunit SPT16
68466at4751	Duplicated	DSO57v2_009111-T1	961.1	806	https://www.orthodb.org/v10?query=68466at4751	FACT complex subunit SPT16
68466at4751	Duplicated	DSO57v2_005502-T2	955.8	802	https://www.orthodb.org/v10?query=68466at4751	FACT complex subunit SPT16
68881at4751	Missing
71039at4751	Duplicated	DSO57v2_036906-T1	1033.3	716	https://www.orthodb.org/v10?query=71039at4751	RNA cytidine acetyltransferase
71039at4751	Duplicated	DSO57v2_022907-T1	1031.8	716	https://www.orthodb.org/v10?query=71039at4751	RNA cytidine acetyltransferase
71039at4751	Duplicated	DSO57v2_036906-T2	955.6	631	https://www.orthodb.org/v10?query=71039at4751	RNA cytidine acetyltransferase
71046at4751	Duplicated	DSO57v2_017343-T1	720.1	646	https://www.orthodb.org/v10?query=71046at4751	Vacuolar protein sorting-associated protein 35
71046at4751	Duplicated	DSO57v2_015138-T1	718.5	646	https://www.orthodb.org/v10?query=71046at4751	Vacuolar protein sorting-associated protein 35
73383at4751	Fragmented	DSO57v2_037021-T1	293.0	228	https://www.orthodb.org/v10?query=73383at4751	DNA topoisomerase I
73477at4751	Duplicated	DSO57v2_014534-T1	625.9	399	https://www.orthodb.org/v10?query=73477at4751	Vacuolar protein 8
73477at4751	Duplicated	DSO57v2_027647-T1	607.4	399	https://www.orthodb.org/v10?query=73477at4751	Vacuolar protein 8
73477at4751	Duplicated	DSO57v2_027647-T2	601.2	364	https://www.orthodb.org/v10?query=73477at4751	Vacuolar protein 8
73771at4751	Duplicated	DSO57v2_005730-T1	735.3	666	https://www.orthodb.org/v10?query=73771at4751	WD40-repeat-containing domain
73771at4751	Duplicated	DSO57v2_022307-T1	734.1	664	https://www.orthodb.org/v10?query=73771at4751	WD40-repeat-containing domain
73771at4751	Duplicated	DSO57v2_022307-T2	687.4	612	https://www.orthodb.org/v10?query=73771at4751	WD40-repeat-containing domain
75033at4751	Complete	DSO57v2_007550-T1	354.5	412	https://www.orthodb.org/v10?query=75033at4751	RNA polymerase I-specific transcription initiation factor RRN3
75456at4751	Fragmented	DSO57v2_024867-T1	117.5	247	https://www.orthodb.org/v10?query=75456at4751	Vps53-like, N-terminal
75463at4751	Duplicated	DSO57v2_019522-T1	624.7	579	https://www.orthodb.org/v10?query=75463at4751	Mitochondrial intermediate peptidase
75463at4751	Duplicated	DSO57v2_036649-T1	619.9	579	https://www.orthodb.org/v10?query=75463at4751	Mitochondrial intermediate peptidase
75709at4751	Duplicated	DSO57v2_038105-T1	827.1	747	https://www.orthodb.org/v10?query=75709at4751	Lysophospholipase NTE1
75709at4751	Duplicated	DSO57v2_030678-T1	785.7	722	https://www.orthodb.org/v10?query=75709at4751	Lysophospholipase NTE1
75976at4751	Missing
76196at4751	Duplicated	DSO57v2_006964-T1	530.7	349	https://www.orthodb.org/v10?query=76196at4751	Histidine biosynthesis trifunctional protein
76196at4751	Duplicated	DSO57v2_019604-T1	516.3	318	https://www.orthodb.org/v10?query=76196at4751	Histidine biosynthesis trifunctional protein
76893at4751	Missing
76975at4751	Duplicated	DSO57v2_016695-T1	184.6	363	https://www.orthodb.org/v10?query=76975at4751	Exocyst complex component Sec5
76975at4751	Duplicated	DSO57v2_036626-T1	184.1	363	https://www.orthodb.org/v10?query=76975at4751	Exocyst complex component Sec5
78289at4751	Duplicated	DSO57v2_033184-T1	566.4	503	https://www.orthodb.org/v10?query=78289at4751	Fimbrin
78289at4751	Duplicated	DSO57v2_027200-T1	546.3	476	https://www.orthodb.org/v10?query=78289at4751	Fimbrin
78665at4751	Duplicated	DSO57v2_038876-T1	286.7	470	https://www.orthodb.org/v10?query=78665at4751	Spindle pole body component
78665at4751	Duplicated	DSO57v2_036317-T1	286.6	470	https://www.orthodb.org/v10?query=78665at4751	Spindle pole body component
78665at4751	Duplicated	DSO57v2_038876-T4	280.4	464	https://www.orthodb.org/v10?query=78665at4751	Spindle pole body component
78665at4751	Duplicated	DSO57v2_036317-T3	280.3	464	https://www.orthodb.org/v10?query=78665at4751	Spindle pole body component
