# BUSCO version is: 5.4.4 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
390348at2759	Complete	Conco1|scaffold_1	24373	27618	-	1184.2	762
392369at2759	Complete	Conco1|scaffold_33	164383	166199	+	409.4	340
396755at2759	Missing
418107at2759	Complete	Conco1|scaffold_51	71269	74635	+	438.5	340
426305at2759	Complete	Conco1|scaffold_218	42324	44238	-	403.8	398
450058at2759	Fragmented	Conco1|scaffold_75	48689	52321	-	82.5	133
453044at2759	Missing
457861at2759	Fragmented	Conco1|scaffold_7	191064	193589	-	49.1	97
464990at2759	Complete	Conco1|scaffold_5	147447	150264	-	330.7	302
491869at2759	Complete	Conco1|scaffold_138	22862	28969	-	169.5	203
513979at2759	Complete	Conco1|scaffold_197	45670	47614	-	84.2	198
543764at2759	Complete	Conco1|scaffold_129	42165	43930	-	198.3	247
549762at2759	Missing
551907at2759	Complete	Conco1|scaffold_24	189494	193840	-	284.7	356
570797at2759	Fragmented	Conco1|scaffold_135	28148	32903	-	63.0	173
582756at2759	Complete	Conco1|scaffold_136	24293	26186	+	211.4	320
598949at2759	Complete	Conco1|scaffold_144	44007	47350	-	358.0	448
604979at2759	Complete	Conco1|scaffold_85	53585	56866	-	351.5	227
621827at2759	Complete	Conco1|scaffold_78	104344	107552	-	191.6	262
625387at2759	Complete	Conco1|scaffold_173	212	9145	+	197.8	307
655400at2759	Fragmented	Conco1|scaffold_46	59334	60695	-	209.1	186
664730at2759	Complete	Conco1|scaffold_27	31662	32980	+	645.9	351
671536at2759	Complete	Conco1|scaffold_96	78622	82812	+	463.2	340
671846at2759	Complete	Conco1|scaffold_112	7580	10037	+	126.2	315
673132at2759	Complete	Conco1|scaffold_190	16173	17660	-	321.5	276
674160at2759	Complete	Conco1|scaffold_399	11465	24646	-	467.1	878
674169at2759	Missing
679187at2759	Missing
679771at2759	Complete	Conco1|scaffold_34	60638	61994	+	101.5	203
687505at2759	Missing
692986at2759	Missing
708105at2759	Complete	Conco1|scaffold_218	11120	14511	-	99.6	175
719531at2759	Complete	Conco1|scaffold_80	70468	73588	+	378.3	286
720340at2759	Missing
721605at2759	Complete	Conco1|scaffold_473	4201	5567	-	296.1	270
722805at2759	Complete	Conco1|scaffold_7	272894	279869	+	297.4	418
734341at2759	Complete	Conco1|scaffold_105	73435	74459	+	104.8	169
734666at2759	Complete	Conco1|scaffold_130	5910	7789	-	454.3	384
736068at2759	Complete	Conco1|scaffold_100	61468	63356	+	208.1	248
751335at2759	Complete	Conco1|scaffold_20	104912	109634	-	203.2	271
759498at2759	Complete	Conco1|scaffold_81	57354	59794	-	543.0	420
761109at2759	Missing
768809at2759	Missing
774318at2759	Complete	Conco1|scaffold_77	95808	97436	-	293.7	275
777920at2759	Complete	Conco1|scaffold_224	12580	14555	-	371.9	338
779909at2759	Complete	Conco1|scaffold_47	136617	137894	+	185.5	201
801857at2759	Complete	Conco1|scaffold_166	14259	15997	+	211.2	208
814241at2759	Complete	Conco1|scaffold_58	100935	102609	+	252.6	305
817008at2759	Complete	Conco1|scaffold_346	13465	15059	-	467.9	297
834694at2759	Complete	Conco1|scaffold_98	27053	33504	-	257.3	271
836599at2759	Complete	Conco1|scaffold_40	44781	46510	-	413.3	328
844748at2759	Fragmented	Conco1|scaffold_174	46295	48839	-	130.0	130
855834at2759	Complete	Conco1|scaffold_10	63593	65431	-	172.1	314
858842at2759	Complete	Conco1|scaffold_38	132575	134450	-	238.8	276
865202at2759	Missing
866359at2759	Complete	Conco1|scaffold_247	2732	3957	-	345.8	258
869548at2759	Complete	Conco1|scaffold_11	244588	245829	-	197.0	193
878143at2759	Complete	Conco1|scaffold_35	80920	82341	+	376.1	332
887370at2759	Complete	Conco1|scaffold_11	274119	277459	+	265.6	309
891751at2759	Complete	Conco1|scaffold_325	9237	13845	+	256.0	213
898782at2759	Fragmented	Conco1|scaffold_2	8141	15563	+	39.5	69
901894at2759	Complete	Conco1|scaffold_5	98639	101395	+	184.8	307
905026at2759	Missing
911863at2759	Complete	Conco1|scaffold_95	30969	36630	-	178.9	194
917326at2759	Complete	Conco1|scaffold_193	5220	7133	+	379.2	433
918816at2759	Missing
919955at2759	Complete	Conco1|scaffold_132	8303	9499	-	236.6	264
923657at2759	Complete	Conco1|scaffold_283	39469	40182	+	119.7	141
924753at2759	Complete	Conco1|scaffold_287	14063	15525	-	201.0	216
931188at2759	Fragmented	Conco1|scaffold_158	61985	65667	+	54.7	168
937275at2759	Complete	Conco1|scaffold_221	24823	26160	+	68.5	86
937686at2759	Complete	Conco1|scaffold_1	404812	406325	-	417.6	341
939345at2759	Complete	Conco1|scaffold_77	81216	82161	-	90.8	110
944899at2759	Complete	Conco1|scaffold_384	23198	24476	-	348.2	269
946128at2759	Complete	Conco1|scaffold_6	326524	328339	+	217.7	394
956854at2759	Complete	Conco1|scaffold_31	116848	118399	-	142.3	169
973442at2759	Complete	Conco1|scaffold_45	124153	125429	+	105.4	198
974865at2759	Complete	Conco1|scaffold_133	36745	37892	-	243.2	227
975158at2759	Complete	Conco1|scaffold_125	64219	65617	-	176.8	243
975557at2759	Complete	Conco1|scaffold_166	61611	66280	+	394.6	488
976469at2759	Complete	Conco1|scaffold_85	79817	81221	-	194.7	254
981902at2759	Fragmented	Conco1|scaffold_240	13509	15586	+	48.8	94
996662at2759	Complete	Conco1|scaffold_7	252689	253953	-	186.5	222
1001705at2759	Complete	Conco1|scaffold_76	66459	69266	-	112.4	230
1003258at2759	Complete	Conco1|scaffold_13	204322	206497	-	260.0	286
1010730at2759	Complete	Conco1|scaffold_221	30645	31992	+	422.8	262
1014314at2759	Missing
1018517at2759	Complete	Conco1|scaffold_72	114352	115415	+	305.5	208
1019762at2759	Complete	Conco1|scaffold_213	45857	47955	-	118.1	275
1025450at2759	Complete	Conco1|scaffold_114	89535	91002	-	275.6	290
1030907at2759	Fragmented	Conco1|scaffold_204	24116	28547	-	70.2	128
1032689at2759	Complete	Conco1|scaffold_178	50389	51821	+	184.8	148
1038775at2759	Complete	Conco1|scaffold_36	94036	96358	+	175.4	201
1041560at2759	Complete	Conco1|scaffold_115	79213	81729	-	175.0	332
1049599at2759	Complete	Conco1|scaffold_111	6521	8337	-	290.9	284
1051021at2759	Complete	Conco1|scaffold_3	151221	154166	-	312.5	315
1053181at2759	Missing
1057950at2759	Complete	Conco1|scaffold_89	62706	64020	+	256.8	242
1065019at2759	Complete	Conco1|scaffold_35	132765	134009	-	323.0	258
1076134at2759	Complete	Conco1|scaffold_127	78786	80871	+	210.6	181
1079130at2759	Fragmented	Conco1|scaffold_312	33163	34402	-	181.9	176
1079827at2759	Complete	Conco1|scaffold_14	117865	118810	-	377.5	223
1085752at2759	Complete	Conco1|scaffold_115	33053	38379	-	150.0	222
1087488at2759	Complete	Conco1|scaffold_257	34394	37317	-	203.2	253
1090038at2759	Complete	Conco1|scaffold_107	67713	69924	+	141.8	133
1094121at2759	Complete	Conco1|scaffold_335	19430	20184	-	87.0	130
1096688at2759	Complete	Conco1|scaffold_122	36151	37396	-	336.7	213
1106766at2759	Complete	Conco1|scaffold_257	36704	41210	+	155.5	193
1107630at2759	Complete	Conco1|scaffold_283	35951	37088	-	253.5	208
1108845at2759	Complete	Conco1|scaffold_64	47733	53542	+	366.9	319
1111142at2759	Complete	Conco1|scaffold_121	5887	11739	-	198.6	295
1112002at2759	Complete	Conco1|scaffold_61	45319	48092	+	469.9	578
1115196at2759	Complete	Conco1|scaffold_105	47071	48507	-	362.4	279
1128607at2759	Complete	Conco1|scaffold_90	60030	61248	+	356.6	253
1129824at2759	Complete	Conco1|scaffold_17	229375	232852	+	116.4	136
1138059at2759	Complete	Conco1|scaffold_154	49421	54249	+	259.8	204
1157302at2759	Complete	Conco1|scaffold_49	92071	93144	+	372.6	202
1161199at2759	Complete	Conco1|scaffold_106	10333	16136	-	93.1	126
1173229at2759	Complete	Conco1|scaffold_3	441734	447435	+	114.1	191
1178688at2759	Complete	Conco1|scaffold_26	185402	186298	+	103.2	140
1182451at2759	Fragmented	Conco1|scaffold_528	12213	13105	-	74.5	114
1193442at2759	Complete	Conco1|scaffold_82	112843	114353	+	332.1	272
1194691at2759	Complete	Conco1|scaffold_68	110919	112189	-	338.2	276
1194797at2759	Duplicated	Conco1|scaffold_134	74041	76343	+	367.3	442
1194797at2759	Duplicated	Conco1|scaffold_491	4692	6986	+	345.4	470
1197019at2759	Missing
1200489at2759	Complete	Conco1|scaffold_65	69901	70739	+	119.2	102
1217666at2759	Missing
1220881at2759	Complete	Conco1|scaffold_24	65625	66777	-	99.0	135
1222562at2759	Complete	Conco1|scaffold_24	67033	68224	-	150.6	115
1223488at2759	Complete	Conco1|scaffold_167	35785	36366	-	71.2	113
1228942at2759	Complete	Conco1|scaffold_47	125353	126349	-	202.1	163
1233814at2759	Missing
1236198at2759	Complete	Conco1|scaffold_60	81048	82510	-	184.7	123
1247641at2759	Complete	Conco1|scaffold_95	28323	34734	-	117.8	159
1248958at2759	Complete	Conco1|scaffold_45	129503	131757	+	359.8	467
1249159at2759	Missing
1251252at2759	Complete	Conco1|scaffold_59	1806	4459	-	70.9	81
1257440at2759	Complete	Conco1|scaffold_58	131630	132390	-	172.6	129
1258856at2759	Complete	Conco1|scaffold_639	1	3075	-	426.7	568
1259741at2759	Complete	Conco1|scaffold_57	87626	88967	-	369.4	236
1260807at2759	Complete	Conco1|scaffold_76	124818	125929	-	260.0	220
1264469at2759	Complete	Conco1|scaffold_100	66189	69177	+	157.9	151
1266231at2759	Complete	Conco1|scaffold_3	413032	413903	+	274.1	188
1269244at2759	Missing
1269649at2759	Complete	Conco1|scaffold_50	78492	80703	+	272.5	166
1275837at2759	Complete	Conco1|scaffold_123	9111	10184	+	367.1	243
1284731at2759	Complete	Conco1|scaffold_244	14594	17119	-	88.9	142
1287094at2759	Complete	Conco1|scaffold_81	107215	108076	-	146.3	126
1287401at2759	Complete	Conco1|scaffold_570	7390	8145	+	253.2	163
1291729at2759	Complete	Conco1|scaffold_99	73624	74447	+	44.5	102
1304061at2759	Missing
1309031at2759	Complete	Conco1|scaffold_6	224904	232255	+	153.6	297
1312453at2759	Missing
1314980at2759	Complete	Conco1|scaffold_144	5586	8330	-	309.3	480
1322299at2759	Complete	Conco1|scaffold_90	4130	5983	+	223.6	333
1322642at2759	Complete	Conco1|scaffold_321	31690	33063	-	165.5	156
1323575at2759	Complete	Conco1|scaffold_4	377817	379672	-	169.4	112
1324510at2759	Complete	Conco1|scaffold_7	132409	135891	+	145.4	295
1338131at2759	Missing
1339553at2759	Complete	Conco1|scaffold_98	36218	38789	+	201.1	276
1342242at2759	Complete	Conco1|scaffold_169	63509	64254	+	71.5	129
1346165at2759	Complete	Conco1|scaffold_18	92234	98760	-	288.4	280
1346432at2759	Complete	Conco1|scaffold_35	79203	80249	+	121.5	173
1348942at2759	Complete	Conco1|scaffold_287	2666	3801	+	103.3	175
1355894at2759	Complete	Conco1|scaffold_55	125788	126602	+	209.6	141
1358374at2759	Complete	Conco1|scaffold_139	21504	27260	-	243.9	199
1364586at2759	Missing
1370285at2759	Complete	Conco1|scaffold_129	87955	89648	+	126.9	226
1370304at2759	Fragmented	Conco1|scaffold_888	1	2654	+	101.7	199
1377237at2759	Complete	Conco1|scaffold_42	120569	122038	-	135.0	140
1379600at2759	Missing
1380409at2759	Complete	Conco1|scaffold_26	75901	80722	-	159.6	158
1382842at2759	Fragmented	Conco1|scaffold_84	72763	74475	+	42.5	43
1395649at2759	Missing
1398309at2759	Complete	Conco1|scaffold_31	120931	122056	+	90.9	111
1404162at2759	Missing
1405073at2759	Complete	Conco1|scaffold_55	75506	76253	+	224.6	158
1405146at2759	Fragmented	Conco1|scaffold_14	119879	120239	-	83.5	70
1407446at2759	Missing
1421503at2759	Complete	Conco1|scaffold_27	23959	24805	-	193.6	108
1423847at2759	Complete	Conco1|scaffold_60	88877	89995	-	258.2	272
1426075at2759	Missing
1428265at2759	Fragmented	Conco1|scaffold_274	18303	21471	+	112.6	134
1428854at2759	Complete	Conco1|scaffold_105	26636	29654	-	426.2	428
1430056at2759	Complete	Conco1|scaffold_414	4247	5151	-	81.2	106
1432328at2759	Complete	Conco1|scaffold_38	151466	153909	-	265.6	242
1434266at2759	Complete	Conco1|scaffold_318	3859	4683	-	83.5	144
1440961at2759	Fragmented	Conco1|scaffold_42	110463	113269	-	29.2	125
1441854at2759	Complete	Conco1|scaffold_323	23164	24239	+	239.2	228
1442062at2759	Missing
1445102at2759	Missing
1450538at2759	Fragmented	Conco1|scaffold_323	12314	18005	+	104.1	115
1454155at2759	Complete	Conco1|scaffold_170	55900	56604	-	20.1	146
1455730at2759	Fragmented	Conco1|scaffold_46	144149	145481	+	203.3	276
1459797at2759	Complete	Conco1|scaffold_274	13867	14436	+	55.0	96
1474000at2759	Missing
1479417at2759	Complete	Conco1|scaffold_10	210906	213892	-	280.4	176
1488235at2759	Missing
1488436at2759	Complete	Conco1|scaffold_106	44632	47599	+	76.1	62
1490022at2759	Missing
1504863at2759	Complete	Conco1|scaffold_44	41113	41605	-	145.7	110
1513531at2759	Fragmented	Conco1|scaffold_308	14050	14826	-	210.0	141
1525971at2759	Complete	Conco1|scaffold_111	9230	9767	-	105.7	79
1526152at2759	Complete	Conco1|scaffold_67	73472	73948	+	90.0	84
1530008at2759	Complete	Conco1|scaffold_89	54778	55698	+	131.1	86
1538526at2759	Complete	Conco1|scaffold_46	134636	135133	-	78.9	93
1545004at2759	Complete	Conco1|scaffold_59	89375	89833	+	90.2	65
1552706at2759	Complete	Conco1|scaffold_35	189559	190315	+	77.7	89
1558822at2759	Complete	Conco1|scaffold_7	188667	189352	-	103.2	65
1563319at2759	Complete	Conco1|scaffold_43	89431	90278	-	101.9	135
1567796at2759	Complete	Conco1|scaffold_635	786	4300	+	127.1	118
1575179at2759	Missing
1576404at2759	Complete	Conco1|scaffold_360	4625	5308	+	122.4	163
1588798at2759	Complete	Conco1|scaffold_16	81049	82009	-	93.9	138
1593937at2759	Missing
1617752at2759	Complete	Conco1|scaffold_252	20432	20930	-	116.1	94
1620056at2759	Missing
1623701at2759	Complete	Conco1|scaffold_82	7525	11608	-	115.2	92
1626636at2759	Complete	Conco1|scaffold_11	83304	84229	+	76.4	139
1633672at2759	Fragmented	Conco1|scaffold_33	82137	82600	+	128.7	81
1645187at2759	Complete	Conco1|scaffold_289	19022	19711	+	49.7	47
