# BUSCO version is: 5.2.2 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Score	Length
719531at2759	Complete	L0F63_006219-T1	288.1	209
720340at2759	Missing
721605at2759	Missing
722805at2759	Missing
734341at2759	Missing
734666at2759	Complete	L0F63_001592-T1	442.2	373
736068at2759	Missing
751335at2759	Missing
759498at2759	Duplicated	L0F63_006336-T1	553.7	422
759498at2759	Duplicated	L0F63_004438-T1	538.0	422
761109at2759	Missing
768809at2759	Complete	L0F63_005957-T1	273.8	231
774318at2759	Missing
777920at2759	Complete	L0F63_001493-T1	389.0	337
779909at2759	Missing
801857at2759	Missing
814241at2759	Complete	L0F63_006186-T1	251.1	343
817008at2759	Missing
834694at2759	Missing
836599at2759	Complete	L0F63_005625-T1	390.8	289
844748at2759	Fragmented	L0F63_003310-T1	180.0	208
855834at2759	Fragmented	L0F63_005489-T1	53.8	76
858842at2759	Missing
865202at2759	Missing
866359at2759	Missing
869548at2759	Missing
878143at2759	Complete	L0F63_006766-T1	381.4	338
887370at2759	Complete	L0F63_005182-T1	239.4	309
891751at2759	Complete	L0F63_004313-T1	258.8	233
898782at2759	Complete	L0F63_006723-T1	260.4	254
901894at2759	Complete	L0F63_003297-T1	169.0	256
905026at2759	Missing
911863at2759	Complete	L0F63_002329-T1	178.3	176
917326at2759	Complete	L0F63_000418-T1	345.7	326
918816at2759	Complete	L0F63_005288-T1	85.2	178
919955at2759	Fragmented	L0F63_007616-T1	89.3	119
923657at2759	Fragmented	L0F63_000197-T1	94.7	127
924753at2759	Fragmented	L0F63_006996-T1	140.2	161
931188at2759	Fragmented	L0F63_005974-T1	50.3	165
937275at2759	Complete	L0F63_005864-T1	59.7	73
937686at2759	Fragmented	L0F63_002511-T1	209.4	169
939345at2759	Missing
944899at2759	Complete	L0F63_000441-T1	357.6	221
946128at2759	Complete	L0F63_006367-T1	241.0	445
956854at2759	Missing
973442at2759	Missing
974865at2759	Missing
975158at2759	Complete	L0F63_004609-T1	155.0	229
975557at2759	Fragmented	L0F63_005133-T1	97.3	239
976469at2759	Complete	L0F63_002453-T1	156.5	234
981902at2759	Missing
996662at2759	Missing
1001705at2759	Missing
1003258at2759	Fragmented	L0F63_004761-T1	127.6	123
1010730at2759	Complete	L0F63_000770-T1	379.9	240
1014314at2759	Fragmented	L0F63_003794-T1	134.0	145
1018517at2759	Complete	L0F63_000310-T1	297.7	208
1019762at2759	Complete	L0F63_004951-T1	71.0	306
1025450at2759	Duplicated	L0F63_004151-T1	139.5	254
1025450at2759	Duplicated	L0F63_004654-T1	120.2	258
1025450at2759	Duplicated	L0F63_003229-T1	119.3	226
1030907at2759	Missing
1032689at2759	Missing
1038775at2759	Missing
1041560at2759	Complete	L0F63_005579-T1	174.0	372
1049599at2759	Missing
1051021at2759	Fragmented	L0F63_000607-T1	184.7	204
1053181at2759	Fragmented	L0F63_001793-T1	14.6	56
1057950at2759	Missing
1065019at2759	Missing
1076134at2759	Complete	L0F63_000775-T1	207.6	185
1079130at2759	Missing
1079827at2759	Missing
1085752at2759	Complete	L0F63_003375-T1	166.5	245
1087488at2759	Complete	L0F63_005355-T1	178.0	250
1090038at2759	Missing
1094121at2759	Missing
1096688at2759	Complete	L0F63_003774-T1	341.4	218
1106766at2759	Missing
1107630at2759	Missing
1108845at2759	Complete	L0F63_006736-T1	422.6	326
1111142at2759	Complete	L0F63_001612-T1	207.3	263
1112002at2759	Complete	L0F63_000697-T1	457.7	526
1115196at2759	Fragmented	L0F63_004120-T1	191.4	134
1128607at2759	Fragmented	L0F63_002177-T1	130.9	123
1129824at2759	Missing
1138059at2759	Complete	L0F63_005979-T1	286.1	208
1157302at2759	Fragmented	L0F63_002314-T1	200.3	134
1161199at2759	Missing
1173229at2759	Fragmented	L0F63_000681-T1	60.3	60
1178688at2759	Missing
1182451at2759	Complete	L0F63_002069-T1	119.2	146
1193442at2759	Fragmented	L0F63_001999-T1	212.9	198
1194691at2759	Missing
1194797at2759	Complete	L0F63_001749-T1	374.5	484
1197019at2759	Missing
1200489at2759	Missing
1217666at2759	Missing
1220881at2759	Missing
1222562at2759	Fragmented	L0F63_001170-T1	102.9	98
1223488at2759	Missing
1228942at2759	Fragmented	L0F63_005169-T1	107.4	89
1233814at2759	Missing
1236198at2759	Missing
1247641at2759	Complete	L0F63_006725-T1	135.5	155
1248958at2759	Complete	L0F63_006183-T1	443.7	580
1249159at2759	Complete	L0F63_000302-T1	64.6	123
1251252at2759	Missing
1257440at2759	Missing
1258856at2759	Complete	L0F63_003267-T1	474.2	598
1259741at2759	Complete	L0F63_005126-T1	295.2	194
1260807at2759	Fragmented	L0F63_000852-T1	34.4	147
1264469at2759	Missing
1266231at2759	Missing
1269244at2759	Fragmented	L0F63_003876-T1	44.0	68
1269649at2759	Fragmented	L0F63_004292-T1	140.4	78
1275837at2759	Missing
1284731at2759	Missing
1287094at2759	Complete	L0F63_007077-T1	38.2	122
1287401at2759	Complete	L0F63_003802-T1	219.7	145
1291729at2759	Missing
1304061at2759	Missing
1309031at2759	Complete	L0F63_002699-T1	174.3	296
1312453at2759	Complete	L0F63_005664-T1	548.7	610
1314980at2759	Complete	L0F63_001625-T1	328.9	477
1322299at2759	Missing
1322642at2759	Fragmented	L0F63_001603-T1	78.4	97
1323575at2759	Fragmented	L0F63_000024-T1	90.3	84
1324510at2759	Complete	L0F63_004447-T1	238.6	321
1338131at2759	Missing
1339553at2759	Complete	L0F63_003336-T1	192.5	257
1342242at2759	Complete	L0F63_007062-T1	107.8	136
1346165at2759	Fragmented	L0F63_002763-T1	80.0	117
1346432at2759	Missing
1348942at2759	Missing
1355894at2759	Fragmented	L0F63_003896-T1	152.5	108
1358374at2759	Complete	L0F63_001082-T1	196.1	239
1364586at2759	Missing
1370285at2759	Complete	L0F63_001059-T1	106.6	367
1370304at2759	Complete	L0F63_002118-T1	83.7	354
1377237at2759	Missing
1379600at2759	Missing
1380409at2759	Missing
1382842at2759	Missing
1395649at2759	Missing
1398309at2759	Missing
1404162at2759	Complete	L0F63_002922-T1	137.7	185
1405073at2759	Complete	L0F63_005102-T1	221.4	158
1405146at2759	Missing
1407446at2759	Missing
1421503at2759	Complete	L0F63_000572-T1	189.7	110
1423847at2759	Complete	L0F63_003019-T1	265.2	240
1426075at2759	Missing
1428265at2759	Missing
1428854at2759	Complete	L0F63_002228-T1	417.0	420
1430056at2759	Complete	L0F63_000679-T1	100.5	110
1432328at2759	Fragmented	L0F63_006241-T1	120.4	91
1434266at2759	Complete	L0F63_000018-T1	90.2	126
1440961at2759	Missing
1441854at2759	Fragmented	L0F63_005992-T1	111.1	81
1442062at2759	Missing
1445102at2759	Missing
1450538at2759	Missing
1454155at2759	Complete	L0F63_005448-T1	59.3	149
1455730at2759	Fragmented	L0F63_004877-T1	135.7	184
1459797at2759	Missing
1474000at2759	Fragmented	L0F63_005772-T1	77.1	82
1479417at2759	Complete	L0F63_004644-T1	295.0	350
1488235at2759	Fragmented	L0F63_002292-T1	42.3	44
1488436at2759	Missing
1490022at2759	Missing
1504863at2759	Missing
1513531at2759	Fragmented	L0F63_003627-T1	217.9	148
1525971at2759	Missing
1526152at2759	Missing
1530008at2759	Missing
1538526at2759	Complete	L0F63_000677-T1	77.7	91
1545004at2759	Missing
1552706at2759	Missing
1558822at2759	Missing
1563319at2759	Missing
1567796at2759	Missing
1575179at2759	Missing
1576404at2759	Missing
1588798at2759	Missing
1593937at2759	Complete	L0F63_001559-T1	22.3	81
1617752at2759	Missing
1620056at2759	Missing
1623701at2759	Missing
1626636at2759	Missing
1633672at2759	Fragmented	L0F63_005175-T1	122.2	77
1645187at2759	Missing
