Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
IWY20|IWY20_001023-T1	CDS14337.1|GT22|	54.3	422	171	11	55	465	24	434	1.58e-147	432
IWY20|IWY20_001034-T1	CDS06949.1|GT62|	69.9	376	100	3	1	376	1	363	1.75e-188	530
IWY20|IWY20_001049-T1	CDS11360.1|CE0|	48.3	381	176	9	3	375	46	413	1.92e-120	359
IWY20|IWY20_001060-T1	AOC55050.1|GT1|	39.0	497	291	7	19	511	25	513	1.09e-118	365
IWY20|IWY20_001080-T1	AGV01048.1|GH5_7|3.2.1.78	61.6	398	146	4	21	413	42	437	7.26e-185	526
IWY20|IWY20_001089-T1	VWO96784.1|PL8_4|	36.5	671	378	18	92	739	173	818	2.47e-136	426
IWY20|IWY20_001090-T1	VWO96784.1|PL8_4|	36.7	722	408	19	50	746	121	818	3.13e-139	434
IWY20|IWY20_001114-T1	QKX56076.1|GH51|	38.6	562	289	10	61	612	833	1348	1.45e-105	356
IWY20|IWY20_001163-T1	CDS06153.1|GH81|	63.7	719	249	8	43	753	22	736	0.0	939
IWY20|IWY20_001231-T1	CDS13477.1|GH31|	46.4	739	372	11	10	732	27	757	3.15e-245	704
IWY20|IWY20_001234-T1	CAN80640.1|GT47|	54.0	424	190	3	8	426	940	1363	4.73e-151	467
IWY20|IWY20_001238-T1	CCA15473.1|GH72|	48.6	397	185	4	636	1018	561	952	5.81e-109	368
IWY20|IWY20_001253-T1	AIE96983.1|GT7|	32.2	1230	675	34	38	1146	7	1198	1.43e-159	526
IWY20|IWY20_001270-T1	EGX46445.1|GT35|	60.3	844	331	3	39	879	31	873	0.0	1034
IWY20|IWY20_001274-T1	CDS04523.1|GT15|	72.5	276	74	2	1	276	37	310	2.05e-151	434
IWY20|IWY20_001282-T1	CDS07286.1|GT50|	61.8	482	132	8	8	440	7	485	3.80e-194	551
IWY20|IWY20_001306-T1	AJH76892.1|GT20|	77.0	849	180	2	1	849	1	834	0.0	1349
IWY20|IWY20_001367-T1	CDS03881.1|GT2|	83.7	239	38	1	1	238	21	259	1.21e-146	414
IWY20|IWY20_001409-T1	BAA19857.1|GT2|2.4.1.16	70.8	843	223	6	15	839	4	841	0.0	1194
IWY20|IWY20_001442-T1	AWP12516.1|GT29|	41.5	621	338	13	44	653	473	1079	3.49e-152	486
IWY20|IWY20_001452-T1	BAD67423.1|GH28|3.2.1.15	54.3	385	171	2	1	382	1	383	7.94e-136	397
IWY20|IWY20_001510-T1	CED83340.1|GT31|	37.9	737	410	19	406	1117	1207	1920	1.27e-138	467
IWY20|IWY20_001524-T1	CDS08550.1|GT20|	86.6	763	100	2	1	762	7	768	0.0	1373
IWY20|IWY20_001548-T1	BAA01021.1|CBM19|GH18|3.2.1.14	63.5	540	190	5	3	540	6	540	4.01e-230	649
IWY20|IWY20_001549-T1	CDS06236.1|GH9|	57.0	330	137	3	3	329	61	388	3.96e-133	392
IWY20|IWY20_001578-T1	EGX46445.1|GT35|	60.5	823	321	3	62	883	55	874	0.0	1031
IWY20|IWY20_001636-T1	CDS06236.1|GH9|	67.4	484	153	3	48	529	1	481	2.29e-236	663
IWY20|IWY20_001659-T1	BAD95808.1|CBM1|GH45|3.2.1.4	64.2	344	110	2	1	338	1	337	2.16e-145	418
IWY20|IWY20_001661-T1	CDS14181.1|GH18|	58.9	389	156	3	50	435	12	399	2.40e-167	480
IWY20|IWY20_001715-T1	AWP09643.1|CBM13|GT27|	48.7	394	187	6	32	415	574	962	2.52e-121	384
IWY20|IWY20_001720-T1	VUW72999.1|AA1|	52.5	627	263	10	270	869	20	638	2.83e-190	583
IWY20|IWY20_001739-T1	CDS09884.1|GT49|	63.9	316	114	0	1	316	65	380	2.95e-157	451
IWY20|IWY20_001747-T1	CDS06898.1|GH18|	52.8	498	205	9	4	492	58	534	5.89e-186	537
IWY20|IWY20_001771-T1	AWP04987.1|GT13|	41.1	1001	533	22	38	1029	88	1040	5.94e-245	740
IWY20|IWY20_001781-T1	CDS06183.1|GT0|	45.1	748	327	16	38	726	83	805	2.32e-193	574
IWY20|IWY20_001782-T1	CDS06185.1|AA1|	49.8	584	203	12	1	545	45	577	4.35e-186	539
IWY20|IWY20_001789-T1	BAD67423.1|GH28|3.2.1.15	47.4	380	195	2	5	381	6	383	1.83e-116	348
IWY20|IWY20_001794-T1	CDS02615.1|GT2|	47.9	961	375	19	2	943	205	1058	3.79e-273	810
IWY20|IWY20_001814-T1	CDS06367.1|GH38|	73.1	1018	256	4	427	1443	98	1098	0.0	1572
IWY20|IWY20_001864-T1	QHG77622.1|CBM50|	73.8	225	57	2	40	263	51	274	1.41e-109	342
IWY20|IWY20_001873-T1	VDD15082.1|CBM48|GH13_8|	28.5	1338	829	33	117	1379	122	1406	1.44e-135	469
IWY20|IWY20_001897-T1	CDS14001.1|CBM48|GH13_8|	74.5	690	176	0	8	697	6	695	0.0	1113
IWY20|IWY20_001909-T1	CDS06551.1|AA1|	37.4	591	254	13	1	489	62	638	3.25e-122	376
IWY20|IWY20_001920-T1	QGI86474.1|GH125|	50.3	485	191	10	45	491	20	492	2.77e-141	435
IWY20|IWY20_001973-T1	CDS10560.1|CBM19|GH18|	46.8	555	233	10	23	525	24	568	3.55e-159	469
IWY20|IWY20_002027-T1	QBQ55243.1|CBM50|	34.0	793	446	18	94	868	27	760	2.00e-108	370
IWY20|IWY20_002047-T1	AWP12516.1|GT29|	43.7	680	331	12	6	673	439	1078	1.60e-164	520
IWY20|IWY20_002053-T1	CAA67797.1|GT2|2.4.1.16	85.3	767	104	5	5	767	8	769	0.0	1332
IWY20|IWY20_002112-T1	CDS12629.1|GT2|	72.0	236	59	2	74	305	1	233	3.18e-108	339
IWY20|IWY20_002116-T1	CDS11352.1|GT31|	64.8	438	145	2	1	438	94	522	5.50e-216	608
IWY20|IWY20_002151-T1	CDS04937.1|GH18|	51.3	2942	1229	38	1	2847	162	2995	0.0	2852
IWY20|IWY20_002157-T1	CDS06792.1|CBM5|GH18|	48.0	513	205	8	17	472	15	522	1.51e-168	489
IWY20|IWY20_002207-T1	CDS13735.1|GH18|	59.7	362	135	4	3	356	50	408	3.71e-154	444
IWY20|IWY20_002213-T1	CDS09009.1|GT20|	75.1	421	105	0	10	430	199	619	2.50e-230	658
IWY20|IWY20_002228-T1	CDS10376.1|GT2|	72.0	1026	268	10	131	1140	85	1107	0.0	1367
IWY20|IWY20_002248-T1	EAA65303.1|GT0|	53.8	851	380	6	41	880	731	1579	9.08e-293	859
IWY20|IWY20_002343-T1	CDS06540.1|GH125|	63.1	515	163	5	5	499	3	510	1.98e-236	662
IWY20|IWY20_002350-T1	AAQ20798.1|GH16_1|	60.2	314	117	5	4	312	5	315	5.77e-138	397
IWY20|IWY20_002366-T1	QKX53450.1|GH81|	53.2	380	148	5	25	375	966	1344	2.37e-105	342
IWY20|IWY20_002371-T1	QDS73620.1|GT8|	46.2	608	251	17	4	579	794	1357	7.31e-115	377
IWY20|IWY20_002385-T1	CDS02659.1|GT0|	55.0	525	221	6	549	1059	76	599	1.13e-210	625
IWY20|IWY20_002388-T1	QKX60254.1|GH76|	55.1	771	321	5	156	915	24	780	6.02e-285	830
IWY20|IWY20_002425-T1	CDS05902.1|GT71|	58.4	461	179	6	38	487	62	520	2.65e-195	559
IWY20|IWY20_002557-T1	QIW95080.1|GH47|	28.3	1663	1080	39	251	1848	985	2599	5.35e-160	556
IWY20|IWY20_002651-T1	AWK40335.1|GH6|	37.9	750	434	10	22	763	127	852	5.60e-148	461
IWY20|IWY20_002654-T1	CDS03956.1|GH47|	68.4	465	145	1	51	515	30	492	1.42e-239	670
IWY20|IWY20_002679-T1	CDS06192.1|GT49|	48.9	417	207	4	3	415	73	487	2.47e-137	406
IWY20|IWY20_002684-T1	QBQ55251.1|CBM50|	39.9	884	490	13	19	877	25	892	3.40e-184	565
IWY20|IWY20_002686-T1	CDS10378.1|GT2|	55.4	724	201	12	30	641	56	769	2.28e-257	745
IWY20|IWY20_002687-T1	CDS10376.1|GT2|	71.7	721	177	6	4	699	338	1056	0.0	1015
IWY20|IWY20_002710-T1	QKX59202.1|GH23|	28.1	1682	932	52	436	2013	366	1873	1.18e-149	520
IWY20|IWY20_002771-T1	ALU66008.1|CE4|	76.7	390	88	2	1	387	1	390	4.89e-225	629
IWY20|IWY20_002802-T1	CDS03806.1|GT48|	68.1	1846	548	18	45	1879	88	1903	0.0	2463
IWY20|IWY20_002821-T1	CDS05660.1|GH47|	49.9	499	222	8	34	513	47	536	9.32e-164	479
IWY20|IWY20_002881-T1	ABG81487.1|GT31|	51.8	400	153	5	3	400	5	366	5.08e-111	359
IWY20|IWY20_002904-T1	CDS03322.1|GT2|	49.9	1751	606	36	128	1736	1	1622	0.0	1525
IWY20|IWY20_002953-T1	CDS06289.1|GT49|	48.0	369	189	2	52	420	58	423	1.32e-132	392
IWY20|IWY20_002978-T1	EAA29319.1|GH93|	47.4	428	200	6	27	435	32	453	4.89e-129	404
IWY20|IWY20_002992-T1	CDS07232.1|GT20|	55.8	718	312	2	1	713	108	825	1.79e-303	853
IWY20|IWY20_002995-T1	CAC9915063.1|GH47|	29.7	1066	691	23	1	1027	442	1488	3.32e-140	462
IWY20|IWY20_003023-T1	CDS06604.1|GT48|	62.6	1692	488	24	1	1613	95	1721	0.0	1998
IWY20|IWY20_003028-T1	AJH76892.1|GT20|	60.7	854	275	8	4	819	3	833	0.0	1038
IWY20|IWY20_003037-T1	AWP09643.1|CBM13|GT27|	50.9	403	175	6	29	423	574	961	4.00e-127	400
IWY20|IWY20_003056-T1	CDS09314.1|GT39|	62.6	805	209	8	13	728	40	841	0.0	999
IWY20|IWY20_003087-T1	AIT83212.1|GT4|	70.0	303	87	2	5	306	15	314	1.99e-145	432
IWY20|IWY20_003088-T1	CAN65674.1|GH28|	37.1	566	317	12	122	678	94	629	3.93e-105	353
IWY20|IWY20_003143-T1	BBN14963.1|CBM20|	48.1	399	195	8	1	391	402	796	4.01e-115	361
IWY20|IWY20_003153-T1	VDD15082.1|CBM48|GH13_8|	29.1	1378	845	34	171	1473	97	1417	1.48e-144	497
IWY20|IWY20_003155-T1	CDS08390.1|GH31|	64.6	929	314	7	13	929	17	942	0.0	1285
IWY20|IWY20_003182-T1	AXG41146.1|GH6|	34.1	851	499	15	27	843	30	852	8.62e-137	434
IWY20|IWY20_003223-T1	AST16089.1|CE4|	69.2	377	115	1	1	376	1	377	8.90e-199	561
IWY20|IWY20_003224-T1	AST16089.1|CE4|	72.8	426	112	1	1	426	1	422	9.10e-223	621
IWY20|IWY20_003228-T1	CUI24525.1|GH19|	61.4	311	114	2	38	342	18	328	4.96e-115	368
IWY20|IWY20_003233-T1	AST16089.1|CE4|	72.3	423	102	3	1	410	1	421	3.23e-219	611
IWY20|IWY20_003257-T1	CDS06681.1|GT15|	72.2	349	81	3	73	420	70	403	2.71e-193	545
IWY20|IWY20_003344-T1	BAB01284.1|GT17|	52.9	310	141	2	2	311	80	384	1.63e-112	335
IWY20|IWY20_003357-T1	CDS07917.1|GT2|	83.2	457	72	2	1	454	1	455	1.16e-289	796
IWY20|IWY20_003362-T1	CDS05902.1|GT71|	50.8	484	210	5	43	518	67	530	2.33e-172	501
IWY20|IWY20_003400-T1	CDS11103.1|GT66|	80.6	753	133	2	1	742	1	751	0.0	1190
IWY20|IWY20_003415-T1	CDS02746.1|GT4|	84.4	418	63	1	1	418	10	425	2.41e-261	721
IWY20|IWY20_003473-T1	CDS14068.1|GH38|	60.5	1058	385	11	1	1043	34	1073	0.0	1329
IWY20|IWY20_003515-T1	QBQ55251.1|CBM50|	35.0	974	522	21	80	1035	20	900	4.71e-146	469
IWY20|IWY20_003527-T1	CDS13455.1|GH63|	64.5	800	268	7	118	909	13	804	0.0	1100
IWY20|IWY20_003552-T1	QIW95080.1|GH47|	29.4	1925	1170	46	87	1954	807	2599	5.63e-211	700
IWY20|IWY20_003556-T1	CDS13477.1|GH31|	54.1	627	266	7	5	616	142	761	7.70e-247	704
IWY20|IWY20_003614-T1	CDS06551.1|AA1|	39.4	650	286	14	8	560	11	649	9.79e-147	459
IWY20|IWY20_003632-T1	CDS03322.1|GT2|	50.5	1647	665	33	8	1611	79	1618	0.0	1473
IWY20|IWY20_003648-T1	CDS05721.1|GH29|	39.8	774	383	23	15	768	55	765	3.12e-187	557
IWY20|IWY20_003681-T1	CDS06183.1|GT0|	41.1	761	403	13	15	743	78	825	1.13e-188	562
IWY20|IWY20_003683-T1	CDS06185.1|AA1|	47.1	512	232	10	1	485	40	539	2.72e-157	463
IWY20|IWY20_003684-T1	CDS09456.1|CE4|	63.6	354	126	2	36	387	32	384	5.45e-183	521
IWY20|IWY20_003689-T1	BAO00904.1|GH3|3.2.1.21	66.8	710	216	6	2	694	10	716	0.0	952
IWY20|IWY20_003693-T1	QCW79542.1|GH101|	52.9	442	200	1	54	487	627	1068	1.18e-160	487
IWY20|IWY20_003704-T1	BBN14963.1|CBM20|	48.9	405	195	8	7	403	397	797	9.41e-117	365
IWY20|IWY20_003731-T1	QGI86474.1|GH125|	48.8	482	191	8	16	449	19	492	2.41e-145	444
IWY20|IWY20_003736-T1	CDS09137.1|GT34|	45.7	538	248	7	136	634	121	653	2.50e-156	469
IWY20|IWY20_003850-T1	CDS04796.1|CE9|	61.3	419	139	8	280	676	15	432	1.02e-167	491
IWY20|IWY20_003908-T1	CED83340.1|GT31|	29.7	979	571	25	3	901	967	1908	3.42e-109	377
IWY20|IWY20_003942-T1	CDS03696.1|GH37|	50.3	600	284	5	12	611	10	595	3.66e-220	629
IWY20|IWY20_003943-T1	CDS08031.1|GT2|	55.2	1811	731	22	6	1766	13	1793	0.0	1928
IWY20|IWY20_003963-T1	BAB03595.1|CE4|3.5.1.41	63.3	390	129	6	1	389	1	377	3.83e-179	515
IWY20|IWY20_003997-T1	QBQ55243.1|CBM50|	35.2	970	514	26	241	1194	27	897	4.51e-144	468
IWY20|IWY20_004009-T1	CDS03648.1|GT2|	64.7	1817	585	18	1	1779	1	1799	0.0	2296
IWY20|IWY20_004069-T1	CED83340.1|GT31|	30.5	852	521	25	410	1228	1096	1909	1.67e-104	371
IWY20|IWY20_004123-T1	SVE84708.1|GH9|	52.2	914	418	6	5	906	418	1324	5.36e-129	425
IWY20|IWY20_004144-T1	CED83340.1|GT31|	34.9	1061	501	24	171	1146	953	1908	9.14e-175	569
IWY20|IWY20_004168-T1	CDS04937.1|GH18|	43.5	430	196	9	364	787	3155	3543	8.89e-103	355
IWY20|IWY20_004173-T1	CDS13311.1|GT39|	60.5	762	279	8	5	754	6	757	0.0	930
IWY20|IWY20_004254-T1	CDS14203.1|GT49|	80.3	330	64	1	1	329	98	427	7.21e-206	574
IWY20|IWY20_004261-T1	CDS10282.1|GT49|	52.9	350	160	4	1	349	183	528	7.05e-125	373
IWY20|IWY20_004269-T1	CDS06114.1|GT2|	52.3	1560	655	22	14	1502	199	1740	0.0	1519
IWY20|IWY20_004272-T1	QGI67417.1|GH18|	60.7	438	165	5	308	738	381	818	1.25e-167	511
IWY20|IWY20_004283-T1	CDS05465.1|GH47|	67.6	561	171	5	35	586	1	559	3.96e-272	766
IWY20|IWY20_004322-T1	CDS06114.1|GT2|	58.1	1921	674	39	584	2438	37	1892	0.0	2004
IWY20|IWY20_004345-T1	SMR56934.1|GT22|	49.9	635	294	8	92	712	512	1136	4.33e-204	611
IWY20|IWY20_004348-T1	CDS05411.1|GT3|	79.7	690	132	5	3	687	21	707	0.0	1124
IWY20|IWY20_004382-T1	CDS09884.1|GT49|	60.3	330	130	1	59	388	58	386	5.65e-157	452
IWY20|IWY20_004387-T1	VDD15082.1|CBM48|GH13_8|	29.0	1330	828	29	87	1349	118	1398	7.74e-149	507
IWY20|IWY20_004388-T1	CDS08707.1|AA5_1|	74.3	548	138	2	12	559	8	552	2.18e-317	871
IWY20|IWY20_004410-T1	AST16089.1|CE4|	72.0	421	108	4	1	414	1	418	3.23e-219	612
IWY20|IWY20_004437-T1	QKX60855.1|GT22|	70.3	317	90	2	7	322	547	860	5.16e-140	422
IWY20|IWY20_004499-T1	AOC55050.1|GT1|	41.2	502	287	5	4	504	19	513	4.49e-127	387
IWY20|IWY20_004536-T1	CAC9909034.1|GT8|	68.3	394	123	2	4	397	331	722	1.32e-186	539
IWY20|IWY20_004572-T1	AMP42675.1|GH18|	55.8	398	159	7	32	419	31	421	3.01e-147	432
IWY20|IWY20_004577-T1	CDS12162.1|GH0|	51.1	368	173	3	15	377	10	375	1.20e-113	342
IWY20|IWY20_004671-T1	CBX99002.1|GH18|	53.8	299	115	4	1	276	1	299	6.52e-105	327
IWY20|IWY20_004686-T1	VDC86155.1|GT95|	82.1	301	53	1	6	305	76	376	1.68e-174	504
IWY20|IWY20_004695-T1	CDS12794.1|GT39|	55.1	759	298	7	1	721	1	754	1.37e-312	874
IWY20|IWY20_004715-T1	CDS07474.1|GT49|	49.0	349	173	2	1	345	178	525	6.00e-126	375
IWY20|IWY20_004744-T1	CDS09494.1|CBM48|	68.5	308	78	8	83	379	140	439	3.00e-129	382
IWY20|IWY20_004786-T1	CDS12419.1|GH46|	58.5	352	140	2	7	352	9	360	6.77e-147	423
IWY20|IWY20_004810-T1	QDS71101.1|GT1|	42.2	576	315	9	89	655	1474	2040	7.35e-134	444
IWY20|IWY20_004817-T1	AAW62235.1|CE4|	73.9	421	93	3	1	420	1	405	7.01e-233	645
IWY20|IWY20_004890-T1	CDS12929.1|GT64|	42.6	479	236	11	71	545	2	445	1.05e-123	375
IWY20|IWY20_004901-T1	CDS05227.1|CE4|	60.5	314	107	2	10	321	9	307	1.24e-135	397
IWY20|IWY20_004904-T1	AVI60826.1|GT22|	64.7	416	127	6	12	414	592	1000	9.62e-168	524
IWY20|IWY20_004931-T1	BAA01023.1|GT2|2.4.1.16	78.8	860	154	5	1	845	1	847	0.0	1347
IWY20|IWY20_005028-T1	AAN85206.1|CBM21|GH15|	75.2	609	143	1	1	601	1	609	8.39e-315	869
IWY20|IWY20_005041-T1	AJO29715.1|GH17|2.4.1.-	63.6	258	93	1	22	279	3	259	1.08e-119	348
IWY20|IWY20_005066-T1	CDS06289.1|GT49|	69.8	420	117	3	2	412	6	424	2.94e-218	609
IWY20|IWY20_005077-T1	CDS05166.1|GT15|	58.5	390	146	3	5	390	5	382	2.08e-173	494
IWY20|IWY20_005079-T1	CDS05164.1|GT15|	77.1	315	72	0	121	435	44	358	8.74e-195	549
IWY20|IWY20_005088-T1	QBQ55251.1|CBM50|	38.5	803	450	15	36	830	20	786	1.74e-147	471
IWY20|IWY20_005161-T1	BAA13489.1|GH18|3.2.1.14	75.1	397	95	2	12	407	6	399	1.04e-232	644
IWY20|IWY20_005194-T1	CDS11283.1|GH8|	73.5	362	93	2	1	359	1	362	7.59e-209	580
IWY20|IWY20_005205-T1	CDS04796.1|CE9|	75.7	428	101	1	9	436	8	432	6.77e-237	657
IWY20|IWY20_005253-T1	AWO98658.1|GH37|	71.6	409	115	1	12	419	69	477	1.01e-201	593
IWY20|IWY20_005299-T1	VDC69778.1|CE8|	46.3	615	319	8	156	766	658	1265	1.38e-182	560
IWY20|IWY20_005311-T1	CDS11918.1|CBM43|GH72|	65.9	469	154	5	14	480	13	477	6.08e-228	641
IWY20|IWY20_005366-T1	VUW72999.1|AA1|	44.4	448	227	8	206	640	191	629	5.47e-109	360
IWY20|IWY20_005410-T1	CDS07917.1|GT2|	77.9	425	94	0	1	425	1	425	5.63e-256	708
IWY20|IWY20_005444-T1	ACM48349.1|GH36|3.2.1.22	56.9	731	296	10	1	724	1	719	5.73e-308	862
IWY20|IWY20_005453-T1	QGJ00970.1|AA3_2|	35.0	626	369	11	13	626	8	607	1.11e-109	347
IWY20|IWY20_005572-T1	QKX53119.1|GH72|	41.8	603	297	13	1	557	4	598	1.97e-134	429
IWY20|IWY20_005603-T1	CDS13696.1|GT39|	36.2	823	438	17	1	812	59	805	1.86e-158	486
IWY20|IWY20_005686-T1	QKX64719.1|GT31|	39.8	482	256	9	5	462	42	513	3.38e-104	336
IWY20|IWY20_005687-T1	QBQ55251.1|CBM50|	33.2	982	536	17	11	988	28	893	6.70e-144	462
IWY20|IWY20_005703-T1	EAA31326.1|GH71|	45.8	587	295	8	95	674	645	1215	2.01e-160	498
IWY20|IWY20_005711-T1	QIW99047.1|AA2|	59.7	263	100	5	11	268	7	268	7.39e-105	311
IWY20|IWY20_005719-T1	CBA03971.1|GT30|	65.3	392	136	0	7	398	4	395	9.03e-179	530
IWY20|IWY20_005728-T1	ABW74133.1|GT8|	71.7	240	68	0	10	249	2	241	3.99e-135	387
IWY20|IWY20_005782-T1	CDS05446.1|GH5_12|	57.0	747	300	8	1	741	1	732	5.46e-318	889
IWY20|IWY20_005836-T1	QKX64719.1|GT31|	39.6	520	281	9	15	511	15	524	9.07e-115	365
IWY20|IWY20_005866-T1	CDS03648.1|GT2|	72.1	1679	436	11	1	1656	82	1751	0.0	2432
IWY20|IWY20_005880-T1	CDS13781.1|GT62|	65.5	293	95	2	67	359	76	362	9.46e-139	403
IWY20|IWY20_005955-T1	AAW62235.1|CE4|	69.2	386	114	4	21	404	21	403	5.48e-203	569
IWY20|IWY20_005989-T1	CCA15473.1|GH72|	53.3	398	168	5	1	390	565	952	5.61e-128	414
IWY20|IWY20_006011-T1	AOC55049.1|GT1|	40.7	489	254	7	10	472	32	510	6.57e-112	346
IWY20|IWY20_006031-T1	CDS06792.1|CBM5|GH18|	62.5	512	187	4	17	527	15	522	4.54e-198	567
IWY20|IWY20_006034-T1	CUI24525.1|GH19|	60.6	312	116	3	36	341	18	328	2.07e-114	366
IWY20|IWY20_006051-T1	VWO94258.1|CBM1|GH5_5|	52.1	652	259	13	41	643	399	1046	6.34e-183	550
IWY20|IWY20_006077-T1	CDS11940.1|GT4|	61.7	399	146	3	1	392	1	399	8.57e-172	491
IWY20|IWY20_006085-T1	CDS03778.1|AA1_2|	65.9	560	188	3	19	578	17	573	1.96e-282	785
IWY20|IWY20_006102-T1	CDS07474.1|GT49|	49.5	527	249	5	14	536	12	525	3.92e-186	536
IWY20|IWY20_006123-T1	CDS08699.1|GT15|	73.7	297	78	0	41	337	62	358	1.53e-175	496
IWY20|IWY20_006143-T1	AHX26706.1|GT2|	34.4	741	426	18	74	778	98	814	1.80e-109	383
IWY20|IWY20_006186-T1	CDS05797.1|GT24|	47.1	1539	673	33	29	1520	21	1465	0.0	1295
IWY20|IWY20_006191-T1	CDS10867.1|GT2|	59.5	1201	386	20	3	1110	2	1194	0.0	1332
IWY20|IWY20_006224-T1	VDD15082.1|CBM48|GH13_8|	29.3	1326	813	31	41	1296	122	1393	2.14e-144	493
IWY20|IWY20_006237-T1	BAB03595.1|CE4|3.5.1.41	61.0	382	140	6	10	386	11	388	2.03e-160	468
IWY20|IWY20_006238-T1	BAB03595.1|CE4|3.5.1.41	58.7	344	131	7	23	356	29	371	2.17e-140	416
IWY20|IWY20_006249-T1	QKX56076.1|GH51|	57.2	704	282	4	410	1094	892	1595	1.12e-262	790
IWY20|IWY20_006274-T1	AST16089.1|CE4|	76.5	371	86	1	1	371	1	370	1.11e-216	605
IWY20|IWY20_006286-T1	CDS05700.1|GT33|	60.0	482	185	4	2	478	9	487	1.18e-200	570
IWY20|IWY20_006294-T1	AHX26715.1|GT2|	33.1	783	443	19	86	810	30	789	6.71e-107	384
IWY20|IWY20_006325-T1	QGI88561.1|AA0|	37.2	694	412	7	17	688	19	710	3.62e-132	411
IWY20|IWY20_006368-T1	QCE13289.1|CE8|	53.2	410	163	6	13	399	409	812	1.58e-135	426
IWY20|IWY20_006375-T1	CDS03403.1|GH9|	75.3	620	151	2	1	620	1	618	0.0	1014
