# BUSCO version is: 5.4.4 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
814241at2759	Complete	scaffold_9760	10163	11854	-	221.8	301
817008at2759	Missing
834694at2759	Missing
836599at2759	Complete	scaffold_7872	19287	21535	-	387.5	304
844748at2759	Missing
855834at2759	Complete	scaffold_7526	34490	36527	-	180.9	310
858842at2759	Complete	scaffold_12219	6597	8161	+	223.3	217
865202at2759	Complete	scaffold_2019	5685	8746	-	198.0	200
866359at2759	Complete	scaffold_2027	129759	131154	+	344.7	237
869548at2759	Complete	scaffold_14066	16266	18043	-	214.1	198
878143at2759	Complete	scaffold_12086	25110	26492	-	381.4	338
887370at2759	Complete	scaffold_6720	3972	6482	+	239.4	309
891751at2759	Complete	scaffold_4840	60701	63163	-	260.1	238
898782at2759	Complete	scaffold_11876	20075	25158	+	260.3	254
901894at2759	Complete	scaffold_3089	32142	38824	-	192.0	325
905026at2759	Missing
911863at2759	Complete	scaffold_1832	123543	129146	-	189.5	195
917326at2759	Complete	scaffold_169	108360	109714	-	346.0	326
918816at2759	Fragmented	scaffold_6973	33632	35994	-	51.3	97
919955at2759	Complete	scaffold_19474	611	1983	+	170.9	234
923657at2759	Missing
924753at2759	Complete	scaffold_13264	20674	22723	-	207.3	221
931188at2759	Missing
937275at2759	Complete	scaffold_8589	25526	34863	+	67.4	74
937686at2759	Complete	scaffold_2058	1999	23449	+	311.2	333
939345at2759	Missing
944899at2759	Complete	scaffold_179	79047	81034	+	359.5	239
946128at2759	Complete	scaffold_10322	31496	35137	+	259.2	445
956854at2759	Complete	scaffold_4134	56144	62874	+	123.7	165
973442at2759	Complete	scaffold_4143	81642	86739	+	104.7	159
974865at2759	Missing
975158at2759	Complete	scaffold_5424	80612	82330	-	170.9	211
975557at2759	Fragmented	scaffold_6585	12162	14316	+	97.0	239
976469at2759	Complete	scaffold_1982	164594	166641	-	156.5	234
981902at2759	Complete	scaffold_5047	6308	7495	-	102.5	209
996662at2759	Missing
1001705at2759	Missing
1003258at2759	Complete	scaffold_5724	42633	63947	-	129.3	275
1010730at2759	Complete	scaffold_382	161623	169646	-	392.1	262
1014314at2759	Missing
1018517at2759	Complete	scaffold_119	340487	341552	-	297.7	208
1019762at2759	Missing
1025450at2759	Complete	scaffold_2105	3150	5098	-	281.8	304
1030907at2759	Missing
1032689at2759	Complete	scaffold_9740	2981	4329	+	180.1	155
1038775at2759	Missing
1041560at2759	Complete	scaffold_7738	55179	65379	+	127.7	269
1049599at2759	Missing
1051021at2759	Complete	scaffold_270	217932	220206	-	321.5	288
1053181at2759	Missing
1057950at2759	Complete	scaffold_8326	18409	20837	-	237.6	230
1065019at2759	Complete	scaffold_13632	19294	20550	+	270.7	264
1076134at2759	Complete	scaffold_386	191590	203209	+	177.2	183
1079130at2759	Complete	scaffold_2069	5945	7704	+	317.6	223
1079827at2759	Complete	scaffold_945	30103	33421	-	351.9	218
1085752at2759	Complete	scaffold_3203	73437	79725	+	142.5	238
1087488at2759	Complete	scaffold_7184	65418	67339	+	187.9	253
1090038at2759	Missing
1094121at2759	Missing
1096688at2759	Complete	scaffold_3839	118416	123777	-	339.5	211
1106766at2759	Complete	scaffold_6482	15740	21735	-	114.9	170
1107630at2759	Complete	scaffold_7558	45709	49324	+	224.7	179
1108845at2759	Complete	scaffold_11944	4915	6827	+	415.7	326
1111142at2759	Complete	scaffold_1090	77150	81035	+	189.6	229
1112002at2759	Complete	scaffold_332	309565	312718	+	452.3	635
1115196at2759	Complete	scaffold_4479	74733	88015	+	261.0	247
1128607at2759	Fragmented	scaffold_1673	98983	100312	+	108.2	111
1129824at2759	Missing
1138059at2759	Complete	scaffold_8964	22353	23347	-	286.1	208
1157302at2759	Complete	scaffold_1816	161418	162509	+	238.0	166
1161199at2759	Complete	scaffold_11043	29175	30241	+	29.0	130
1173229at2759	Complete	scaffold_322	267878	269161	-	97.7	198
1178688at2759	Complete	scaffold_9093	12511	13103	-	66.7	126
1182451at2759	Fragmented	scaffold_1552	5941	8061	+	85.6	84
1193442at2759	Complete	scaffold_1473	202273	204064	-	252.3	248
1194691at2759	Complete	scaffold_6185	2811	20998	+	282.8	288
1194797at2759	Complete	scaffold_1215	174926	177213	+	378.5	483
1197019at2759	Complete	scaffold_13627	16129	17141	-	145.4	163
1200489at2759	Complete	scaffold_4233	100335	101758	-	120.5	105
1217666at2759	Missing
1220881at2759	Complete	scaffold_11788	25832	27447	-	111.5	143
1222562at2759	Complete	scaffold_698	162269	163785	+	145.0	115
1223488at2759	Missing
1228942at2759	Complete	scaffold_6683	22531	23572	-	204.5	163
1233814at2759	Complete	scaffold_3383	88469	99948	-	113.0	134
1236198at2759	Complete	scaffold_7491	59993	61783	-	187.3	123
1247641at2759	Complete	scaffold_11885	1785	6688	+	134.6	156
1248958at2759	Complete	scaffold_9754	19511	42463	+	445.6	555
1249159at2759	Complete	scaffold_117	36132	39315	+	73.1	148
1251252at2759	Duplicated	scaffold_415	182677	184837	-	66.8	80
1251252at2759	Duplicated	scaffold_13504	4677	8625	-	66.2	80
1257440at2759	Complete	scaffold_9354	7772	8774	+	173.0	145
1258856at2759	Complete	scaffold_3038	10590	25537	-	379.1	531
1259741at2759	Complete	scaffold_6578	42119	45855	-	354.6	211
1260807at2759	Missing
1264469at2759	Complete	scaffold_320	2843	4569	+	155.0	152
1266231at2759	Complete	scaffold_4127	28541	29511	-	277.0	187
1269244at2759	Complete	scaffold_4012	60029	76089	-	53.8	97
1269649at2759	Duplicated	scaffold_4795	88598	93357	+	265.1	165
1269649at2759	Duplicated	scaffold_18014	3874	4979	+	268.7	166
1275837at2759	Missing
1284731at2759	Complete	scaffold_12526	1451	2440	-	94.1	139
1287094at2759	Complete	scaffold_13887	732	3090	+	38.3	122
1287401at2759	Complete	scaffold_3893	12697	14180	-	233.1	162
1291729at2759	Missing
1304061at2759	Complete	scaffold_8915	14185	18788	-	150.8	129
1309031at2759	Complete	scaffold_2300	127059	129530	+	178.5	298
1312453at2759	Complete	scaffold_7969	56617	62255	-	562.0	610
1314980at2759	Complete	scaffold_1105	148845	151990	-	328.8	445
1322299at2759	Missing
1322642at2759	Fragmented	scaffold_1082	198596	220137	+	81.1	118
1323575at2759	Missing
1324510at2759	Complete	scaffold_5120	3674	5690	+	251.5	321
1338131at2759	Complete	scaffold_2148	38865	39617	+	257.1	139
1339553at2759	Complete	scaffold_3150	55445	57719	-	99.7	174
1342242at2759	Complete	scaffold_13772	16101	17809	-	113.7	126
1346165at2759	Fragmented	scaffold_2378	26870	29020	-	136.5	185
1346432at2759	Fragmented	scaffold_17153	2603	9328	+	111.2	77
1348942at2759	Missing
1355894at2759	Complete	scaffold_4040	68903	72004	-	204.6	139
1358374at2759	Complete	scaffold_623	70831	76723	-	197.0	200
1364586at2759	Missing
1370285at2759	Complete	scaffold_600	98775	101980	+	108.2	368
1370304at2759	Complete	scaffold_1609	92194	94370	-	81.2	325
1377237at2759	Complete	scaffold_10282	14054	15260	+	120.8	124
1379600at2759	Missing
1380409at2759	Duplicated	scaffold_16072	3543	4599	-	198.1	136
1380409at2759	Duplicated	scaffold_4636	134	2631	+	171.5	125
1382842at2759	Missing
1395649at2759	Missing
1398309at2759	Complete	scaffold_9872	3322	9142	+	87.9	89
1404162at2759	Complete	scaffold_2574	34530	37648	+	137.4	185
1405073at2759	Missing
1405146at2759	Complete	scaffold_10777	23588	38369	-	71.6	96
1407446at2759	Complete	scaffold_3165	93483	94118	+	46.9	83
1421503at2759	Complete	scaffold_252	183924	199589	+	112.2	107
1423847at2759	Complete	scaffold_2682	141190	143792	-	278.9	268
1426075at2759	Complete	scaffold_5397	24503	30745	+	75.7	97
1428265at2759	Missing
1428854at2759	Complete	scaffold_1732	83411	86075	-	418.1	420
1430056at2759	Missing
1432328at2759	Complete	scaffold_9911	38311	39457	+	261.0	181
1434266at2759	Missing
1440961at2759	Missing
1441854at2759	Complete	scaffold_9002	14364	15627	+	181.3	158
1442062at2759	Missing
1445102at2759	Complete	scaffold_2313	52712	54001	-	285.1	191
1450538at2759	Complete	scaffold_5445	84891	86385	+	116.9	153
1454155at2759	Complete	scaffold_7420	63916	68581	+	58.1	130
1455730at2759	Missing
1459797at2759	Complete	scaffold_5446	68676	71204	+	59.8	96
1474000at2759	Complete	scaffold_8312	25974	34402	+	79.9	123
1479417at2759	Complete	scaffold_6803	10867	13836	+	273.5	176
1488235at2759	Complete	scaffold_1796	74800	75399	-	165.9	138
1488436at2759	Duplicated	scaffold_8733	52420	53386	+	95.2	62
1488436at2759	Duplicated	scaffold_1958	1679	2115	+	105.2	62
1490022at2759	Missing
1504863at2759	Complete	scaffold_512	253589	254973	-	145.2	114
1513531at2759	Complete	scaffold_3574	32327	35812	-	241.1	167
1525971at2759	Complete	scaffold_443	200011	200628	+	101.2	79
1526152at2759	Missing
1530008at2759	Complete	scaffold_3696	94021	95060	+	130.1	86
1538526at2759	Duplicated	scaffold_318	61170	61628	+	77.6	91
1538526at2759	Duplicated	scaffold_712	252412	252948	+	81.1	95
1545004at2759	Complete	scaffold_13881	4498	5973	-	98.4	71
1552706at2759	Complete	scaffold_9173	35810	42458	-	65.0	90
1558822at2759	Fragmented	scaffold_3595	101476	113452	-	79.7	51
1563319at2759	Missing
1567796at2759	Complete	scaffold_16021	1938	3217	-	137.7	132
1575179at2759	Missing
1576404at2759	Complete	scaffold_4771	336	1197	+	134.7	170
1588798at2759	Complete	scaffold_7520	64242	65233	-	101.4	133
1593937at2759	Missing
1617752at2759	Missing
1620056at2759	Missing
1623701at2759	Complete	scaffold_9358	41795	43560	-	109.5	93
1626636at2759	Complete	scaffold_4616	17740	20953	-	90.1	113
1633672at2759	Complete	scaffold_6703	20973	21739	+	139.6	82
1645187at2759	Complete	scaffold_2659	76506	77128	+	47.3	40
