Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
EDC06|EDC06_007434-T1	GT15(1-142)	GT15	N	N	2
EDC06|EDC06_007449-T1	GT3(17-488)	GT3	GT3	N	3
EDC06|EDC06_007500-T1	GH18(1-172)	N	N	N	1
EDC06|EDC06_007621-T1	GH16_2(113-270)	N	N	N	1
EDC06|EDC06_007623-T1	GT2_Glycos_transf_2(6-176)	GT2	GT2	N	3
EDC06|EDC06_007645-T1	GH17(57-319)	N	N	Y(1-20)	1
EDC06|EDC06_007757-T1	GH18(19-255)	N	N	Y(1-16)	1
EDC06|EDC06_007909-T1	GT2_Chitin_synth_2(52-352)	N	N	N	1
EDC06|EDC06_007916-T1	GT1(48-228)	N	N	N	1
EDC06|EDC06_008020-T1	AA11(20-109)	N	N	Y(1-22)	1
EDC06|EDC06_008042-T1	GT59(52-299)	GT59	N	N	2
EDC06|EDC06_008229-T1	AA1_2(27-160)	N	N	N	1
EDC06|EDC06_008462-T1	GH38(1-206)	GH38	GH38	N	3
EDC06|EDC06_008513-T1	GH18(22-405)	N	GH18	Y(1-20)	2
EDC06|EDC06_008826-T1	GT22(6-192)	N	N	N	1
EDC06|EDC06_009081-T1	AA11(58-130)	N	N	N	1
EDC06|EDC06_009108-T1	GH18(18-304)	GH18+CBM2	N	N	2
EDC06|EDC06_009124-T1	GH13_8(1-196)	GH13+CBM48	CBM48+GH13_8	N	3
EDC06|EDC06_009278-T1	GH47(2-216)	N	N	N	1
EDC06|EDC06_009350-T1	GT1(86-279)	N	N	N	1
EDC06|EDC06_009434-T1	GH20(157-312)	N	N	Y(1-29)	1
EDC06|EDC06_009438-T1	AA11(6-114)	N	N	N	1
EDC06|EDC06_009469-T1	GH5_9(1-305)	GH5	GH5_9	N	3
EDC06|EDC06_009496-T1	GH16_19(87-231)	N	N	N	1
EDC06|EDC06_009544-T1	GT48(1-373)	GT48	GT48	N	3
EDC06|EDC06_009597-T1	GT2_Chitin_synth_2(1-191)	GT2	N	N	2
EDC06|EDC06_009616-T1	GH31(203-387)	GH31+CBM32+CBM51	CBM51+GH31	N	3
EDC06|EDC06_009691-T1	AA3_2(38-335)	AA3	N	N	2
EDC06|EDC06_009705-T1	GH37(9-326)	GH37	GH37	N	3
EDC06|EDC06_009808-T1	GH5_12(1-376)	N	N	N	1
EDC06|EDC06_009859-T1	CBM21(120-174)	N	N	N	1
EDC06|EDC06_009999-T1	GT15(94-198)	N	N	N	1
EDC06|EDC06_010031-T1	GH18(28-188)	N	N	Y(1-22)	1
EDC06|EDC06_010067-T1	GT35(43-324)	N	GT35+2.4.1.1	N	2
EDC06|EDC06_010139-T1	GT39(1-230)	N	N	N	1
EDC06|EDC06_010268-T1	GH13_5(3-185)	N	N	N	1
EDC06|EDC06_000791-T1	N	GH31+CBM32+CBM51	CBM51+GH31	N	2
EDC06|EDC06_002627-T1	N	GH37	N	N	1
EDC06|EDC06_001196-T1	N	GH5	N	N	1
EDC06|EDC06_004403-T1	N	GH5	N	N	1
EDC06|EDC06_006992-T1	N	AA3	N	N	1
EDC06|EDC06_004938-T1	N	GT2	GT2	N	2
EDC06|EDC06_004568-T1	N	GT24	N	N	1
EDC06|EDC06_004211-T1	N	GT33	N	N	1
EDC06|EDC06_007174-T1	N	GT57	N	N	1
EDC06|EDC06_005980-T1	N	GT66	N	N	1
EDC06|EDC06_000726-T1	N	CBM5+CBM73	N	N	1
EDC06|EDC06_004083-T1	N	CBM5+CBM73	N	N	1
EDC06|EDC06_001910-T1	N	CBM5	N	N	1
EDC06|EDC06_003261-T1	N	CBM5	N	N	1
EDC06|EDC06_000387-T1	N	CBM57	N	Y(1-58)	1
EDC06|EDC06_007454-T1	N	CBM57	N	N	1
EDC06|EDC06_007611-T1	N	CBM57	N	N	1
EDC06|EDC06_006178-T1	N	CBM57	N	N	1
EDC06|EDC06_000279-T1	N	N	GH6	N	1
EDC06|EDC06_000459-T1	N	N	GH18	N	1
EDC06|EDC06_000836-T1	N	N	GT2	N	1
EDC06|EDC06_000859-T1	N	N	GH28	N	1
EDC06|EDC06_000865-T1	N	N	GT2	N	1
EDC06|EDC06_001011-T1	N	N	GT4	N	1
EDC06|EDC06_001313-T1	N	N	GH72	N	1
EDC06|EDC06_002280-T1	N	N	CBM50	N	1
EDC06|EDC06_002316-T1	N	N	GH47	N	1
EDC06|EDC06_002337-T1	N	N	CBM50	N	1
EDC06|EDC06_002372-T1	N	N	GT47	N	1
EDC06|EDC06_002686-T1	N	N	AA1	N	1
EDC06|EDC06_002837-T1	N	N	AA4	N	1
EDC06|EDC06_003103-T1	N	N	GT7	N	1
EDC06|EDC06_003442-T1	N	N	GT22	N	1
EDC06|EDC06_003568-T1	N	N	CBM20	N	1
EDC06|EDC06_004118-T1	N	N	GT0	N	1
EDC06|EDC06_004195-T1	N	N	GH72	N	1
EDC06|EDC06_004949-T1	N	N	GT0	N	1
EDC06|EDC06_005587-T1	N	N	CE8	N	1
EDC06|EDC06_005628-T1	N	N	GT48	N	1
EDC06|EDC06_005805-T1	N	N	GT2	N	1
EDC06|EDC06_006008-T1	N	N	CBM50	N	1
EDC06|EDC06_006043-T1	N	N	GT48	N	1
EDC06|EDC06_006173-T1	N	N	AA1	N	1
EDC06|EDC06_006372-T1	N	N	GH72	N	1
EDC06|EDC06_006727-T1	N	N	GH47	N	1
EDC06|EDC06_006995-T1	N	N	GT2	N	1
EDC06|EDC06_007007-T1	N	N	GH18	N	1
EDC06|EDC06_007317-T1	N	N	GT7	N	1
EDC06|EDC06_007720-T1	N	N	GH37	N	1
EDC06|EDC06_007954-T1	N	N	GH51	N	1
EDC06|EDC06_008761-T1	N	N	GH43_30	N	1
EDC06|EDC06_009236-T1	N	N	GH55	N	1
EDC06|EDC06_009287-T1	N	N	GH71	N	1
EDC06|EDC06_009419-T1	N	N	GH125	N	1
