# BUSCO version is: 5.2.2 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Score	Length
708105at2759	Missing
719531at2759	Complete	Entmai1|Entmai1_607769	397.0	288
720340at2759	Complete	Entmai1|Entmai1_595643	92.8	190
721605at2759	Complete	Entmai1|Entmai1_534118	266.3	275
722805at2759	Complete	Entmai1|Entmai1_741170	273.9	306
734341at2759	Complete	Entmai1|Entmai1_528915	118.7	169
734666at2759	Complete	Entmai1|Entmai1_611602	496.8	423
736068at2759	Complete	Entmai1|Entmai1_554445	252.3	323
751335at2759	Complete	Entmai1|Entmai1_689952	235.6	251
759498at2759	Complete	Entmai1|Entmai1_592531	545.2	421
761109at2759	Missing
768809at2759	Complete	Entmai1|Entmai1_611316	280.1	263
774318at2759	Complete	Entmai1|Entmai1_697441	298.5	293
777920at2759	Complete	Entmai1|Entmai1_726323	383.0	336
779909at2759	Complete	Entmai1|Entmai1_739273	270.6	226
801857at2759	Complete	Entmai1|Entmai1_741323	228.2	204
814241at2759	Complete	Entmai1|Entmai1_598133	274.3	322
817008at2759	Complete	Entmai1|Entmai1_698204	475.6	296
834694at2759	Complete	Entmai1|Entmai1_739297	410.3	335
836599at2759	Complete	Entmai1|Entmai1_534163	395.3	336
844748at2759	Complete	Entmai1|Entmai1_736895	280.4	363
855834at2759	Complete	Entmai1|Entmai1_742662	172.7	305
858842at2759	Complete	Entmai1|Entmai1_588788	253.0	275
865202at2759	Complete	Entmai1|Entmai1_526540	195.4	220
866359at2759	Complete	Entmai1|Entmai1_603671	343.1	257
869548at2759	Complete	Entmai1|Entmai1_505601	216.0	199
878143at2759	Complete	Entmai1|Entmai1_802809	370.1	338
887370at2759	Complete	Entmai1|Entmai1_634952	267.8	312
891751at2759	Complete	Entmai1|Entmai1_716288	251.9	248
898782at2759	Complete	Entmai1|Entmai1_548653	273.5	274
901894at2759	Complete	Entmai1|Entmai1_757622	269.8	332
905026at2759	Missing
911863at2759	Complete	Entmai1|Entmai1_681974	198.7	193
917326at2759	Complete	Entmai1|Entmai1_525575	404.5	435
918816at2759	Complete	Entmai1|Entmai1_575077	92.9	153
919955at2759	Complete	Entmai1|Entmai1_612279	232.4	264
923657at2759	Complete	Entmai1|Entmai1_508078	126.2	168
924753at2759	Complete	Entmai1|Entmai1_639909	210.4	219
931188at2759	Complete	Entmai1|Entmai1_739119	454.2	345
937275at2759	Complete	Entmai1|Entmai1_578468	68.3	90
937686at2759	Complete	Entmai1|Entmai1_626703	425.3	340
939345at2759	Complete	Entmai1|Entmai1_617321	97.3	117
944899at2759	Complete	Entmai1|Entmai1_601039	354.0	225
946128at2759	Complete	Entmai1|Entmai1_718896	270.2	451
956854at2759	Complete	Entmai1|Entmai1_560410	156.6	177
973442at2759	Complete	Entmai1|Entmai1_691934	130.6	198
974865at2759	Complete	Entmai1|Entmai1_731440	244.9	226
975158at2759	Complete	Entmai1|Entmai1_587635	159.9	267
975557at2759	Complete	Entmai1|Entmai1_642665	504.3	516
976469at2759	Complete	Entmai1|Entmai1_713241	148.3	234
981902at2759	Complete	Entmai1|Entmai1_621102	122.6	219
996662at2759	Complete	Entmai1|Entmai1_627848	215.8	174
1001705at2759	Complete	Entmai1|Entmai1_745360	76.8	496
1003258at2759	Complete	Entmai1|Entmai1_724800	279.0	287
1010730at2759	Complete	Entmai1|Entmai1_565381	423.9	264
1014314at2759	Complete	Entmai1|Entmai1_521089	192.1	210
1018517at2759	Complete	Entmai1|Entmai1_706251	304.1	208
1019762at2759	Complete	Entmai1|Entmai1_532861	135.3	287
1025450at2759	Complete	Entmai1|Entmai1_732019	276.5	325
1030907at2759	Complete	Entmai1|Entmai1_753088	223.3	278
1032689at2759	Complete	Entmai1|Entmai1_507192	187.6	154
1038775at2759	Complete	Entmai1|Entmai1_526024	156.3	203
1041560at2759	Complete	Entmai1|Entmai1_686452	174.1	352
1049599at2759	Complete	Entmai1|Entmai1_548485	295.0	321
1051021at2759	Complete	Entmai1|Entmai1_727093	310.4	282
1053181at2759	Fragmented	Entmai1|Entmai1_529261	14.1	79
1057950at2759	Complete	Entmai1|Entmai1_646292	239.7	233
1065019at2759	Complete	Entmai1|Entmai1_641528	319.5	260
1076134at2759	Complete	Entmai1|Entmai1_595801	206.0	185
1079130at2759	Complete	Entmai1|Entmai1_724190	308.2	245
1079827at2759	Complete	Entmai1|Entmai1_606532	373.2	223
1085752at2759	Complete	Entmai1|Entmai1_623049	158.9	275
1087488at2759	Complete	Entmai1|Entmai1_603500	206.2	328
1090038at2759	Complete	Entmai1|Entmai1_681736	136.6	115
1094121at2759	Missing
1096688at2759	Complete	Entmai1|Entmai1_529565	341.1	216
1106766at2759	Complete	Entmai1|Entmai1_742899	136.4	179
1107630at2759	Complete	Entmai1|Entmai1_634623	254.4	208
1108845at2759	Complete	Entmai1|Entmai1_100842	409.8	326
1111142at2759	Complete	Entmai1|Entmai1_89419	217.9	273
1112002at2759	Complete	Entmai1|Entmai1_718672	460.4	564
1115196at2759	Complete	Entmai1|Entmai1_603322	356.8	278
1128607at2759	Complete	Entmai1|Entmai1_572962	352.2	255
1129824at2759	Complete	Entmai1|Entmai1_721524	95.8	128
1138059at2759	Complete	Entmai1|Entmai1_503489	295.6	211
1157302at2759	Complete	Entmai1|Entmai1_612762	380.6	203
1161199at2759	Duplicated	Entmai1|Entmai1_535983	91.2	123
1161199at2759	Duplicated	Entmai1|Entmai1_630944	89.5	117
1173229at2759	Complete	Entmai1|Entmai1_665641	132.6	192
1178688at2759	Complete	Entmai1|Entmai1_552572	99.7	157
1182451at2759	Complete	Entmai1|Entmai1_524502	124.3	148
1193442at2759	Complete	Entmai1|Entmai1_666349	323.6	292
1194691at2759	Complete	Entmai1|Entmai1_531875	351.3	276
1194797at2759	Complete	Entmai1|Entmai1_709948	379.2	413
1197019at2759	Complete	Entmai1|Entmai1_528036	146.3	161
1200489at2759	Complete	Entmai1|Entmai1_633276	118.6	102
1217666at2759	Duplicated	Entmai1|Entmai1_637437	236.6	172
1217666at2759	Duplicated	Entmai1|Entmai1_637423	236.0	172
1220881at2759	Complete	Entmai1|Entmai1_663060	107.2	149
1222562at2759	Complete	Entmai1|Entmai1_743877	147.7	115
1223488at2759	Complete	Entmai1|Entmai1_550550	75.7	126
1228942at2759	Complete	Entmai1|Entmai1_695454	200.9	163
1233814at2759	Complete	Entmai1|Entmai1_748890	189.5	153
1236198at2759	Complete	Entmai1|Entmai1_561486	182.4	123
1247641at2759	Duplicated	Entmai1|Entmai1_650812	129.5	182
1247641at2759	Duplicated	Entmai1|Entmai1_650998	127.7	181
1248958at2759	Complete	Entmai1|Entmai1_624629	452.7	616
1249159at2759	Complete	Entmai1|Entmai1_702122	67.8	142
1251252at2759	Complete	Entmai1|Entmai1_560823	68.0	80
1257440at2759	Complete	Entmai1|Entmai1_587645	172.9	145
1258856at2759	Complete	Entmai1|Entmai1_201363	443.9	434
1259741at2759	Complete	Entmai1|Entmai1_712656	350.4	228
1260807at2759	Complete	Entmai1|Entmai1_46912	268.5	220
1264469at2759	Complete	Entmai1|Entmai1_759453	147.6	152
1266231at2759	Complete	Entmai1|Entmai1_714728	275.4	187
1269244at2759	Complete	Entmai1|Entmai1_704236	67.1	119
1269649at2759	Complete	Entmai1|Entmai1_681098	274.8	166
1275837at2759	Complete	Entmai1|Entmai1_582024	358.3	243
1284731at2759	Complete	Entmai1|Entmai1_699600	94.2	137
1287094at2759	Complete	Entmai1|Entmai1_709981	64.9	129
1287401at2759	Complete	Entmai1|Entmai1_741589	227.2	159
1291729at2759	Complete	Entmai1|Entmai1_639501	47.0	104
1304061at2759	Complete	Entmai1|Entmai1_628012	150.4	129
1309031at2759	Missing
1312453at2759	Complete	Entmai1|Entmai1_655289	578.4	601
1314980at2759	Complete	Entmai1|Entmai1_677726	368.7	474
1322299at2759	Complete	Entmai1|Entmai1_737055	330.4	314
1322642at2759	Complete	Entmai1|Entmai1_693903	173.2	154
1323575at2759	Complete	Entmai1|Entmai1_711587	148.5	113
1324510at2759	Complete	Entmai1|Entmai1_688463	268.1	275
1338131at2759	Complete	Entmai1|Entmai1_709875	258.5	140
1339553at2759	Complete	Entmai1|Entmai1_550791	189.2	262
1342242at2759	Fragmented	Entmai1|Entmai1_509093	95.1	97
1346165at2759	Complete	Entmai1|Entmai1_696115	301.7	288
1346432at2759	Complete	Entmai1|Entmai1_580272	115.3	164
1348942at2759	Complete	Entmai1|Entmai1_580647	104.7	194
1355894at2759	Complete	Entmai1|Entmai1_582040	200.3	141
1358374at2759	Complete	Entmai1|Entmai1_744405	257.5	226
1364586at2759	Complete	Entmai1|Entmai1_716384	82.6	131
1370285at2759	Complete	Entmai1|Entmai1_576818	145.8	375
1370304at2759	Complete	Entmai1|Entmai1_260311	83.6	324
1377237at2759	Complete	Entmai1|Entmai1_662044	128.1	131
1379600at2759	Complete	Entmai1|Entmai1_672461	171.7	443
1380409at2759	Complete	Entmai1|Entmai1_612098	192.6	136
1382842at2759	Complete	Entmai1|Entmai1_720166	106.2	119
1395649at2759	Fragmented	Entmai1|Entmai1_646060	28.8	79
1398309at2759	Complete	Entmai1|Entmai1_72339	94.0	105
1404162at2759	Complete	Entmai1|Entmai1_1069410	124.7	185
1405073at2759	Complete	Entmai1|Entmai1_647181	229.5	158
1405146at2759	Complete	Entmai1|Entmai1_697696	112.2	128
1407446at2759	Complete	Entmai1|Entmai1_713080	47.1	86
1421503at2759	Complete	Entmai1|Entmai1_113497	186.6	110
1423847at2759	Complete	Entmai1|Entmai1_716850	270.7	258
1426075at2759	Complete	Entmai1|Entmai1_705627	88.2	90
1428265at2759	Complete	Entmai1|Entmai1_717541	130.5	145
1428854at2759	Complete	Entmai1|Entmai1_525973	421.7	423
1430056at2759	Complete	Entmai1|Entmai1_713158	102.1	113
1432328at2759	Complete	Entmai1|Entmai1_727777	245.5	177
1434266at2759	Missing
1440961at2759	Missing
1441854at2759	Complete	Entmai1|Entmai1_580636	236.5	224
1442062at2759	Complete	Entmai1|Entmai1_739105	150.1	203
1445102at2759	Complete	Entmai1|Entmai1_596514	284.1	191
1450538at2759	Complete	Entmai1|Entmai1_671584	114.3	155
1454155at2759	Complete	Entmai1|Entmai1_687810	55.9	89
1455730at2759	Complete	Entmai1|Entmai1_722481	297.1	308
1459797at2759	Complete	Entmai1|Entmai1_535033	60.3	96
1474000at2759	Complete	Entmai1|Entmai1_736533	74.2	99
1479417at2759	Complete	Entmai1|Entmai1_519289	274.3	176
1488235at2759	Complete	Entmai1|Entmai1_591300	164.8	138
1488436at2759	Duplicated	Entmai1|Entmai1_1075139	100.2	62
1488436at2759	Duplicated	Entmai1|Entmai1_737953	99.6	62
1490022at2759	Complete	Entmai1|Entmai1_574755	202.3	168
1504863at2759	Complete	Entmai1|Entmai1_69604	143.7	113
1513531at2759	Complete	Entmai1|Entmai1_639548	241.8	169
1525971at2759	Complete	Entmai1|Entmai1_663443	103.7	79
1526152at2759	Complete	Entmai1|Entmai1_738657	96.0	84
1530008at2759	Complete	Entmai1|Entmai1_491678	133.7	85
1538526at2759	Complete	Entmai1|Entmai1_1074208	121.8	95
1545004at2759	Complete	Entmai1|Entmai1_620459	96.0	69
1552706at2759	Complete	Entmai1|Entmai1_663425	67.3	90
1558822at2759	Complete	Entmai1|Entmai1_604442	118.3	66
1563319at2759	Complete	Entmai1|Entmai1_709738	89.5	128
1567796at2759	Complete	Entmai1|Entmai1_659452	143.8	132
1575179at2759	Complete	Entmai1|Entmai1_631062	35.8	48
1576404at2759	Complete	Entmai1|Entmai1_724765	139.7	207
1588798at2759	Complete	Entmai1|Entmai1_605481	106.2	181
1593937at2759	Complete	Entmai1|Entmai1_648156	50.7	112
1617752at2759	Complete	Entmai1|Entmai1_738579	112.2	94
1620056at2759	Complete	Entmai1|Entmai1_624340	41.9	78
1623701at2759	Complete	Entmai1|Entmai1_498621	106.7	89
1626636at2759	Complete	Entmai1|Entmai1_640092	94.6	134
1633672at2759	Complete	Entmai1|Entmai1_490532	144.9	83
1645187at2759	Complete	Entmai1|Entmai1_35247	47.4	47
