# BUSCO version is: 5.4.4 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
671536at2759	Complete	scaffold_243	456564	458623	+	446.1	365
671846at2759	Complete	scaffold_412	256341	266434	+	139.7	294
673132at2759	Complete	scaffold_585	46452	48008	-	304.9	276
674160at2759	Complete	scaffold_493	156888	166277	+	573.4	994
674169at2759	Missing
679187at2759	Complete	scaffold_18	1684880	1689026	-	331.3	415
679771at2759	Complete	scaffold_636	144732	146254	+	67.9	227
687505at2759	Complete	scaffold_243	348806	350533	+	158.3	237
692986at2759	Missing
708105at2759	Missing
719531at2759	Complete	scaffold_2	2337090	2339024	+	402.1	286
720340at2759	Complete	scaffold_112	839608	840811	+	84.7	232
721605at2759	Complete	scaffold_55	1098872	1100421	+	276.8	255
722805at2759	Complete	scaffold_500	252016	265601	-	320.9	376
734341at2759	Fragmented	scaffold_19	324440	325460	-	41.6	69
734666at2759	Complete	scaffold_317	385850	388395	+	486.7	393
736068at2759	Missing
751335at2759	Duplicated	scaffold_1164	93013	100665	-	212.1	307
751335at2759	Duplicated	scaffold_1556	9258	16910	-	212.1	307
759498at2759	Complete	scaffold_782	145467	148567	+	562.6	420
761109at2759	Missing
768809at2759	Complete	scaffold_498	319619	322109	+	277.1	269
774318at2759	Complete	scaffold_87	44058	46165	-	259.9	270
777920at2759	Complete	scaffold_117	595111	597186	+	385.9	335
779909at2759	Complete	scaffold_543	172461	174002	-	265.8	226
801857at2759	Fragmented	scaffold_124	820644	821832	-	105.3	157
814241at2759	Duplicated	scaffold_445	372149	382807	+	239.2	315
814241at2759	Duplicated	scaffold_1810	8957	19615	+	239.2	315
817008at2759	Duplicated	scaffold_412	121151	122877	+	472.9	298
817008at2759	Duplicated	scaffold_616	78706	80420	-	459.8	297
834694at2759	Complete	scaffold_76	790542	793707	+	413.7	307
836599at2759	Complete	scaffold_65	184436	189384	-	388.5	329
844748at2759	Complete	scaffold_188	467002	468709	-	204.8	334
855834at2759	Complete	scaffold_1086	81668	89471	-	133.7	283
858842at2759	Complete	scaffold_81	440513	442085	+	231.9	247
865202at2759	Complete	scaffold_86	589922	591551	+	198.3	202
866359at2759	Complete	scaffold_52	1324171	1325692	-	353.7	259
869548at2759	Complete	scaffold_193	74210	76546	+	194.9	184
878143at2759	Duplicated	scaffold_1779	47189	48620	-	381.5	320
878143at2759	Duplicated	scaffold_22	479536	480967	-	381.5	320
887370at2759	Complete	scaffold_462	173334	176162	-	218.9	273
891751at2759	Complete	scaffold_513	144144	146283	-	246.8	237
898782at2759	Complete	scaffold_543	105266	110424	-	255.3	275
901894at2759	Complete	scaffold_63	534620	541279	-	181.3	326
905026at2759	Missing
911863at2759	Complete	scaffold_162	582714	584323	-	203.5	197
917326at2759	Complete	scaffold_1512	47429	49562	-	381.7	436
918816at2759	Complete	scaffold_655	43807	46253	+	97.2	173
919955at2759	Complete	scaffold_575	249099	250428	-	233.4	264
923657at2759	Complete	scaffold_2551	4566	5698	-	100.7	145
924753at2759	Complete	scaffold_388	84639	86667	+	203.9	220
931188at2759	Complete	scaffold_75	193727	196171	-	471.4	346
937275at2759	Missing
937686at2759	Complete	scaffold_411	381231	382948	+	437.5	338
939345at2759	Complete	scaffold_43	1386431	1388936	-	109.1	115
944899at2759	Complete	scaffold_26	234384	235954	-	354.3	274
946128at2759	Complete	scaffold_7	1291219	1294110	+	230.5	395
956854at2759	Complete	scaffold_45	1317669	1318782	+	160.8	178
973442at2759	Complete	scaffold_408	340272	342028	-	129.1	201
974865at2759	Complete	scaffold_501	290165	291889	-	232.5	227
975158at2759	Complete	scaffold_179	490158	491931	-	167.1	270
975557at2759	Complete	scaffold_297	550444	553403	+	447.4	498
976469at2759	Complete	scaffold_322	186744	188351	-	164.3	236
981902at2759	Complete	scaffold_618	224237	226899	+	107.1	183
996662at2759	Complete	scaffold_55	1293324	1295128	-	213.7	192
1001705at2759	Complete	scaffold_1010	89169	92180	+	79.6	312
1003258at2759	Complete	scaffold_397	103511	105107	+	275.5	286
1010730at2759	Complete	scaffold_300	39866	41420	-	421.6	264
1014314at2759	Missing
1018517at2759	Complete	scaffold_480	312514	313564	+	301.7	198
1019762at2759	Fragmented	scaffold_169	48722	51260	-	105.6	246
1025450at2759	Complete	scaffold_301	517709	520141	-	110.2	262
1030907at2759	Missing
1032689at2759	Complete	scaffold_745	98119	99492	+	186.7	153
1038775at2759	Complete	scaffold_127	94807	96522	-	154.7	202
1041560at2759	Complete	scaffold_185	655836	659154	+	164.5	369
1049599at2759	Complete	scaffold_19	1575025	1576862	-	297.6	400
1051021at2759	Complete	scaffold_367	157499	165058	-	311.6	286
1053181at2759	Missing
1057950at2759	Complete	scaffold_1258	8426	10200	-	247.0	232
1065019at2759	Complete	scaffold_73	986490	987888	+	321.0	267
1076134at2759	Complete	scaffold_20	232541	234235	+	207.7	185
1079130at2759	Complete	scaffold_149	743593	753384	-	231.1	269
1079827at2759	Complete	scaffold_192	404917	405907	+	371.9	223
1085752at2759	Complete	scaffold_472	314803	320233	-	137.9	216
1087488at2759	Complete	scaffold_346	249200	251928	+	196.4	260
1090038at2759	Missing
1094121at2759	Missing
1096688at2759	Duplicated	scaffold_1615	14882	16719	+	347.0	212
1096688at2759	Duplicated	scaffold_1614	42178	44015	-	347.0	212
1106766at2759	Missing
1107630at2759	Complete	scaffold_922	6164	7733	+	255.3	209
1108845at2759	Complete	scaffold_409	44081	46633	-	437.7	325
1111142at2759	Complete	scaffold_323	459240	462085	-	202.6	280
1112002at2759	Complete	scaffold_187	622156	625285	+	461.4	563
1115196at2759	Complete	scaffold_1394	51339	52872	+	347.1	277
1128607at2759	Complete	scaffold_2024	12365	13576	-	350.2	262
1129824at2759	Missing
1138059at2759	Complete	scaffold_179	416188	417264	+	300.9	216
1157302at2759	Complete	scaffold_1254	11357	12448	-	379.1	203
1161199at2759	Duplicated	scaffold_2868	17904	19381	+	77.6	129
1161199at2759	Duplicated	scaffold_403	5078	6555	+	77.6	129
1173229at2759	Complete	scaffold_1108	20192	21649	-	136.8	206
1178688at2759	Complete	scaffold_174	556894	557761	+	101.0	127
1182451at2759	Complete	scaffold_493	181004	182776	-	126.9	140
1193442at2759	Complete	scaffold_1396	60258	62077	-	330.6	284
1194691at2759	Complete	scaffold_294	475112	476593	-	358.4	279
1194797at2759	Complete	scaffold_2375	7007	9314	+	372.1	423
1197019at2759	Complete	scaffold_190	708507	710243	-	108.6	157
1200489at2759	Complete	scaffold_3	2143444	2144551	-	114.8	102
1217666at2759	Complete	scaffold_1	55781	56783	+	240.3	177
1220881at2759	Complete	scaffold_4774	3863	6178	+	105.1	160
1222562at2759	Complete	scaffold_9	2811185	2812524	+	146.1	115
1223488at2759	Complete	scaffold_20	677114	677870	+	78.6	135
1228942at2759	Complete	scaffold_467	55976	57199	-	200.9	163
1233814at2759	Complete	scaffold_5546	39	3902	+	175.0	152
1236198at2759	Duplicated	scaffold_1107	17433	17916	-	193.0	123
1236198at2759	Duplicated	scaffold_1708	15406	15889	+	193.0	123
1247641at2759	Complete	scaffold_4230	5176	7544	-	142.0	152
1248958at2759	Complete	scaffold_500	232327	236342	-	422.8	610
1249159at2759	Missing
1251252at2759	Missing
1257440at2759	Complete	scaffold_25	95854	96962	+	169.5	146
1258856at2759	Complete	scaffold_45	1249697	1264217	+	418.1	614
1259741at2759	Complete	scaffold_176	487113	491949	+	350.2	232
1260807at2759	Complete	scaffold_25	1356647	1358008	+	264.2	248
1264469at2759	Complete	scaffold_360	255986	256967	+	166.1	152
1266231at2759	Complete	scaffold_1521	47156	48333	+	277.1	187
1269244at2759	Missing
1269649at2759	Complete	scaffold_10	2117680	2118960	-	274.5	166
1275837at2759	Complete	scaffold_377	182922	184004	+	353.6	243
1284731at2759	Complete	scaffold_876	144402	145773	+	99.1	137
1287094at2759	Missing
1287401at2759	Complete	scaffold_1256	32343	35574	+	219.5	158
1291729at2759	Missing
1304061at2759	Missing
1309031at2759	Complete	scaffold_113	206136	208732	-	182.5	301
1312453at2759	Complete	scaffold_77	145138	151090	-	469.7	568
1314980at2759	Complete	scaffold_565	130647	133698	-	330.8	441
1322299at2759	Complete	scaffold_131	176355	178623	-	335.4	325
1322642at2759	Complete	scaffold_723	123653	125396	+	175.2	189
1323575at2759	Complete	scaffold_1178	11838	13811	-	149.9	113
1324510at2759	Complete	scaffold_420	254450	269203	+	276.8	299
1338131at2759	Complete	scaffold_340	137158	138673	+	256.1	140
1339553at2759	Complete	scaffold_16	1376251	1389994	-	144.1	262
1342242at2759	Complete	scaffold_120	778180	782015	+	132.9	138
1346165at2759	Duplicated	scaffold_1902	1392	3740	+	309.2	243
1346165at2759	Duplicated	scaffold_1749	816	3301	-	308.9	243
1346432at2759	Complete	scaffold_667	15174	16196	-	117.4	188
1348942at2759	Missing
1355894at2759	Duplicated	scaffold_453	373313	375028	+	200.4	141
1355894at2759	Duplicated	scaffold_190	10727	12442	+	200.4	141
1358374at2759	Complete	scaffold_412	143885	145139	+	248.7	222
1364586at2759	Missing
1370285at2759	Complete	scaffold_263	211002	214030	+	140.3	348
1370304at2759	Complete	scaffold_361	346397	348853	+	153.9	295
1377237at2759	Complete	scaffold_2434	1341	3515	+	130.2	141
1379600at2759	Complete	scaffold_188	538061	542222	-	170.0	434
1380409at2759	Complete	scaffold_238	495417	496383	-	197.3	160
1382842at2759	Complete	scaffold_686	168308	169862	+	105.1	120
1395649at2759	Missing
1398309at2759	Complete	scaffold_560	203218	205808	-	96.8	119
1404162at2759	Complete	scaffold_460	184894	188005	-	129.2	183
1405073at2759	Complete	scaffold_454	144730	145888	+	230.2	158
1405146at2759	Missing
1407446at2759	Missing
1421503at2759	Complete	scaffold_50	119271	120354	+	190.7	110
1423847at2759	Duplicated	scaffold_2270	26898	28663	+	284.5	272
1423847at2759	Duplicated	scaffold_2908	1138	2903	+	284.5	272
1426075at2759	Complete	scaffold_573	267449	268900	+	83.9	90
1428265at2759	Missing
1428854at2759	Complete	scaffold_204	103007	107128	+	424.1	475
1430056at2759	Missing
1432328at2759	Complete	scaffold_333	61834	63667	+	256.0	178
1434266at2759	Missing
1440961at2759	Missing
1441854at2759	Complete	scaffold_516	319051	321262	-	232.9	212
1442062at2759	Fragmented	scaffold_19	1702260	1703760	+	80.8	106
1445102at2759	Complete	scaffold_454	32036	34618	-	285.9	191
1450538at2759	Fragmented	scaffold_504	30422	36018	+	106.1	117
1454155at2759	Missing
1455730at2759	Missing
1459797at2759	Complete	scaffold_102	826380	827472	+	62.4	96
1474000at2759	Complete	scaffold_168	452882	457888	-	79.8	103
1479417at2759	Complete	scaffold_78	1164960	1166200	-	274.1	176
1488235at2759	Duplicated	scaffold_2018	7439	9865	-	153.5	131
1488235at2759	Duplicated	scaffold_1318	2780	5207	+	153.5	131
1488436at2759	Duplicated	scaffold_115	195254	196212	+	105.0	62
1488436at2759	Duplicated	scaffold_2537	22646	23572	-	101.9	62
1490022at2759	Complete	scaffold_732	52657	53633	-	201.3	170
1504863at2759	Complete	scaffold_984	85510	86117	+	145.3	106
1513531at2759	Complete	scaffold_439	324868	328396	-	243.3	195
1525971at2759	Complete	scaffold_68	1186658	1187226	-	106.0	79
1526152at2759	Complete	scaffold_992	97882	98453	-	95.8	84
1530008at2759	Complete	scaffold_510	320821	321748	-	130.6	85
1538526at2759	Complete	scaffold_47	1132772	1133376	+	111.4	101
1545004at2759	Complete	scaffold_196	303325	303935	-	87.0	64
1552706at2759	Missing
1558822at2759	Complete	scaffold_243	513511	514036	+	115.6	66
1563319at2759	Missing
1567796at2759	Complete	scaffold_396	86665	87812	+	141.9	132
1575179at2759	Missing
1576404at2759	Complete	scaffold_321	298577	299548	+	129.7	162
1588798at2759	Complete	scaffold_1400	42640	43714	+	101.4	116
1593937at2759	Missing
1617752at2759	Complete	scaffold_101	1043574	1044225	+	111.2	94
1620056at2759	Complete	scaffold_162	576402	577003	+	35.3	73
1623701at2759	Missing
1626636at2759	Complete	scaffold_147	718667	720225	+	86.6	134
1633672at2759	Complete	scaffold_183	517319	518019	-	140.6	83
1645187at2759	Complete	scaffold_600	176755	177198	-	44.7	40
