Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
EC987|EC987_004442-T1	SMR50199.1|AA3|	38.6	653	318	22	17	621	20	637	1.34e-124	386
EC987|EC987_004459-T1	CDS09314.1|GT39|	49.2	710	354	1	15	724	86	788	2.42e-248	715
EC987|EC987_004635-T1	CDS12794.1|GT39|	46.0	681	358	6	95	768	74	751	2.18e-219	639
EC987|EC987_004670-T1	AWP12516.1|GT29|	32.7	649	385	12	56	695	473	1078	7.78e-103	350
EC987|EC987_004717-T1	CED83340.1|GT31|	34.7	1035	505	24	492	1435	964	1918	3.58e-155	523
EC987|EC987_004740-T1	CDS13578.1|GH5_12|	38.4	730	381	18	376	1071	8	702	1.44e-148	468
EC987|EC987_005336-T1	AWO98658.1|GH37|	71.5	400	113	1	20	418	71	470	7.94e-198	585
EC987|EC987_005434-T1	ABE82127.1|GH20|	38.7	558	301	12	20	549	20	564	1.72e-125	384
EC987|EC987_005515-T1	QKX55195.1|GT2|	50.4	1101	435	23	66	1132	412	1435	0.0	994
EC987|EC987_005555-T1	VDD19117.1|GT95|	82.7	283	48	1	1	283	87	368	1.41e-160	467
EC987|EC987_005686-T1	AYG73682.1|CBM50|	36.7	564	323	10	2	556	8	546	3.42e-113	360
EC987|EC987_005687-T1	ASS55757.1|CBM50|	37.2	481	283	6	24	498	24	491	1.70e-106	337
EC987|EC987_005707-T1	CDS03881.1|GT2|	73.0	237	64	0	2	238	23	259	4.58e-128	367
EC987|EC987_005994-T1	CAA19580.1|GT15|	43.9	392	182	8	8	381	5	376	9.52e-106	321
EC987|EC987_005996-T1	CAA19580.1|GT15|	51.0	310	145	4	65	370	70	376	3.14e-115	345
EC987|EC987_006001-T1	CDS05746.1|GH5_9|	55.0	429	183	7	87	509	1	425	8.63e-173	498
EC987|EC987_006063-T1	CAN65674.1|GH28|	37.4	559	318	11	130	679	94	629	1.20e-107	360
EC987|EC987_006084-T1	QKD58853.1|GH18|	54.8	456	191	7	4	444	396	851	4.48e-148	450
EC987|EC987_006266-T1	VBB76690.1|AA3|	37.4	644	327	18	106	703	27	640	1.04e-119	378
EC987|EC987_006366-T1	CBA03971.1|GT30|	62.8	393	144	2	7	398	4	395	2.79e-168	503
EC987|EC987_006405-T1	CAB95998.1|GT20|2.4.1.15	67.5	292	94	1	1	292	192	482	1.67e-145	423
EC987|EC987_006578-T1	CDS05327.1|GT2|	40.0	1759	908	36	17	1697	21	1710	0.0	1155
EC987|EC987_006607-T1	CDS13578.1|GH5_12|	38.5	730	380	17	394	1089	8	702	1.69e-152	478
EC987|EC987_006660-T1	CDS04796.1|CE9|	55.7	370	133	5	1	340	64	432	3.75e-137	400
EC987|EC987_006678-T1	BAA01024.1|GT2|2.4.1.16	68.7	243	75	1	71	312	113	355	1.07e-114	355
EC987|EC987_006679-T1	VUW72999.1|AA1|	45.6	447	224	8	342	776	189	628	2.00e-107	360
EC987|EC987_006688-T1	AKU79211.1|GH20|	38.5	616	288	15	24	553	22	632	4.46e-135	412
EC987|EC987_006793-T1	QCE13289.1|CE8|	52.8	407	165	5	6	389	409	811	3.17e-134	422
EC987|EC987_007037-T1	CAP80140.1|GT39|	46.1	516	237	6	74	556	51	558	2.42e-137	420
EC987|EC987_007214-T1	AWP12516.1|GT29|	33.2	645	387	11	56	695	473	1078	1.34e-106	361
EC987|EC987_007252-T1	AAX19735.1|GH37|	64.3	723	234	6	1	723	1	699	0.0	956
EC987|EC987_007498-T1	CAN80640.1|GT47|	55.0	424	185	4	5	423	940	1362	5.55e-157	482
EC987|EC987_007540-T1	CDS03648.1|GT2|	31.9	1117	641	25	17	1050	22	1101	1.08e-152	503
EC987|EC987_007578-T1	CDS11103.1|GT66|	64.5	727	246	3	1	715	1	727	0.0	936
EC987|EC987_007680-T1	AAX19735.1|GH37|	65.0	714	226	6	10	723	10	699	0.0	951
EC987|EC987_007767-T1	QCY28126.1|GH13_5|	50.3	481	234	4	23	501	3	480	1.91e-179	517
EC987|EC987_007820-T1	QBQ55251.1|CBM50|	33.6	867	539	12	35	874	37	893	7.75e-136	438
EC987|EC987_007909-T1	APU66165.1|GH18|	55.9	286	120	4	24	309	1	280	2.01e-114	341
EC987|EC987_007975-T1	CDR43066.1|GH5_12|	36.3	717	382	15	25	686	32	728	1.19e-144	448
EC987|EC987_008035-T1	CDS11103.1|GT66|	64.9	727	243	3	1	715	1	727	0.0	941
EC987|EC987_008042-T1	ADK37846.1|GH18|	60.3	295	111	4	49	340	1	292	4.51e-127	375
EC987|EC987_008150-T1	CBQ70430.1|GT3|	66.0	708	219	6	1	691	1	703	0.0	949
EC987|EC987_008298-T1	QKX56076.1|GH51|	53.8	772	322	10	329	1074	833	1595	5.99e-251	759
EC987|EC987_008312-T1	QBQ55243.1|CBM50|	32.7	796	450	19	40	810	27	761	2.29e-106	363
EC987|EC987_008341-T1	QIW95080.1|GH47|	24.5	1667	1099	44	441	2009	995	2599	2.68e-116	418
EC987|EC987_008382-T1	QBZ54211.1|GH47|	46.0	856	409	18	7	838	631	1457	9.96e-212	645
EC987|EC987_008413-T1	SVE85332.1|GH9|	44.3	917	482	9	7	904	418	1324	5.39e-104	356
EC987|EC987_008500-T1	CCE79442.1|CBM43|GH72|	46.3	434	218	7	22	448	26	451	1.11e-127	387
EC987|EC987_008611-T1	AIT83212.1|GT4|	70.2	302	88	1	7	308	15	314	1.05e-142	425
EC987|EC987_008694-T1	AAL26905.1|GH5_9|	42.5	379	207	9	17	392	33	403	8.56e-107	325
EC987|EC987_008712-T1	VUW72999.1|AA1|	46.4	440	217	7	347	774	189	621	4.48e-108	362
EC987|EC987_008883-T1	BBN14963.1|CBM20|	45.8	404	208	7	15	411	397	796	5.75e-114	356
EC987|EC987_008890-T1	BBN14963.1|CBM20|	46.0	404	207	7	11	407	397	796	1.28e-114	358
EC987|EC987_008923-T1	CCA14548.1|GT2|	54.2	321	142	3	26	345	443	759	1.18e-113	351
EC987|EC987_008934-T1	SDT63342.1|CBM51|GH31|	50.2	661	302	11	38	678	53	706	2.82e-222	660
EC987|EC987_008935-T1	QBS45783.1|GH31|	43.5	616	305	12	15	602	34	634	2.22e-161	483
EC987|EC987_008987-T1	CDS08047.1|GT15|	50.6	310	142	4	67	368	72	378	7.10e-115	344
EC987|EC987_009237-T1	QKX53460.1|AA4|	47.2	375	196	2	2	374	657	1031	1.19e-113	359
EC987|EC987_009282-T1	CDS02746.1|GT4|	58.2	431	170	2	10	437	1	424	1.79e-175	503
EC987|EC987_009462-T1	QDS71450.1|GH47|	60.9	317	122	1	4	318	1038	1354	2.60e-132	415
EC987|EC987_009465-T1	CCE88726.1|CBM43|GH72|	45.9	434	220	7	22	448	26	451	8.78e-127	385
EC987|EC987_009471-T1	QKX55086.1|GH55|	50.9	597	253	7	219	778	790	1383	1.94e-197	605
EC987|EC987_009578-T1	QGI79035.1|GH43_30|	78.0	387	84	1	6	391	459	845	8.01e-205	617
EC987|EC987_009607-T1	QKX60855.1|GT22|	70.3	296	85	1	32	327	567	859	7.68e-135	409
EC987|EC987_009620-T1	QGI86474.1|GH125|	44.6	471	196	11	31	446	28	488	2.66e-112	357
EC987|EC987_009672-T1	CDS09580.1|GH20|	36.1	584	309	9	39	561	26	606	1.87e-122	378
EC987|EC987_009675-T1	CDS09580.1|GH20|	37.5	586	299	11	36	558	25	606	1.69e-127	391
EC987|EC987_009920-T1	VUW72999.1|AA1|	53.0	611	251	9	140	719	25	630	3.52e-192	583
EC987|EC987_009956-T1	VDD19117.1|GT95|	82.0	289	51	1	8	296	81	368	6.37e-163	474
EC987|EC987_010085-T1	QIW95535.1|GT22|	37.8	569	297	14	41	592	16	544	2.49e-109	345
EC987|EC987_010193-T1	CDS08047.1|GT15|	53.2	327	142	4	58	375	59	383	2.33e-122	363
EC987|EC987_010326-T1	CDS04937.1|GH18|	34.2	1586	889	39	1276	2829	1673	3135	1.81e-229	781
EC987|EC987_010617-T1	CDS14033.1|GT4|	42.8	451	245	9	39	484	33	475	1.68e-119	363
EC987|EC987_010627-T1	AMJ52391.1|GH47|	41.6	469	229	11	51	483	103	562	8.14e-109	338
EC987|EC987_010780-T1	CDS03631.1|GT57|	52.0	488	208	9	39	516	5	476	6.32e-161	471
EC987|EC987_010803-T1	CDS11938.1|GT1|	37.0	1049	535	22	94	1097	3	970	9.59e-213	642
EC987|EC987_010829-T1	QGI79035.1|GH43_30|	78.0	387	84	1	6	391	459	845	3.79e-205	618
EC987|EC987_010927-T1	AWP12516.1|GT29|	34.5	676	401	16	22	692	441	1079	1.00e-115	387
EC987|EC987_010994-T1	CDS03806.1|GT48|	52.2	1763	789	16	152	1902	174	1895	0.0	1768
EC987|EC987_011002-T1	CDS03648.1|GT2|	44.7	1110	574	17	2	1090	666	1756	4.07e-297	895
EC987|EC987_011162-T1	SMR50199.1|AA3|	37.6	635	327	18	25	618	31	637	5.90e-122	379
EC987|EC987_011165-T1	CDS13093.1|GT57|	45.7	446	177	5	61	447	1	440	1.49e-120	363
EC987|EC987_011250-T1	SMR50199.1|AA3|	37.6	627	332	16	16	594	20	635	1.46e-115	362
EC987|EC987_011292-T1	CAC9909034.1|GT8|	63.9	377	135	1	18	394	347	722	2.99e-171	500
EC987|EC987_011413-T1	CDS09314.1|GT39|	49.2	710	354	1	15	724	86	788	7.83e-247	711
EC987|EC987_011451-T1	EGX51015.1|GH13_25|GH133|	44.5	1534	785	18	17	1515	5	1507	0.0	1259
EC987|EC987_011723-T1	CDS09089.1|GT41|	47.8	1255	505	17	477	1642	294	1487	0.0	994
EC987|EC987_011814-T1	CDS05327.1|GT2|	35.9	683	397	10	17	665	23	698	1.52e-113	380
EC987|EC987_011836-T1	QGI67417.1|GH18|	57.1	422	171	5	4	415	382	803	1.14e-147	448
EC987|EC987_011876-T1	QBQ55243.1|CBM50|	32.6	789	460	19	40	810	27	761	4.16e-105	359
EC987|EC987_012047-T1	QAV16303.1|GH13_5|	58.6	483	198	2	4	485	1	482	4.26e-217	612
EC987|EC987_012065-T1	SMR50199.1|AA3|	37.9	625	333	16	16	594	20	635	7.35e-116	363
EC987|EC987_012202-T1	CDS08047.1|GT15|	53.5	327	141	4	58	375	59	383	2.03e-123	366
EC987|EC987_012246-T1	QJD96377.1|GH3|	41.2	544	287	13	24	559	28	546	1.12e-125	390
EC987|EC987_012247-T1	AFH50282.1|GH3|	40.5	731	408	12	5	729	33	742	1.67e-179	536
EC987|EC987_012282-T1	AIE96983.1|GT7|	41.1	494	254	8	1	468	710	1192	2.51e-110	363
EC987|EC987_012346-T1	ADK37846.1|GH18|	68.0	294	92	1	33	326	1	292	8.17e-152	439
EC987|EC987_012348-T1	ADK37846.1|GH18|	69.0	294	89	1	33	326	1	292	4.10e-152	436
EC987|EC987_012441-T1	QEO24085.1|GH47|	52.6	371	167	4	33	398	838	1204	5.27e-122	385
EC987|EC987_012442-T1	QEO24085.1|GH47|	53.0	370	165	4	34	398	839	1204	1.23e-125	395
EC987|EC987_012506-T1	AWP12516.1|GT29|	35.7	644	366	13	34	666	469	1075	5.92e-113	378
EC987|EC987_012547-T1	AIT83212.1|GT4|	69.9	302	89	1	7	308	15	314	1.32e-140	420
EC987|EC987_012553-T1	ANB13251.1|GT24|	71.4	224	64	0	1	224	236	459	4.22e-121	358
EC987|EC987_012565-T1	CDS03631.1|GT57|	52.5	488	206	9	39	516	5	476	1.94e-162	474
EC987|EC987_012609-T1	AOW02203.1|GH16_2|	49.9	415	193	6	103	506	258	668	8.59e-131	399
EC987|EC987_012733-T1	CDS03881.1|GT2|	72.6	237	65	0	2	238	23	259	8.84e-126	365
EC987|EC987_012905-T1	CDS09089.1|GT41|	41.1	1258	460	22	477	1517	294	1487	6.70e-246	761
EC987|EC987_012917-T1	CED83340.1|GT31|	35.1	1035	501	26	499	1442	964	1918	5.62e-155	522
EC987|EC987_012943-T1	ADK37846.1|GH18|	60.3	295	111	4	47	338	1	292	1.82e-126	374
EC987|EC987_013033-T1	CDS05446.1|GH5_12|	37.8	725	361	19	14	674	3	701	4.20e-145	446
EC987|EC987_013084-T1	QKD55908.1|GH18|	33.4	1162	589	33	71	1098	1076	2186	5.20e-153	511
EC987|EC987_013092-T1	QKX53119.1|GH72|	39.2	528	291	10	23	529	8	526	4.68e-108	357
EC987|EC987_013169-T1	QBQ55251.1|CBM50|	33.1	883	553	13	20	874	21	893	6.18e-133	430
EC987|EC987_013189-T1	AHX26715.1|GT2|	33.7	783	436	20	78	795	36	800	1.30e-114	406
EC987|EC987_013311-T1	CCK72387.1|CBM43|GH72|	45.1	428	217	8	15	433	18	436	2.22e-117	361
EC987|EC987_013312-T1	SGZ53289.1|CBM43|GH72|	43.5	446	236	6	17	454	18	455	4.67e-125	381
EC987|EC987_013549-T1	CDS08390.1|GH31|	46.1	959	473	7	20	952	2	942	0.0	915
EC987|EC987_013611-T1	AZQ75404.1|GH31|	50.0	678	326	8	16	690	12	679	8.56e-233	671
EC987|EC987_013612-T1	AZQ75404.1|GH31|	45.2	662	351	7	38	697	32	683	2.79e-208	608
EC987|EC987_013715-T1	CDS13004.1|GT20|	53.9	282	125	3	1	282	501	777	1.03e-105	328
EC987|EC987_013752-T1	APU66165.1|GH18|	57.0	286	117	4	24	309	1	280	1.13e-118	352
EC987|EC987_013839-T1	QHS69637.1|CBM43|GH72|	44.4	441	229	7	18	450	22	454	3.16e-129	391
EC987|EC987_013963-T1	ABG81487.1|GT31|	50.7	377	156	5	17	392	19	366	7.71e-108	351
EC987|EC987_014052-T1	CAB4091242.1|GH20|	39.0	554	292	17	38	560	32	570	4.33e-119	368
EC987|EC987_014533-T1	QBQ55243.1|CBM50|	34.4	959	507	26	11	956	55	904	1.07e-137	444
EC987|EC987_014566-T1	AAM33305.1|CBM48|GH13_8|	66.9	677	212	4	30	705	14	679	0.0	957
EC987|EC987_014632-T1	CDS03326.1|GH47|	50.6	476	214	5	2	471	137	597	1.03e-159	469
EC987|EC987_014682-T1	CDS09169.1|GH35|	40.4	1014	518	27	54	1052	39	981	5.66e-249	738
EC987|EC987_014786-T1	BAE54671.1|GT48|	48.0	1042	436	16	127	1136	81	1048	5.06e-298	892
EC987|EC987_014853-T1	ADK37846.1|GH18|	68.4	294	91	1	33	326	1	292	3.30e-151	438
EC987|EC987_015098-T1	QDS71450.1|GH47|	61.0	323	121	2	1	318	1032	1354	1.34e-132	416
EC987|EC987_015238-T1	ADK37846.1|GH18|	72.6	248	68	0	33	280	1	248	5.61e-136	390
EC987|EC987_015246-T1	QDS71450.1|GH47|	60.7	318	120	3	9	322	1044	1360	1.54e-124	394
EC987|EC987_015305-T1	CDS09097.1|GH15|	58.0	676	266	5	7	673	63	729	1.16e-279	788
EC987|EC987_015337-T1	VBB76690.1|AA3|	37.0	644	330	18	122	719	27	640	9.46e-118	374
EC987|EC987_015380-T1	QEO24085.1|GH47|	52.6	371	167	4	33	398	838	1204	5.27e-122	385
EC987|EC987_015382-T1	QEO24085.1|GH47|	53.4	358	159	3	36	389	841	1194	6.57e-125	393
EC987|EC987_015409-T1	ADK37844.1|GH16_4|	61.7	324	122	2	44	366	1	323	1.90e-154	441
EC987|EC987_015444-T1	QCE13289.1|CE8|	53.9	319	120	5	6	301	409	723	1.20e-105	340
EC987|EC987_015653-T1	CDS09097.1|GH15|	57.5	676	269	5	7	673	63	729	3.31e-279	787
EC987|EC987_015766-T1	CDS13455.1|GH63|	37.6	876	424	20	30	887	35	805	3.95e-183	552
EC987|EC987_015832-T1	ADK37846.1|GH18|	50.0	290	143	1	32	321	1	288	8.03e-103	311
EC987|EC987_016047-T1	QIW95080.1|GH47|	24.3	1674	1100	45	230	1804	995	2599	1.11e-114	411
EC987|EC987_016101-T1	ADK37846.1|GH18|	55.1	292	118	3	165	445	1	290	6.20e-107	326
EC987|EC987_016108-T1	VWO94258.1|CBM1|GH5_5|	46.8	665	280	14	35	638	395	1046	1.64e-163	500
EC987|EC987_016183-T1	AKT41788.1|CBM6|GH81|	38.6	645	372	12	74	709	284	913	1.30e-141	442
EC987|EC987_016264-T1	QEC79975.1|GH3|	41.4	737	401	11	34	759	30	746	9.59e-188	558
EC987|EC987_016329-T1	AAL26905.1|GH5_9|	42.7	379	206	9	17	392	33	403	2.14e-107	327
EC987|EC987_016394-T1	ADK37844.1|GH16_4|	59.9	324	128	2	44	366	1	323	3.55e-150	431
EC987|EC987_016395-T1	ADK37844.1|GH16_4|	61.7	324	122	2	44	366	1	323	8.14e-156	445
EC987|EC987_016418-T1	AWP09643.1|CBM13|GT27|	50.1	389	189	3	14	398	574	961	1.48e-131	410
EC987|EC987_016444-T1	AAM33305.1|CBM48|GH13_8|	66.3	677	216	4	30	705	14	679	0.0	957
EC987|EC987_016496-T1	CDS05746.1|GH5_9|	55.0	429	183	7	87	509	1	425	3.03e-173	499
EC987|EC987_016599-T1	QCW79542.1|GH101|	55.1	457	197	1	95	543	612	1068	8.56e-171	516
EC987|EC987_016618-T1	AWP04987.1|GT13|	37.3	935	529	17	76	998	140	1029	1.53e-190	597
EC987|EC987_016652-T1	ADK37844.1|GH16_4|	58.3	324	133	2	44	366	1	323	5.30e-147	422
EC987|EC987_016741-T1	QGI86474.1|GH125|	43.3	469	205	8	31	446	28	488	7.31e-112	356
EC987|EC987_016893-T1	EAA65303.1|GT0|	52.2	855	394	7	30	871	727	1579	3.41e-283	834
EC987|EC987_016957-T1	CDS06367.1|GH38|	44.6	1101	550	17	9	1075	26	1100	0.0	945
EC987|EC987_017048-T1	CCA15473.1|GH72|	55.3	394	167	6	1	391	565	952	2.51e-138	422
EC987|EC987_017464-T1	CDS10110.1|GT15|	58.4	310	126	2	63	371	64	371	7.94e-138	402
EC987|EC987_017503-T1	CDS10110.1|GT15|	59.0	307	123	2	66	371	67	371	1.13e-137	401
EC987|EC987_017563-T1	AVI60826.1|GT22|	63.4	424	139	7	10	423	583	1000	8.38e-166	519
EC987|EC987_017637-T1	QDS71450.1|GH47|	62.6	297	106	3	9	300	1044	1340	2.79e-120	381
EC987|EC987_017836-T1	SMR56934.1|GT22|	54.7	369	147	4	3	369	608	958	3.70e-132	410
EC987|EC987_018008-T1	CED59319.1|CE4|	53.9	308	136	2	20	327	2	303	4.73e-126	367
EC987|EC987_018282-T1	CCA70650.1|GT48|	45.0	449	217	3	3	451	1240	1658	1.38e-110	363
EC987|EC987_018398-T1	CDS05465.1|GH47|	59.9	269	108	0	6	274	117	385	1.27e-113	343
EC987|EC987_018496-T1	AAO32386.1|GT48|	69.9	312	92	1	1	310	93	404	3.64e-157	449
