Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
ZOOFUN|ZOORAD_002000-T1	CCA77793.1|GT15|	56.8	280	118	2	19	297	67	344	9.31e-114	337
ZOOFUN|ZOORAD_002001-T1	VWO98657.1|GT15|	55.6	315	135	4	53	364	85	397	2.80e-120	357
ZOOFUN|ZOORAD_002002-T1	CCA77793.1|GT15|	51.0	312	149	3	57	366	66	375	1.13e-117	350
ZOOFUN|ZOORAD_002003-T1	CCA77793.1|GT15|	50.7	337	150	7	32	366	50	372	2.38e-120	357
ZOOFUN|ZOORAD_002004-T1	AJV03058.1|GT15|	53.2	301	135	3	61	359	123	419	1.22e-111	337
ZOOFUN|ZOORAD_002005-T1	AJV03058.1|GT15|	53.2	301	135	3	61	359	123	419	3.77e-113	341
ZOOFUN|ZOORAD_002007-T1	CDS10110.1|GT15|	54.4	309	138	2	59	366	67	373	2.40e-124	367
ZOOFUN|ZOORAD_002017-T1	QGI79035.1|GH43_30|	73.9	391	101	1	4	393	458	848	1.26e-196	595
ZOOFUN|ZOORAD_002029-T1	CDS10110.1|GT15|	59.5	309	124	1	57	365	64	371	1.30e-144	419
ZOOFUN|ZOORAD_002084-T1	CDS05700.1|GT33|	43.0	447	238	9	6	447	53	487	3.04e-108	333
ZOOFUN|ZOORAD_002120-T1	CDS07484.1|CBM43|GH72|	40.5	491	261	15	5	473	8	489	1.37e-106	332
ZOOFUN|ZOORAD_002266-T1	CDS03806.1|GT48|	52.4	1742	791	16	71	1797	178	1895	0.0	1779
ZOOFUN|ZOORAD_002287-T1	CED83340.1|GT31|	40.5	791	419	20	366	1117	1141	1918	3.13e-164	539
ZOOFUN|ZOORAD_002321-T1	VBB76690.1|AA3|	38.6	663	310	16	4	605	14	640	2.26e-131	404
ZOOFUN|ZOORAD_002322-T1	VBB76690.1|AA3|	40.6	645	307	16	6	592	16	642	5.90e-143	433
ZOOFUN|ZOORAD_002323-T1	VBB76690.1|AA3|	40.5	647	309	16	6	594	16	644	1.92e-141	429
ZOOFUN|ZOORAD_002328-T1	VBB76690.1|AA3|	39.5	651	305	18	6	591	16	642	1.10e-133	409
ZOOFUN|ZOORAD_002329-T1	VBB76690.1|AA3|	38.0	682	307	17	43	661	14	642	2.55e-129	400
ZOOFUN|ZOORAD_002346-T1	CAN80640.1|GT47|	52.7	433	199	4	3	430	931	1362	3.10e-154	475
ZOOFUN|ZOORAD_002368-T1	AIE96983.1|GT7|	32.5	1251	721	29	126	1317	7	1192	2.81e-183	597
ZOOFUN|ZOORAD_002547-T1	QBZ54211.1|GH47|	48.0	856	392	14	7	826	631	1469	5.06e-231	694
ZOOFUN|ZOORAD_002634-T1	CAP64662.1|GH5_12|	37.9	742	387	22	12	706	7	721	1.09e-149	459
ZOOFUN|ZOORAD_002635-T1	EIE79467.1|GH5_12|3.2.1.45	37.3	662	360	16	16	657	19	645	9.95e-125	391
ZOOFUN|ZOORAD_002638-T1	CAP64662.1|GH5_12|	38.1	743	384	22	12	706	7	721	2.95e-150	461
ZOOFUN|ZOORAD_002841-T1	CDS08390.1|GH31|	45.8	942	461	13	24	941	27	942	4.22e-314	894
ZOOFUN|ZOORAD_002934-T1	QDS71450.1|GH47|	54.4	329	141	1	9	337	1044	1363	3.25e-120	382
ZOOFUN|ZOORAD_003006-T1	QBQ55251.1|CBM50|	34.8	997	532	22	19	999	21	915	4.59e-148	473
ZOOFUN|ZOORAD_003052-T1	ADK37844.1|GH16_4|	50.7	335	148	9	31	362	1	321	2.28e-116	345
ZOOFUN|ZOORAD_003236-T1	CDS10110.1|GT15|	53.2	310	142	2	63	371	66	373	7.88e-122	361
ZOOFUN|ZOORAD_003368-T1	CDS05746.1|GH5_9|	50.9	428	200	5	98	518	3	427	8.96e-163	473
ZOOFUN|ZOORAD_003369-T1	ADK37844.1|GH16_4|	54.8	352	127	6	164	514	1	321	4.43e-135	398
ZOOFUN|ZOORAD_003577-T1	CDS08031.1|GT2|	44.3	1716	830	32	25	1651	11	1689	0.0	1360
ZOOFUN|ZOORAD_003715-T1	CDS03696.1|GH37|	41.6	580	317	11	49	622	29	592	2.78e-148	447
ZOOFUN|ZOORAD_003737-T1	AOZ60530.1|GT24|	36.6	1558	842	37	31	1537	24	1486	4.41e-296	890
ZOOFUN|ZOORAD_003838-T1	ADK37846.1|GH18|	83.6	292	48	0	28	319	1	292	5.98e-184	520
ZOOFUN|ZOORAD_004016-T1	QHG77622.1|CBM50|	77.4	221	49	1	34	253	56	276	2.31e-119	351
ZOOFUN|ZOORAD_004071-T1	SDT63342.1|CBM51|GH31|	50.7	615	269	11	59	649	70	674	1.87e-202	610
ZOOFUN|ZOORAD_004089-T1	QKX53119.1|GH72|	44.8	524	270	7	21	530	8	526	1.98e-140	450
ZOOFUN|ZOORAD_004488-T1	SVE76345.1|GT58|	46.9	392	190	8	52	440	37	413	5.31e-104	320
ZOOFUN|ZOORAD_004497-T1	EGX46445.1|GT35|	59.6	819	327	4	63	880	55	870	0.0	1001
ZOOFUN|ZOORAD_004522-T1	CDS04937.1|GH18|	33.1	1944	1088	39	1213	3023	1277	3140	1.60e-282	939
ZOOFUN|ZOORAD_004558-T1	AWP12516.1|GT29|	36.9	639	367	9	44	678	470	1076	5.56e-132	432
ZOOFUN|ZOORAD_004559-T1	AWP12516.1|GT29|	38.8	637	350	11	47	677	473	1075	2.86e-138	449
ZOOFUN|ZOORAD_004561-T1	AWP12516.1|GT29|	39.0	646	344	12	43	677	469	1075	4.98e-136	443
ZOOFUN|ZOORAD_004563-T1	AWP12516.1|GT29|	39.5	635	348	10	47	677	473	1075	4.74e-135	440
ZOOFUN|ZOORAD_004565-T1	AWP12516.1|GT29|	39.7	634	347	11	47	676	473	1075	4.98e-136	443
ZOOFUN|ZOORAD_004574-T1	CDS11918.1|CBM43|GH72|	45.3	466	236	7	7	456	9	471	7.52e-141	420
ZOOFUN|ZOORAD_004637-T1	CDS12794.1|GT39|	47.0	756	324	6	107	858	71	753	9.57e-231	671
ZOOFUN|ZOORAD_004932-T1	CDS10110.1|GT15|	55.1	305	122	1	52	341	67	371	1.58e-124	367
ZOOFUN|ZOORAD_004933-T1	CDS10110.1|GT15|	54.8	305	123	1	52	341	67	371	6.38e-124	365
ZOOFUN|ZOORAD_004935-T1	CDS10110.1|GT15|	59.3	305	124	0	51	355	67	371	2.99e-138	402
ZOOFUN|ZOORAD_004943-T1	CDS13455.1|GH63|	42.6	860	425	14	6	858	7	804	1.95e-237	690
ZOOFUN|ZOORAD_004969-T1	EAA65303.1|GT0|	47.7	874	427	7	34	896	727	1581	1.41e-263	785
ZOOFUN|ZOORAD_005057-T1	CDS03696.1|GH37|	36.8	568	324	6	1	554	46	592	4.99e-132	403
ZOOFUN|ZOORAD_005274-T1	AXG41146.1|GH6|	37.5	704	412	7	152	848	170	852	6.82e-150	469
ZOOFUN|ZOORAD_005440-T1	CDS05327.1|GT2|	43.9	1750	874	37	26	1705	29	1741	0.0	1323
ZOOFUN|ZOORAD_005508-T1	CCA14548.1|GT2|	49.4	320	159	3	53	371	437	754	1.99e-104	328
ZOOFUN|ZOORAD_005511-T1	CCA14548.1|GT2|	50.6	314	153	2	4	316	440	752	2.27e-108	337
ZOOFUN|ZOORAD_005563-T1	ADK37846.1|GH18|	65.6	294	99	1	29	322	1	292	3.66e-145	420
ZOOFUN|ZOORAD_005567-T1	ADK37846.1|GH18|	67.3	294	94	1	28	321	1	292	3.82e-144	416
ZOOFUN|ZOORAD_005946-T1	CEI61512.1|AA3|	38.1	625	316	15	21	576	47	669	3.72e-124	385
ZOOFUN|ZOORAD_005949-T1	CEI61512.1|AA3|	39.5	628	311	14	17	576	43	669	1.04e-133	409
ZOOFUN|ZOORAD_005978-T1	VWO94258.1|CBM1|GH5_5|	46.8	650	269	14	43	618	400	1046	7.51e-172	521
ZOOFUN|ZOORAD_005981-T1	CBX99002.1|GH18|	54.3	302	114	5	1	278	1	302	3.62e-104	325
ZOOFUN|ZOORAD_006008-T1	QBQ55243.1|CBM50|	33.4	797	455	19	37	813	23	763	6.78e-106	361
ZOOFUN|ZOORAD_006143-T1	CDS03631.1|GT57|	51.6	500	217	9	1	500	1	475	7.83e-156	457
ZOOFUN|ZOORAD_006321-T1	APF18717.1|GH3|	41.4	735	393	14	42	758	33	747	5.33e-187	556
ZOOFUN|ZOORAD_006323-T1	APF18717.1|GH3|	42.2	742	387	15	37	758	28	747	9.47e-188	558
ZOOFUN|ZOORAD_006324-T1	APF18717.1|GH3|	42.5	736	393	14	37	758	28	747	3.74e-189	563
ZOOFUN|ZOORAD_006325-T1	APF18717.1|GH3|	42.7	738	389	15	37	758	28	747	2.13e-186	554
ZOOFUN|ZOORAD_006566-T1	ADK37849.1|CBM18|CE4|	72.1	283	78	1	11	293	9	290	4.43e-151	431
ZOOFUN|ZOORAD_006682-T1	QKX53460.1|AA4|	52.8	424	195	5	2	423	597	1017	6.86e-144	441
ZOOFUN|ZOORAD_006771-T1	SDS23379.1|GH3|	40.3	739	404	12	21	741	29	748	2.19e-178	533
ZOOFUN|ZOORAD_006772-T1	EGX49587.1|GT2|	52.9	1017	413	20	115	1099	173	1155	0.0	983
ZOOFUN|ZOORAD_006774-T1	QJD96377.1|GH3|	43.4	735	383	13	39	758	31	747	1.87e-185	552
ZOOFUN|ZOORAD_006970-T1	QKD62991.1|GH12|	38.6	578	342	5	248	823	1095	1661	4.99e-115	390
ZOOFUN|ZOORAD_006996-T1	ABE82127.1|GH20|	36.9	578	320	14	1	547	2	565	5.37e-127	387
ZOOFUN|ZOORAD_007000-T1	ABE82127.1|GH20|	40.0	555	292	15	20	545	21	563	1.46e-132	402
ZOOFUN|ZOORAD_007003-T1	ABE82127.1|GH20|	39.5	555	295	16	19	544	21	563	1.26e-130	397
ZOOFUN|ZOORAD_007019-T1	CEI61512.1|AA3|	38.5	631	318	15	21	583	47	675	1.40e-127	394
ZOOFUN|ZOORAD_007022-T1	CEI61512.1|AA3|	38.7	625	313	15	21	577	47	669	5.18e-127	393
ZOOFUN|ZOORAD_007278-T1	QKD55908.1|GH18|	36.9	685	334	13	430	1050	1530	2180	1.73e-107	375
ZOOFUN|ZOORAD_007292-T1	AEO36460.1|GT57|	46.3	458	223	7	96	544	1	444	7.42e-120	365
ZOOFUN|ZOORAD_007342-T1	ADK37847.1|GH18|	57.8	289	117	3	128	415	1	285	1.34e-114	341
ZOOFUN|ZOORAD_007562-T1	QCD84628.1|CBM43|	29.4	1114	666	31	45	1119	105	1136	6.63e-131	434
ZOOFUN|ZOORAD_007658-T1	AKT41788.1|CBM6|GH81|	38.0	658	385	10	48	693	267	913	1.06e-146	454
ZOOFUN|ZOORAD_007666-T1	CDS03326.1|GH47|	52.2	473	212	7	70	534	133	599	5.19e-158	472
ZOOFUN|ZOORAD_007764-T1	CAB95998.1|GT20|2.4.1.15	65.0	469	162	1	7	473	14	482	6.30e-239	667
ZOOFUN|ZOORAD_008194-T1	QIW95080.1|GH47|	23.6	1924	1267	46	34	1841	753	2590	1.76e-120	430
ZOOFUN|ZOORAD_008280-T1	QKD62991.1|GH12|	37.6	588	355	5	248	835	1086	1661	1.06e-108	371
ZOOFUN|ZOORAD_008345-T1	CDS05640.1|GH20|	47.9	656	312	7	34	683	27	658	2.42e-211	620
ZOOFUN|ZOORAD_008442-T1	QCE13289.1|CE8|	56.5	407	150	5	16	399	409	811	4.28e-140	439
ZOOFUN|ZOORAD_008552-T1	BAA34296.1|GT4|	49.5	432	200	10	1	420	6	431	2.17e-130	389
ZOOFUN|ZOORAD_008598-T1	QKX60855.1|GT22|	69.3	313	84	2	13	325	556	856	1.14e-138	419
ZOOFUN|ZOORAD_008599-T1	QDS71809.1|GT22|	38.6	601	295	16	62	639	40	589	3.57e-112	353
ZOOFUN|ZOORAD_008687-T1	BAE59904.1|GH16_2|	45.2	476	244	7	25	486	185	657	8.69e-131	398
ZOOFUN|ZOORAD_008719-T1	CCA15473.1|GH72|	47.7	411	203	4	18	417	542	951	1.17e-127	396
ZOOFUN|ZOORAD_008721-T1	CDS11918.1|CBM43|GH72|	43.3	478	248	8	1	462	1	471	4.61e-127	385
ZOOFUN|ZOORAD_008746-T1	AMJ52391.1|GH47|	40.9	496	269	8	67	558	87	562	1.09e-115	359
ZOOFUN|ZOORAD_008804-T1	QDS71450.1|GH47|	55.5	326	136	2	4	329	1039	1355	6.20e-122	387
ZOOFUN|ZOORAD_008987-T1	CDS13578.1|GH5_12|	47.0	689	325	11	271	931	18	694	9.73e-207	615
ZOOFUN|ZOORAD_009039-T1	AWP09643.1|CBM13|GT27|	48.7	392	187	5	14	395	574	961	6.39e-124	390
ZOOFUN|ZOORAD_009230-T1	QEO24085.1|GH47|	54.3	376	163	4	24	394	833	1204	7.05e-127	398
ZOOFUN|ZOORAD_009232-T1	QEO24085.1|GH47|	51.7	387	175	5	22	400	822	1204	1.03e-122	387
ZOOFUN|ZOORAD_009281-T1	BAA01024.1|GT2|2.4.1.16	55.0	755	324	6	105	852	113	858	4.38e-275	788
ZOOFUN|ZOORAD_009403-T1	QGI67417.1|GH18|	57.3	433	174	6	2	424	380	811	1.67e-153	464
ZOOFUN|ZOORAD_009519-T1	EGX49587.1|GT2|	48.0	1005	432	18	62	984	155	1150	3.80e-301	878
ZOOFUN|ZOORAD_009639-T1	AVI60826.1|GT22|	62.5	424	143	7	11	424	583	1000	3.54e-162	509
ZOOFUN|ZOORAD_009774-T1	AKU79211.1|GH20|	34.1	615	316	12	15	544	21	631	8.66e-124	382
ZOOFUN|ZOORAD_009975-T1	CAC9909034.1|GT8|	64.3	378	134	1	20	397	347	723	7.63e-170	496
ZOOFUN|ZOORAD_009985-T1	CDS08031.1|GT2|	39.2	1634	873	33	125	1698	84	1656	0.0	1074
ZOOFUN|ZOORAD_009987-T1	CDS03806.1|GT48|	51.3	1747	810	13	79	1807	178	1901	0.0	1739
ZOOFUN|ZOORAD_010012-T1	CAN65674.1|GH28|	37.6	561	313	10	122	673	97	629	3.15e-112	372
ZOOFUN|ZOORAD_010118-T1	AAG02216.1|GT48|2.4.1.34	52.5	1789	758	24	162	1912	160	1895	0.0	1773
ZOOFUN|ZOORAD_010192-T1	AAL26905.1|GH5_9|	43.4	380	206	7	15	391	30	403	7.30e-108	328
ZOOFUN|ZOORAD_010259-T1	ADK37844.1|GH16_4|	46.8	344	158	6	120	461	1	321	1.92e-112	338
ZOOFUN|ZOORAD_010267-T1	ADK37844.1|GH16_4|	49.1	344	150	6	109	450	1	321	7.05e-117	350
ZOOFUN|ZOORAD_010273-T1	QBQ55251.1|CBM50|	35.0	899	551	14	6	885	19	903	8.57e-159	498
ZOOFUN|ZOORAD_010320-T1	ADK37846.1|GH18|	63.4	292	106	1	34	324	1	292	5.78e-133	390
ZOOFUN|ZOORAD_010351-T1	SMQ49199.1|AA3|	39.4	639	319	15	8	604	25	637	2.70e-127	393
ZOOFUN|ZOORAD_010352-T1	SMR50199.1|AA3|	36.8	628	337	14	68	657	30	635	6.36e-120	375
ZOOFUN|ZOORAD_010361-T1	CDS14033.1|GT4|	50.2	434	204	7	15	446	6	429	1.42e-143	425
ZOOFUN|ZOORAD_010623-T1	AVM55139.1|GH65|	35.8	759	438	19	2	744	629	1354	1.82e-139	449
ZOOFUN|ZOORAD_010671-T1	ACX68263.1|GH13_5|	50.4	492	234	6	1	487	1	487	2.53e-175	506
ZOOFUN|ZOORAD_010701-T1	CBA03971.1|GT30|	67.3	394	126	2	7	399	4	395	1.66e-179	531
ZOOFUN|ZOORAD_010706-T1	CDS07286.1|GT50|	46.4	463	217	7	17	452	7	465	2.84e-119	362
ZOOFUN|ZOORAD_010935-T1	QBQ55251.1|CBM50|	33.4	996	545	17	11	1001	28	910	9.03e-143	459
ZOOFUN|ZOORAD_011060-T1	ADV24240.1|GT39|	47.7	696	349	7	55	736	64	758	6.52e-221	647
ZOOFUN|ZOORAD_011140-T1	SMR50199.1|AA3|	37.6	644	323	16	74	671	26	636	3.84e-121	379
ZOOFUN|ZOORAD_011141-T1	SMR50199.1|AA3|	37.9	634	331	15	62	657	28	636	1.50e-123	385
ZOOFUN|ZOORAD_011142-T1	SMR50199.1|AA3|	39.0	630	329	14	62	657	28	636	5.67e-127	394
ZOOFUN|ZOORAD_011143-T1	SMR50199.1|AA3|	37.6	638	335	15	60	659	24	636	1.56e-122	382
ZOOFUN|ZOORAD_011161-T1	AHX26715.1|GT2|	33.1	776	432	18	77	789	35	786	1.44e-106	382
ZOOFUN|ZOORAD_011401-T1	APU66165.1|GH18|	75.7	280	68	0	28	307	1	280	3.29e-166	474
ZOOFUN|ZOORAD_011405-T1	AAH68840.1|GT2|	73.7	236	62	0	3	238	30	265	8.88e-125	358
ZOOFUN|ZOORAD_011417-T1	CDS13004.1|GT20|	51.5	775	363	7	1	771	13	778	1.83e-289	818
ZOOFUN|ZOORAD_011431-T1	AMJ52391.1|GH47|	38.2	563	301	12	21	575	39	562	3.16e-117	364
ZOOFUN|ZOORAD_011432-T1	AMJ52391.1|GH47|	36.1	596	301	11	21	608	39	562	1.66e-113	355
ZOOFUN|ZOORAD_011499-T1	AMJ52391.1|GH47|	42.5	478	239	10	27	474	96	567	1.07e-117	361
ZOOFUN|ZOORAD_011570-T1	CDS08031.1|GT2|	44.0	1699	840	30	64	1684	23	1687	0.0	1345
ZOOFUN|ZOORAD_011764-T1	VDD19117.1|GT95|	81.0	290	52	3	6	294	81	368	2.76e-157	459
ZOOFUN|ZOORAD_011773-T1	CCA67805.1|GT1|	37.0	1061	586	20	122	1118	237	1279	9.04e-224	684
ZOOFUN|ZOORAD_012048-T1	CDS05274.1|GT2|	54.8	909	366	14	6	884	85	978	0.0	931
ZOOFUN|ZOORAD_012189-T1	QKD55908.1|GH18|	36.4	612	323	10	473	1033	1580	2176	2.47e-104	366
ZOOFUN|ZOORAD_012290-T1	CDS05465.1|GH47|	53.4	519	229	4	60	566	1	518	3.25e-186	545
ZOOFUN|ZOORAD_012343-T1	CED83340.1|GT31|	33.2	991	520	21	266	1125	948	1927	6.07e-140	472
ZOOFUN|ZOORAD_012431-T1	CUI24525.1|GH19|	61.1	311	115	2	41	345	18	328	4.21e-118	377
ZOOFUN|ZOORAD_012485-T1	EAA31326.1|GH71|	46.4	582	293	6	134	704	649	1222	1.41e-157	492
ZOOFUN|ZOORAD_012539-T1	ADK37844.1|GH16_4|	49.1	344	150	6	109	450	1	321	7.05e-117	350
ZOOFUN|ZOORAD_012540-T1	ADK37844.1|GH16_4|	49.4	344	149	7	109	450	1	321	1.14e-115	347
ZOOFUN|ZOORAD_012591-T1	QKX53450.1|GH81|	55.4	379	146	4	39	394	969	1347	1.70e-116	373
ZOOFUN|ZOORAD_012635-T1	CDS09677.1|GH3|	43.3	702	378	9	23	711	42	736	1.23e-186	555
ZOOFUN|ZOORAD_012636-T1	CDS09677.1|GH3|	43.2	702	379	9	23	711	42	736	1.74e-186	555
ZOOFUN|ZOORAD_012704-T1	AXO13360.1|CE4|	50.8	319	134	5	15	333	6	301	1.60e-105	315
ZOOFUN|ZOORAD_012715-T1	CDS08047.1|GT15|	50.0	336	158	4	37	366	50	381	1.59e-119	355
ZOOFUN|ZOORAD_012725-T1	CDS05746.1|GH5_9|	44.5	431	225	7	86	508	1	425	4.88e-134	399
ZOOFUN|ZOORAD_012771-T1	CDS09169.1|GH35|	35.9	1041	565	31	29	1051	25	981	1.74e-201	615
ZOOFUN|ZOORAD_012817-T1	CDR37398.1|GT39|	36.4	706	433	11	62	759	158	855	8.09e-146	453
ZOOFUN|ZOORAD_012854-T1	CDS12794.1|GT39|	45.6	713	370	6	68	776	56	754	4.32e-213	623
ZOOFUN|ZOORAD_012866-T1	QKX56076.1|GH51|	52.3	772	351	9	301	1064	833	1595	7.76e-244	740
ZOOFUN|ZOORAD_012926-T1	CDS05746.1|GH5_9|	46.8	421	214	5	114	528	9	425	4.07e-148	436
ZOOFUN|ZOORAD_012949-T1	AWK40335.1|GH6|	39.4	680	391	8	61	726	180	852	6.39e-149	462
ZOOFUN|ZOORAD_013271-T1	CDS03806.1|GT48|	48.8	1805	817	17	99	1886	168	1882	0.0	1647
ZOOFUN|ZOORAD_013294-T1	BAA01024.1|GT2|2.4.1.16	54.9	756	324	7	74	822	113	858	1.01e-278	796
ZOOFUN|ZOORAD_013313-T1	AWP04987.1|GT13|	48.2	892	439	10	69	950	80	958	1.66e-295	867
ZOOFUN|ZOORAD_013332-T1	CAC9909034.1|GT8|	67.4	399	129	1	2	400	325	722	7.77e-184	532
ZOOFUN|ZOORAD_013334-T1	CAC9909034.1|GT8|	67.4	399	129	1	2	400	325	722	7.77e-184	532
ZOOFUN|ZOORAD_013350-T1	CDS12806.1|GH31|	44.5	813	410	14	33	815	38	839	1.65e-246	717
ZOOFUN|ZOORAD_013351-T1	CDS12806.1|GH31|	45.1	776	384	12	29	773	34	798	1.70e-241	705
ZOOFUN|ZOORAD_013405-T1	AMJ52391.1|GH47|	41.9	489	266	11	80	563	93	568	6.33e-122	375
ZOOFUN|ZOORAD_013430-T1	BAE59904.1|GH16_2|	45.2	476	244	7	25	486	185	657	8.69e-131	398
ZOOFUN|ZOORAD_013524-T1	CDS06367.1|GH38|	49.8	1026	502	10	20	1039	24	1042	0.0	1030
ZOOFUN|ZOORAD_013525-T1	CDS06367.1|GH38|	47.1	1088	529	12	22	1073	24	1100	0.0	1009
ZOOFUN|ZOORAD_013542-T1	AAX19735.1|GH37|	64.4	691	232	6	74	763	48	725	0.0	937
ZOOFUN|ZOORAD_013715-T1	ADK37844.1|GH16_4|	46.8	344	158	6	119	460	1	321	4.64e-113	340
ZOOFUN|ZOORAD_013764-T1	AST56264.1|GT48|	42.9	434	202	6	172	573	210	629	1.44e-103	350
ZOOFUN|ZOORAD_013893-T1	CDS09089.1|GT41|	50.7	1231	465	21	340	1470	294	1482	0.0	1041
ZOOFUN|ZOORAD_013927-T1	VDC69778.1|CE8|	45.0	618	324	10	148	758	657	1265	5.41e-164	511
ZOOFUN|ZOORAD_013941-T1	CAN97272.1|GH81|	36.8	663	376	18	27	667	76	717	7.17e-128	399
ZOOFUN|ZOORAD_013983-T1	AET38277.1|GT15|	54.5	321	142	2	56	374	79	397	9.17e-130	382
ZOOFUN|ZOORAD_014086-T1	CCA15473.1|GH72|	53.2	389	177	4	1	385	565	952	5.67e-131	403
ZOOFUN|ZOORAD_014124-T1	AHX26704.1|GT2|	34.0	773	435	19	70	781	6	764	2.92e-107	390
ZOOFUN|ZOORAD_014192-T1	CDS05327.1|GT2|	32.4	1731	969	49	96	1785	36	1606	4.21e-252	794
ZOOFUN|ZOORAD_014546-T1	CDS11918.1|CBM43|GH72|	44.8	487	244	12	1	475	1	474	1.56e-133	400
ZOOFUN|ZOORAD_014664-T1	CDS11918.1|CBM43|GH72|	42.6	465	250	8	9	457	8	471	1.72e-123	376
ZOOFUN|ZOORAD_014667-T1	CDS11918.1|CBM43|GH72|	47.5	465	225	7	9	457	9	470	2.28e-146	434
ZOOFUN|ZOORAD_014668-T1	CDS11918.1|CBM43|GH72|	49.0	453	214	7	16	455	16	464	5.76e-150	446
ZOOFUN|ZOORAD_014774-T1	CDS05871.1|GT2|	54.6	769	332	7	57	817	93	852	1.20e-297	844
ZOOFUN|ZOORAD_014780-T1	SMR50199.1|AA3|	39.0	628	328	14	64	657	30	636	1.13e-126	393
ZOOFUN|ZOORAD_014869-T1	CDS10110.1|GT15|	50.5	305	151	0	53	357	67	371	3.23e-118	351
ZOOFUN|ZOORAD_014874-T1	APU66165.1|GH18|	69.3	280	86	0	28	307	1	280	1.01e-151	433
ZOOFUN|ZOORAD_014915-T1	AIE96983.1|GT7|	31.1	1237	689	33	33	1147	1	1196	5.19e-154	511
ZOOFUN|ZOORAD_015037-T1	VUW72999.1|AA1|	50.5	638	270	8	145	742	25	656	1.19e-193	587
ZOOFUN|ZOORAD_015131-T1	CDS11103.1|GT66|	62.6	729	250	5	7	718	7	729	0.0	907
ZOOFUN|ZOORAD_015460-T1	CDI51946.1|GT3|	64.6	715	235	5	2	698	4	718	0.0	930
ZOOFUN|ZOORAD_015569-T1	CDS05274.1|GT2|	54.8	909	366	14	6	884	85	978	0.0	931
ZOOFUN|ZOORAD_015612-T1	QBQ55243.1|CBM50|	34.3	813	456	19	17	812	10	761	2.71e-114	384
ZOOFUN|ZOORAD_015685-T1	CDS03190.1|GH0|	49.7	1226	492	13	5	1110	15	1235	0.0	1116
