# BUSCO version is: 5.2.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
138484at4751	Fragmented	L0F63_005183-T1	121.0	270	https://www.orthodb.org/v10?query=138484at4751	DNA polymerase epsilon subunit
138695at4751	Complete	L0F63_007154-T1	726.2	456	https://www.orthodb.org/v10?query=138695at4751	Nucleolar GTP-binding protein 1
138697at4751	Complete	L0F63_001135-T1	456.3	368	https://www.orthodb.org/v10?query=138697at4751	Threonine synthase
138833at4751	Missing
141273at4751	Complete	L0F63_002162-T1	226.3	233	https://www.orthodb.org/v10?query=141273at4751	methionine-tRNA ligase
142357at4751	Missing
142965at4751	Complete	L0F63_005182-T1	173.2	250	https://www.orthodb.org/v10?query=142965at4751	GPI transamidase component GPI16
143414at4751	Complete	L0F63_006478-T1	232.8	423	https://www.orthodb.org/v10?query=143414at4751	Transcription factor 25
145178at4751	Fragmented	L0F63_007510-T1	65.5	200	https://www.orthodb.org/v10?query=145178at4751	Topoisomerase 1-associated factor 1
145378at4751	Complete	L0F63_005670-T1	381.7	366	https://www.orthodb.org/v10?query=145378at4751	Eukaryotic translation initiation factor 2A
145524at4751	Complete	L0F63_001229-T1	442.5	297	https://www.orthodb.org/v10?query=145524at4751	Nuclear elongation and deformation protein 1
147028at4751	Complete	L0F63_000476-T1	276.0	288	https://www.orthodb.org/v10?query=147028at4751	WD40-repeat-containing domain
148293at4751	Complete	L0F63_000884-T1	767.7	394	https://www.orthodb.org/v10?query=148293at4751	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
150469at4751	Complete	L0F63_003157-T1	530.8	368	https://www.orthodb.org/v10?query=150469at4751	T-complex protein 1 subunit beta
153083at4751	Complete	L0F63_000258-T1	534.2	592	https://www.orthodb.org/v10?query=153083at4751	Ubiquitin carboxyl-terminal hydrolase
154126at4751	Missing
156073at4751	Missing
160044at4751	Complete	L0F63_003838-T1	363.4	313	https://www.orthodb.org/v10?query=160044at4751	Sodium/hydrogen exchanger
160875at4751	Complete	L0F63_000795-T1	393.5	378	https://www.orthodb.org/v10?query=160875at4751	RNA helicase
160940at4751	Missing
160995at4751	Missing
161113at4751	Missing
163318at4751	Complete	L0F63_000548-T1	153.7	242	https://www.orthodb.org/v10?query=163318at4751	Tetratricopeptide-like helical domain superfamily
165243at4751	Complete	L0F63_005957-T1	260.8	252	https://www.orthodb.org/v10?query=165243at4751	General transcription and DNA repair factor IIH
167290at4751	Complete	L0F63_005105-T1	319.0	388	https://www.orthodb.org/v10?query=167290at4751	actin-like ATPase domain-containing protein
167374at4751	Missing
167498at4751	Complete	L0F63_006719-T1	475.8	447	https://www.orthodb.org/v10?query=167498at4751	Signal recognition particle 54 kDa protein
168092at4751	Complete	L0F63_001046-T1	449.2	388	https://www.orthodb.org/v10?query=168092at4751	P-loop containing nucleoside triphosphate hydrolase protein
168489at4751	Complete	L0F63_007434-T1	500.8	492	https://www.orthodb.org/v10?query=168489at4751	Vacuolar import/degradation, Vid27-related
169381at4751	Missing
170297at4751	Complete	L0F63_005625-T1	626.5	479	https://www.orthodb.org/v10?query=170297at4751	26S proteasome non-ATPase regulatory subunit 3
170401at4751	Complete	L0F63_003059-T1	194.8	483	https://www.orthodb.org/v10?query=170401at4751	Zinc finger, RING/FYVE/PHD-type
170904at4751	Complete	L0F63_001931-T1	584.5	860	https://www.orthodb.org/v10?query=170904at4751	P-loop containing nucleoside triphosphate hydrolase protein
171181at4751	Missing
171238at4751	Complete	L0F63_003112-T1	405.1	318	https://www.orthodb.org/v10?query=171238at4751	Succinate--CoA ligase 
172113at4751	Complete	L0F63_006507-T1	539.4	310	https://www.orthodb.org/v10?query=172113at4751	Eukaryotic peptide chain release factor subunit 1
172363at4751	Missing
172966at4751	Missing
173428at4751	Missing
173995at4751	Missing
174653at4751	Complete	L0F63_001565-T1	543.3	314	https://www.orthodb.org/v10?query=174653at4751	Adenosylhomocysteinase
174672at4751	Missing
175136at4751	Complete	L0F63_001226-T1	217.9	273	https://www.orthodb.org/v10?query=175136at4751	WD40-repeat-containing domain
175599at4751	Fragmented	L0F63_005288-T1	78.9	108	https://www.orthodb.org/v10?query=175599at4751	SWR1-complex protein 4
176178at4751	Fragmented	L0F63_006923-T1	315.3	209	https://www.orthodb.org/v10?query=176178at4751	putative 26S proteasome regulatory subunit rpn6
176478at4751	Complete	L0F63_004313-T1	339.5	301	https://www.orthodb.org/v10?query=176478at4751	CBF-domain-containing protein
176648at4751	Missing
176748at4751	Complete	L0F63_006955-T1	331.2	381	https://www.orthodb.org/v10?query=176748at4751	WD40-repeat-containing domain
179025at4751	Complete	L0F63_003271-T1	147.9	193	https://www.orthodb.org/v10?query=179025at4751	Nucleotide-diphospho-sugar transferase
179437at4751	Complete	L0F63_007006-T1	511.2	383	https://www.orthodb.org/v10?query=179437at4751	anthranilate synthase component I
179897at4751	Complete	L0F63_003375-T1	171.4	228	https://www.orthodb.org/v10?query=179897at4751	Atg6/Beclin
181890at4751	Complete	L0F63_006367-T1	40.7	92	https://www.orthodb.org/v10?query=181890at4751	Putative RNA polymerase II transcription factor B subunit 1
181959at4751	Complete	L0F63_002207-T1	653.5	350	https://www.orthodb.org/v10?query=181959at4751	26S Proteasome regulatory subunit 6A
183720at4751	Complete	L0F63_006917-T1	337.5	391	https://www.orthodb.org/v10?query=183720at4751	RNA helicase
183801at4751	Missing
183849at4751	Complete	L0F63_005215-T1	604.9	481	https://www.orthodb.org/v10?query=183849at4751	Oligosaccharyl transferase STT3 subunit
184718at4751	Complete	L0F63_003690-T1	661.7	713	https://www.orthodb.org/v10?query=184718at4751	Pre-mRNA-processing factor 6
184762at4751	Missing
185196at4751	Missing
185399at4751	Missing
186138at4751	Fragmented	L0F63_002763-T1	82.2	165	https://www.orthodb.org/v10?query=186138at4751	DNA primase
186574at4751	Complete	L0F63_004130-T1	491.3	366	https://www.orthodb.org/v10?query=186574at4751	Adenylosuccinate lyase
186701at4751	Missing
187821at4751	Complete	L0F63_005304-T1	508.1	380	https://www.orthodb.org/v10?query=187821at4751	GMP synthase
188070at4751	Missing
189234at4751	Missing
189573at4751	Complete	L0F63_000641-T1	44.5	230	https://www.orthodb.org/v10?query=189573at4751	Coatomer subunit delta
190183at4751	Complete	L0F63_004679-T1	290.3	255	https://www.orthodb.org/v10?query=190183at4751	Prephenate dehydrogenase
190475at4751	Complete	L0F63_002654-T1	397.1	388	https://www.orthodb.org/v10?query=190475at4751	digestive organ expansion factor
190832at4751	Missing
191114at4751	Complete	L0F63_005348-T1	367.7	289	https://www.orthodb.org/v10?query=191114at4751	Phenylalanyl-tRNA synthetase alpha chain
191296at4751	Complete	L0F63_007528-T1	157.9	413	https://www.orthodb.org/v10?query=191296at4751	Nuclear pore protein 84/107
