Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
EmuscRNA|TRINITY_DN109709_c0_g3_i2.p1	AED99905.1|GT48|	69.3	283	85	1	2	284	149	429	7.83e-137	402
EmuscRNA|TRINITY_DN109709_c0_g3_i3.p1	AED99905.1|GT48|	68.6	274	84	1	2	275	149	420	6.63e-130	385
EmuscRNA|TRINITY_DN110013_c0_g1_i1.p1	QKX60254.1|GH76|	48.2	772	376	8	195	952	25	786	8.93e-229	686
EmuscRNA|TRINITY_DN110236_c0_g1_i1.p1	CDS03190.1|GH0|	52.1	1136	423	16	20	1043	16	1142	0.0	1053
EmuscRNA|TRINITY_DN110404_c0_g1_i1.p1	CDS08031.1|GT2|	38.7	1328	705	28	21	1265	11	1312	6.57e-289	870
EmuscRNA|TRINITY_DN110498_c1_g1_i1.p1	QBQ55243.1|CBM50|	33.1	806	457	19	9	790	10	757	6.27e-105	358
EmuscRNA|TRINITY_DN110529_c2_g1_i2.p1	CED83340.1|GT31|	35.3	929	469	21	341	1145	991	1911	1.33e-139	472
EmuscRNA|TRINITY_DN110800_c0_g5_i3.p1	AAO32493.1|GT48|	65.7	338	109	3	1	332	84	420	1.20e-160	459
EmuscRNA|TRINITY_DN110800_c0_g5_i4.p1	AAO32493.1|GT48|	62.7	284	99	3	1	278	84	366	7.51e-125	367
EmuscRNA|TRINITY_DN111102_c2_g2_i1.p1	QBQ55251.1|CBM50|	37.7	844	457	14	13	848	11	793	1.34e-140	449
EmuscRNA|TRINITY_DN111254_c2_g2_i1.p1	CDS09169.1|GH35|	33.7	716	393	20	2	706	342	986	3.76e-110	362
EmuscRNA|TRINITY_DN111282_c0_g1_i1.p1	QJD96377.1|GH3|	43.4	732	383	13	32	748	30	745	1.39e-185	552
EmuscRNA|TRINITY_DN111334_c2_g1_i1.p1	QCD84628.1|CBM43|	30.6	1158	658	25	15	1126	79	1136	5.08e-152	491
EmuscRNA|TRINITY_DN111384_c1_g1_i1.p1	CDS11938.1|GT1|	37.7	1011	526	21	143	1082	1	978	5.61e-221	662
EmuscRNA|TRINITY_DN111384_c1_g1_i2.p1	CDS11938.1|GT1|	37.7	1011	526	21	143	1082	1	978	5.61e-221	662
EmuscRNA|TRINITY_DN111543_c0_g1_i1.p1	CDR44618.1|GT2|	62.5	373	137	2	15	385	249	620	4.58e-159	477
EmuscRNA|TRINITY_DN111543_c0_g1_i2.p1	CDR44618.1|GT2|	62.5	373	137	2	15	385	249	620	4.58e-159	477
EmuscRNA|TRINITY_DN111683_c1_g1_i1.p1	CCA77894.1|GH13_25|GH133|	46.1	1548	755	26	7	1491	69	1599	0.0	1303
EmuscRNA|TRINITY_DN111683_c1_g1_i2.p1	CCA77894.1|GH13_25|GH133|	46.1	1548	755	26	7	1491	69	1599	0.0	1304
EmuscRNA|TRINITY_DN112034_c0_g4_i1.p1	AAW60896.1|GT2|	68.0	419	132	1	1	417	65	483	1.40e-213	600
EmuscRNA|TRINITY_DN112071_c0_g2_i1.p1	APF18717.1|GH3|	40.9	552	312	7	1	547	206	748	2.49e-132	407
EmuscRNA|TRINITY_DN112071_c0_g2_i3.p1	CDS09677.1|GH3|	40.1	451	251	6	4	443	223	665	4.87e-104	330
EmuscRNA|TRINITY_DN112071_c0_g2_i4.p1	CDS09677.1|GH3|	40.8	436	241	5	8	432	236	665	1.85e-103	328
EmuscRNA|TRINITY_DN112796_c0_g2_i1.p1	CDS05274.1|GT2|	53.0	808	338	11	9	786	82	877	3.48e-281	812
EmuscRNA|TRINITY_DN113296_c2_g2_i1.p1	AHX26715.1|GT2|	32.9	773	436	17	76	786	35	786	6.42e-105	377
EmuscRNA|TRINITY_DN113296_c2_g2_i2.p1	AHX26715.1|GT2|	32.6	760	433	16	76	775	35	775	1.34e-105	374
EmuscRNA|TRINITY_DN113444_c1_g1_i1.p1	QIW95080.1|GH47|	23.9	1649	1053	38	22	1553	751	2314	1.97e-104	379
EmuscRNA|TRINITY_DN113580_c0_g1_i1.p1	QGA15584.1|GT24|	36.6	1519	856	35	2	1477	1	1455	9.15e-293	879
EmuscRNA|TRINITY_DN114049_c2_g1_i2.p1	CAF32096.1|GT22|	39.8	505	280	10	48	547	61	546	6.36e-109	341
EmuscRNA|TRINITY_DN114049_c2_g1_i3.p1	AAH21791.1|GT22|	38.0	589	323	12	49	626	54	611	7.08e-114	358
EmuscRNA|TRINITY_DN114840_c1_g2_i1.p1	ADK37842.1|GH16_19|	86.1	303	38	1	4	306	5	303	9.36e-203	561
EmuscRNA|TRINITY_DN115589_c2_g2_i1.p1	CDS04937.1|GH18|	38.5	1318	724	23	2	1243	1820	3126	1.31e-261	830
EmuscRNA|TRINITY_DN116801_c5_g1_i1.p1	AWP12516.1|GT29|	40.6	641	351	11	36	672	464	1078	5.99e-141	456
EmuscRNA|TRINITY_DN12159_c0_g1_i1.p1	CDI56219.1|GT39|	48.4	723	344	9	53	754	73	787	2.37e-226	659
EmuscRNA|TRINITY_DN125383_c0_g1_i1.p1	CDS03696.1|GH37|	38.5	624	330	14	5	613	20	604	1.43e-140	426
EmuscRNA|TRINITY_DN125478_c1_g1_i1.p1	QET95489.1|CE4|	52.1	338	137	5	1	338	1	313	2.97e-111	330
EmuscRNA|TRINITY_DN126925_c0_g1_i1.p1	AWT08580.1|AA1_2|	65.2	270	88	2	1	270	367	630	2.68e-122	367
EmuscRNA|TRINITY_DN15729_c0_g1_i1.p1	QEO24085.1|GH47|	53.2	372	165	4	7	373	837	1204	1.17e-121	384
EmuscRNA|TRINITY_DN15729_c0_g2_i1.p1	QEO24085.1|GH47|	52.4	338	152	4	1	333	871	1204	1.03e-107	345
EmuscRNA|TRINITY_DN24464_c0_g1_i1.p1	AQS92047.1|GT2|	89.4	199	21	0	5	203	1	199	1.54e-128	368
EmuscRNA|TRINITY_DN24464_c0_g1_i2.p1	AQS92047.1|GT2|	89.3	168	18	0	5	172	1	168	6.48e-106	310
EmuscRNA|TRINITY_DN34472_c1_g1_i1.p1	CDS06367.1|GH38|	47.5	1084	512	12	23	1059	24	1097	0.0	1049
EmuscRNA|TRINITY_DN34472_c1_g2_i1.p1	CDS06367.1|GH38|	47.5	1084	512	12	23	1059	24	1097	0.0	1049
EmuscRNA|TRINITY_DN35719_c0_g1_i1.p1	ADK37849.1|CBM18|CE4|	62.2	291	109	1	1	291	1	290	2.64e-130	378
EmuscRNA|TRINITY_DN38538_c0_g1_i1.p1	AQS89800.1|GT4|	85.8	190	27	0	1	190	884	1073	4.06e-110	343
EmuscRNA|TRINITY_DN39922_c0_g1_i1.p1	AMJ52391.1|GH47|	40.7	481	259	8	100	562	90	562	6.27e-111	347
EmuscRNA|TRINITY_DN73436_c2_g1_i1.p1	ADK37844.1|GH16_4|	69.1	324	99	1	54	377	1	323	7.65e-176	496
EmuscRNA|TRINITY_DN74788_c0_g2_i1.p1	AQS89800.1|GT4|	93.8	272	17	0	1	272	601	872	3.35e-180	530
EmuscRNA|TRINITY_DN74788_c0_g2_i2.p1	AQS89800.1|GT4|	94.1	288	17	0	1	288	601	888	1.72e-193	565
EmuscRNA|TRINITY_DN74788_c0_g2_i3.p1	AQS89800.1|GT4|	93.1	247	17	0	1	247	601	847	3.04e-161	480
EmuscRNA|TRINITY_DN75144_c0_g3_i1.p1	AQS90322.1|GT4|	95.2	186	9	0	1	186	171	356	7.18e-129	370
EmuscRNA|TRINITY_DN80118_c0_g1_i1.p1	ADK37854.1|GT2|	79.3	208	40	1	1	208	46	250	2.48e-108	317
EmuscRNA|TRINITY_DN81396_c0_g1_i3.p1	AQS90600.1|GT0|GT2|	84.2	316	50	0	1	316	470	785	6.87e-186	544
EmuscRNA|TRINITY_DN81768_c2_g1_i1.p1	AWP09643.1|CBM13|GT27|	50.5	388	188	2	14	397	574	961	3.12e-131	409
EmuscRNA|TRINITY_DN82459_c1_g1_i1.p1	QDS71450.1|GH47|	54.1	329	149	2	3	331	1037	1363	1.39e-119	380
EmuscRNA|TRINITY_DN82956_c0_g1_i4.p1	AOW03560.1|GT22|	40.8	512	275	10	72	575	17	508	7.18e-111	345
EmuscRNA|TRINITY_DN84029_c0_g1_i1.p1	QGI86474.1|GH125|	45.5	479	207	8	67	504	28	493	1.91e-127	399
EmuscRNA|TRINITY_DN84326_c0_g2_i3.p1	AQS90966.1|GT2|	80.8	198	38	0	12	209	208	405	1.90e-111	331
EmuscRNA|TRINITY_DN87328_c1_g1_i3.p1	ADK37847.1|GH18|	86.7	285	38	0	119	403	1	285	1.16e-182	513
EmuscRNA|TRINITY_DN88124_c0_g1_i1.p1	ADK37843.1|CBM18|GH16_19|	54.5	290	122	3	8	294	5	287	1.98e-111	328
EmuscRNA|TRINITY_DN88676_c1_g2_i1.p1	AIT83212.1|GT4|	68.3	300	93	1	9	308	17	314	2.09e-141	422
EmuscRNA|TRINITY_DN89718_c3_g1_i1.p1	QKX53632.1|AA2|	61.2	299	112	4	37	332	49	346	1.79e-124	366
EmuscRNA|TRINITY_DN89798_c0_g1_i1.p1	SMR56934.1|GT22|	54.4	544	233	6	2	532	595	1136	2.38e-195	584
EmuscRNA|TRINITY_DN90388_c2_g1_i1.p1	CCA15473.1|GH72|	51.9	389	183	3	1	386	565	952	1.43e-128	397
EmuscRNA|TRINITY_DN90516_c2_g1_i1.p1	CBA03971.1|GT30|	68.0	394	123	2	7	399	4	395	4.32e-183	541
EmuscRNA|TRINITY_DN92359_c0_g1_i2.p1	AQS90348.1|GT4|	85.9	347	49	0	2	348	15	361	6.01e-221	610
EmuscRNA|TRINITY_DN92359_c0_g1_i4.p1	AQS90348.1|GT4|	86.1	287	40	0	2	288	15	301	2.26e-184	515
EmuscRNA|TRINITY_DN93069_c1_g2_i1.p1	ACP97758.1|GT2|	49.2	427	183	7	3	428	352	745	8.84e-126	386
EmuscRNA|TRINITY_DN93198_c0_g1_i1.p1	CCA15473.1|GH72|	50.4	391	187	4	48	432	563	952	3.37e-128	398
EmuscRNA|TRINITY_DN94049_c4_g1_i1.p1	AAH68840.1|GT2|	75.4	236	58	0	3	238	30	265	5.88e-128	367
EmuscRNA|TRINITY_DN94135_c2_g1_i1.p1	APU66165.1|GH18|	66.3	282	92	3	18	298	1	280	3.28e-141	406
EmuscRNA|TRINITY_DN95574_c1_g1_i1.p1	CCA14548.1|GT2|	51.2	344	161	5	52	391	414	754	2.88e-112	350
EmuscRNA|TRINITY_DN96006_c3_g1_i1.p1	ADK37849.1|CBM18|CE4|	71.6	264	75	0	1	264	27	290	9.98e-142	406
EmuscRNA|TRINITY_DN96399_c0_g1_i1.p1	BBM97475.1|GH47|	45.9	471	234	11	11	470	124	584	8.13e-119	366
EmuscRNA|TRINITY_DN96690_c1_g1_i1.p1	ADK37843.1|CBM18|GH16_19|	78.7	286	61	0	1	286	1	286	6.77e-173	484
