Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
EC936|EC936_002093-T1	CDS10110.1|GT15|	52.1	311	143	3	64	371	67	374	1.68e-116	348
EC936|EC936_002094-T1	CDS08047.1|GT15|	51.4	323	147	3	74	388	58	378	9.47e-122	362
EC936|EC936_002095-T1	CDS10110.1|GT15|	55.2	308	132	3	88	392	70	374	2.31e-126	373
EC936|EC936_002097-T1	AOW28224.1|GT15|	52.7	313	143	4	59	368	139	449	2.22e-120	360
EC936|EC936_002100-T1	CDS08699.1|GT15|	53.8	320	140	3	48	362	41	357	1.73e-127	376
EC936|EC936_002113-T1	QKD55908.1|GH18|	33.1	1156	586	33	71	1090	1076	2180	5.83e-149	499
EC936|EC936_002316-T1	CAB95998.1|GT20|2.4.1.15	64.5	467	165	1	13	479	17	482	7.84e-233	652
EC936|EC936_002369-T1	CDS13004.1|GT20|	51.6	764	351	6	15	770	25	777	2.32e-297	838
EC936|EC936_002422-T1	SMR56934.1|GT22|	52.3	533	235	4	7	521	605	1136	2.98e-186	560
EC936|EC936_002446-T1	QCW79542.1|GH101|	55.1	457	197	1	95	543	612	1068	1.33e-169	513
EC936|EC936_002470-T1	CED83340.1|GT31|	32.9	1016	545	23	402	1295	930	1930	2.97e-139	474
EC936|EC936_002537-T1	QBQ55243.1|CBM50|	35.4	999	528	27	8	996	13	904	5.42e-147	470
EC936|EC936_002641-T1	ADK37846.1|GH18|	53.9	293	122	3	122	403	1	291	3.71e-106	322
EC936|EC936_002791-T1	CDS08047.1|GT15|	59.7	313	118	3	48	354	69	379	4.22e-135	394
EC936|EC936_002841-T1	AHX26706.1|GT2|	33.5	756	414	21	23	711	99	832	5.96e-104	370
EC936|EC936_002843-T1	CDS05327.1|GT2|	36.6	1668	921	28	98	1694	85	1687	0.0	982
EC936|EC936_002873-T1	ADV24562.1|GH13_25|GH133|	43.7	1578	803	22	8	1532	48	1592	0.0	1268
EC936|EC936_002890-T1	CDS05640.1|GH20|	37.5	725	362	14	71	745	59	742	6.11e-157	478
EC936|EC936_002904-T1	CDS04937.1|GH18|	30.0	2713	1681	62	530	3175	575	3135	2.92e-317	1041
EC936|EC936_002906-T1	CBA03971.1|GT30|	62.1	393	147	2	7	398	4	395	7.04e-169	504
EC936|EC936_002948-T1	CDS03631.1|GT57|	51.4	486	214	7	38	515	5	476	3.21e-158	464
EC936|EC936_002966-T1	VUW72999.1|AA1|	53.1	610	248	9	134	711	27	630	1.75e-193	587
EC936|EC936_002973-T1	AWP12516.1|GT29|	37.5	614	351	14	56	663	489	1075	3.61e-109	367
EC936|EC936_003031-T1	AWP04987.1|GT13|	37.2	908	529	14	370	1267	135	1011	3.00e-181	581
EC936|EC936_003035-T1	CDS11938.1|GT1|	37.6	1049	529	23	94	1097	3	970	1.42e-215	649
EC936|EC936_003250-T1	CDS03190.1|GH0|	51.1	1223	492	12	17	1136	16	1235	0.0	1123
EC936|EC936_003268-T1	CDS07743.1|GT2|	52.0	779	310	13	3	739	55	811	1.14e-256	744
EC936|EC936_003305-T1	AZQ75404.1|GH31|	46.2	662	344	7	37	696	32	683	2.37e-209	611
EC936|EC936_003306-T1	AZQ75404.1|GH31|	49.3	678	331	9	16	690	12	679	2.35e-227	657
EC936|EC936_003330-T1	CED59319.1|CE4|	54.8	305	132	2	20	324	2	300	9.51e-126	366
EC936|EC936_003377-T1	CDS05327.1|GT2|	35.6	1917	989	40	43	1938	21	1712	0.0	1055
EC936|EC936_003405-T1	CDS12794.1|GT39|	45.4	779	337	3	73	850	59	750	2.29e-227	662
EC936|EC936_003475-T1	QLI73446.1|AA2|	68.1	276	83	1	86	356	70	345	5.97e-135	394
EC936|EC936_003530-T1	AVI60826.1|GT22|	64.4	424	135	7	10	423	583	1000	3.41e-167	523
EC936|EC936_003693-T1	CDS05446.1|GH5_12|	36.9	723	370	19	14	674	3	701	1.12e-141	437
EC936|EC936_003780-T1	EGX49587.1|GT2|	52.2	1072	413	21	86	1144	180	1165	0.0	982
EC936|EC936_003835-T1	CDS05797.1|GT24|	36.1	1364	753	37	50	1375	157	1439	7.88e-242	742
EC936|EC936_004004-T1	AIE96983.1|GT7|	31.4	1228	683	33	70	1175	7	1196	1.33e-161	533
EC936|EC936_004076-T1	CDS09097.1|GH15|	57.6	675	266	6	10	674	65	729	5.99e-280	789
EC936|EC936_004099-T1	CDS03806.1|GT48|	52.7	1753	787	15	130	1870	174	1895	0.0	1784
EC936|EC936_004265-T1	CDS06114.1|GT2|	42.3	1959	941	42	27	1874	13	1893	0.0	1395
EC936|EC936_004323-T1	ABG81487.1|GT31|	49.6	377	160	5	17	392	19	366	2.16e-107	339
EC936|EC936_004339-T1	QHO50257.1|GH47|	44.1	454	234	9	34	474	116	562	8.83e-106	331
EC936|EC936_004574-T1	AWO98658.1|GH37|	71.5	400	113	1	20	418	71	470	7.94e-198	585
EC936|EC936_004708-T1	BAA34296.1|GT4|	50.3	441	213	5	4	439	6	445	2.81e-145	426
EC936|EC936_004764-T1	QBZ54211.1|GH47|	45.5	857	412	15	7	838	631	1457	4.89e-208	635
EC936|EC936_004839-T1	AAX19735.1|GH37|	63.9	723	237	7	1	723	1	699	0.0	938
EC936|EC936_004952-T1	CDS05465.1|GH47|	51.4	516	234	2	33	539	1	508	1.54e-178	528
EC936|EC936_004953-T1	AAL26905.1|GH5_9|	43.7	380	201	11	17	392	33	403	6.05e-107	326
EC936|EC936_004983-T1	QKX60254.1|GH76|	50.5	752	351	6	170	909	25	767	6.56e-246	729
EC936|EC936_005039-T1	QGI86474.1|GH125|	43.5	469	204	8	30	445	28	488	8.33e-115	364
EC936|EC936_005215-T1	CDS13578.1|GH5_12|	37.1	715	391	14	353	1036	8	694	3.81e-147	463
EC936|EC936_005259-T1	QKX60855.1|GT22|	69.6	296	87	1	32	327	567	859	1.82e-133	405
EC936|EC936_005416-T1	QGI79035.1|GH43_30|	76.5	392	91	1	6	396	459	850	2.56e-204	615
EC936|EC936_005493-T1	CDS02746.1|GT4|	58.3	422	172	1	10	431	1	418	1.36e-172	495
EC936|EC936_005526-T1	AAM33305.1|CBM48|GH13_8|	66.6	677	214	4	28	703	14	679	0.0	957
EC936|EC936_005556-T1	QKX53119.1|GH72|	39.5	486	263	8	19	482	10	486	1.20e-109	361
EC936|EC936_005566-T1	QKX56076.1|GH51|	43.2	449	244	6	108	546	918	1365	2.88e-103	347
EC936|EC936_005588-T1	CDS03326.1|GH47|	50.2	480	218	5	5	478	133	597	1.27e-162	477
EC936|EC936_005596-T1	ADK37846.1|GH18|	62.0	295	106	4	46	337	1	292	3.67e-128	378
EC936|EC936_005605-T1	CAC9909034.1|GT8|	69.0	394	121	1	7	400	330	722	1.74e-190	549
EC936|EC936_005700-T1	CDS05746.1|GH5_9|	54.1	429	187	7	87	509	1	425	2.30e-170	492
EC936|EC936_005787-T1	ADK37844.1|GH16_4|	59.9	324	128	2	64	386	1	323	1.73e-155	445
EC936|EC936_005883-T1	BAE65642.1|CBM18|CBM50|GH18|	44.5	573	273	10	23	551	257	828	2.57e-160	510
EC936|EC936_006021-T1	CDS13455.1|GH63|	38.4	875	419	25	32	890	35	805	1.50e-180	545
EC936|EC936_006145-T1	EAA65303.1|GT0|	52.2	855	394	7	31	872	727	1579	1.26e-283	835
EC936|EC936_006147-T1	CDS07813.1|GH37|	45.1	588	278	11	20	607	32	574	1.60e-169	500
EC936|EC936_006163-T1	AWA44658.1|GH47|	43.0	463	241	9	31	477	85	540	3.35e-108	337
EC936|EC936_006205-T1	VDC69778.1|CE8|	44.8	627	313	9	164	776	658	1265	4.61e-170	528
EC936|EC936_006210-T1	APU66165.1|GH18|	57.0	286	117	4	24	309	1	280	2.11e-119	354
EC936|EC936_006298-T1	CCA68984.1|GT2|	57.2	753	306	10	74	822	124	864	2.02e-294	837
EC936|EC936_006475-T1	AWP04987.1|GT13|	48.2	856	429	8	81	929	77	925	1.45e-289	853
EC936|EC936_006593-T1	QDJ94335.1|CBM18|CBM50|GH18|	39.0	444	201	8	3	379	222	662	5.66e-105	343
EC936|EC936_006659-T1	EAA58990.1|GH71|	40.7	467	258	8	8	460	519	980	8.16e-103	333
EC936|EC936_006664-T1	CDS03648.1|GT2|	40.5	1754	912	39	31	1705	36	1737	0.0	1165
EC936|EC936_006895-T1	VWO94258.1|CBM1|GH5_5|	47.7	662	286	14	35	646	395	1046	2.51e-165	505
EC936|EC936_006912-T1	CDS06367.1|GH38|	44.9	1102	545	17	9	1075	26	1100	0.0	954
EC936|EC936_007071-T1	CUI24525.1|GH19|	62.8	312	110	2	36	341	17	328	7.33e-122	386
EC936|EC936_007089-T1	ADK37846.1|GH18|	70.7	294	84	1	33	326	1	292	1.86e-155	445
EC936|EC936_007091-T1	ADK37846.1|GH18|	68.4	294	91	1	33	326	1	292	2.78e-151	438
EC936|EC936_007199-T1	BBN14963.1|CBM20|	46.3	400	204	7	11	403	397	792	1.96e-113	355
EC936|EC936_007250-T1	SHO78595.1|GT15|	51.4	325	145	5	25	338	102	424	8.00e-110	332
EC936|EC936_007251-T1	CDS10110.1|GT15|	49.0	310	152	3	74	380	67	373	2.03e-112	338
EC936|EC936_007452-T1	AHX26715.1|GT2|	33.1	783	441	20	78	795	36	800	5.26e-109	396
EC936|EC936_007570-T1	CDS09089.1|GT41|	48.1	1257	499	17	470	1635	294	1487	0.0	1004
EC936|EC936_007815-T1	CDS09314.1|GT39|	49.8	687	338	1	38	724	109	788	6.59e-243	701
EC936|EC936_007844-T1	QDS71450.1|GH47|	60.4	318	122	2	9	323	1044	1360	5.93e-123	389
EC936|EC936_007862-T1	CDS05746.1|GH5_9|	44.5	436	223	7	101	530	3	425	7.80e-138	410
EC936|EC936_007863-T1	CDS05746.1|GH5_9|	44.9	434	224	7	124	553	3	425	5.21e-139	414
EC936|EC936_007864-T1	EGX49587.1|GT2|	47.9	996	445	12	190	1134	185	1157	4.83e-298	876
EC936|EC936_007929-T1	AIE96983.1|GT7|	32.0	1358	700	31	82	1388	7	1192	4.97e-202	650
EC936|EC936_008053-T1	CDS08047.1|GT15|	54.4	327	138	4	41	358	59	383	2.47e-127	375
EC936|EC936_008061-T1	CDS08390.1|GH31|	45.8	955	474	7	24	952	6	942	4.25e-318	905
EC936|EC936_008138-T1	AMJ52391.1|GH47|	42.2	467	229	10	49	481	103	562	5.35e-112	347
EC936|EC936_008189-T1	CCA15473.1|GH72|	55.0	398	171	5	40	435	561	952	4.06e-139	426
EC936|EC936_008198-T1	AKT41788.1|CBM6|GH81|	38.1	658	381	14	56	704	273	913	5.11e-139	435
EC936|EC936_008471-T1	EAA31326.1|GH71|	38.8	606	314	11	136	721	654	1222	1.27e-121	398
EC936|EC936_008515-T1	AWP09643.1|CBM13|GT27|	49.9	389	190	3	15	399	574	961	4.24e-131	409
EC936|EC936_008550-T1	CDS11103.1|GT66|	62.4	736	248	4	1	712	1	731	0.0	932
EC936|EC936_008572-T1	CDS06367.1|GH38|	46.1	1055	538	10	25	1067	26	1061	0.0	984
EC936|EC936_008593-T1	CAG86251.1|CBM43|GH72|	42.3	461	250	8	11	463	14	466	1.92e-128	389
EC936|EC936_008596-T1	QHS69637.1|CBM43|GH72|	45.4	438	224	6	15	444	25	455	4.97e-131	396
EC936|EC936_008597-T1	AGO13531.1|CBM43|GH72|	44.9	425	220	6	13	429	43	461	1.37e-126	384
EC936|EC936_008625-T1	AWP12516.1|GT29|	32.7	684	411	16	18	695	438	1078	3.08e-103	351
EC936|EC936_008701-T1	QAV16303.1|GH13_5|	57.7	485	200	3	1	481	1	484	3.49e-206	602
EC936|EC936_008854-T1	ANB11391.1|GT48|	52.8	1649	674	20	5	1622	345	1919	0.0	1620
EC936|EC936_008880-T1	CDS04796.1|CE9|	53.9	427	166	5	13	409	7	432	3.90e-155	449
EC936|EC936_009052-T1	AZQ75404.1|GH31|	47.7	455	227	6	13	463	12	459	5.34e-148	444
EC936|EC936_009122-T1	AWP12516.1|GT29|	35.2	654	380	13	1	647	439	1055	7.66e-109	365
