# BUSCO version is: 5.2.2 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Score	Length
855834at2759	Complete	Conth1|Conth1_340117	181.5	324
858842at2759	Complete	Conth1|Conth1_282096	232.4	278
865202at2759	Complete	Conth1|Conth1_323953	197.6	213
866359at2759	Complete	Conth1|Conth1_365781	345.7	265
869548at2759	Complete	Conth1|Conth1_336882	203.5	192
878143at2759	Complete	Conth1|Conth1_364258	375.0	323
887370at2759	Complete	Conth1|Conth1_341978	207.2	328
891751at2759	Complete	Conth1|Conth1_363330	237.4	239
898782at2759	Complete	Conth1|Conth1_368022	234.1	358
901894at2759	Complete	Conth1|Conth1_313951	208.5	320
905026at2759	Missing
911863at2759	Complete	Conth1|Conth1_316282	213.5	192
917326at2759	Complete	Conth1|Conth1_323458	332.6	419
918816at2759	Fragmented	Conth1|Conth1_328110	64.8	130
919955at2759	Complete	Conth1|Conth1_299227	209.2	263
923657at2759	Complete	Conth1|Conth1_284867	142.9	167
924753at2759	Complete	Conth1|Conth1_326490	204.5	212
931188at2759	Complete	Conth1|Conth1_326421	406.4	344
937275at2759	Complete	Conth1|Conth1_326284	58.5	76
937686at2759	Complete	Conth1|Conth1_343605	417.7	339
939345at2759	Complete	Conth1|Conth1_291771	99.4	111
944899at2759	Complete	Conth1|Conth1_338678	357.2	268
946128at2759	Complete	Conth1|Conth1_352647	232.4	439
956854at2759	Complete	Conth1|Conth1_339121	136.5	170
973442at2759	Complete	Conth1|Conth1_349864	95.4	186
974865at2759	Complete	Conth1|Conth1_331090	216.2	227
975158at2759	Complete	Conth1|Conth1_325911	166.3	315
975557at2759	Complete	Conth1|Conth1_365435	490.2	554
976469at2759	Complete	Conth1|Conth1_319868	181.6	238
981902at2759	Complete	Conth1|Conth1_348155	91.7	158
996662at2759	Complete	Conth1|Conth1_340293	193.7	174
1001705at2759	Complete	Conth1|Conth1_307918	78.0	217
1003258at2759	Complete	Conth1|Conth1_316712	252.1	267
1010730at2759	Complete	Conth1|Conth1_363087	430.0	263
1014314at2759	Missing
1018517at2759	Complete	Conth1|Conth1_314672	294.6	208
1019762at2759	Complete	Conth1|Conth1_344256	168.4	342
1025450at2759	Complete	Conth1|Conth1_287200	289.6	290
1030907at2759	Complete	Conth1|Conth1_350791	230.4	277
1032689at2759	Complete	Conth1|Conth1_313519	181.4	158
1038775at2759	Complete	Conth1|Conth1_341341	175.5	200
1041560at2759	Complete	Conth1|Conth1_318710	177.4	315
1049599at2759	Complete	Conth1|Conth1_320243	281.8	309
1051021at2759	Complete	Conth1|Conth1_307637	293.8	293
1053181at2759	Complete	Conth1|Conth1_365791	12.3	106
1057950at2759	Complete	Conth1|Conth1_289489	234.1	236
1065019at2759	Complete	Conth1|Conth1_295602	321.2	259
1076134at2759	Complete	Conth1|Conth1_368734	190.9	185
1079130at2759	Complete	Conth1|Conth1_323639	300.5	251
1079827at2759	Complete	Conth1|Conth1_336824	370.0	223
1085752at2759	Complete	Conth1|Conth1_319654	142.4	274
1087488at2759	Complete	Conth1|Conth1_325968	195.1	291
1090038at2759	Complete	Conth1|Conth1_341714	143.1	162
1094121at2759	Complete	Conth1|Conth1_366138	80.9	129
1096688at2759	Complete	Conth1|Conth1_296587	343.5	214
1106766at2759	Complete	Conth1|Conth1_321541	137.2	179
1107630at2759	Complete	Conth1|Conth1_312995	244.2	208
1108845at2759	Complete	Conth1|Conth1_307591	249.5	353
1111142at2759	Fragmented	Conth1|Conth1_203619	151.3	208
1112002at2759	Complete	Conth1|Conth1_368016	451.8	534
1115196at2759	Complete	Conth1|Conth1_368661	344.0	284
1128607at2759	Complete	Conth1|Conth1_313108	355.5	251
1129824at2759	Complete	Conth1|Conth1_350494	91.1	130
1138059at2759	Complete	Conth1|Conth1_306352	301.5	217
1157302at2759	Complete	Conth1|Conth1_328453	372.6	203
1161199at2759	Complete	Conth1|Conth1_314280	91.4	170
1173229at2759	Complete	Conth1|Conth1_325742	131.2	198
1178688at2759	Complete	Conth1|Conth1_340463	106.8	140
1182451at2759	Complete	Conth1|Conth1_208509	117.7	170
1193442at2759	Complete	Conth1|Conth1_341088	332.6	290
1194691at2759	Complete	Conth1|Conth1_304274	348.7	284
1194797at2759	Complete	Conth1|Conth1_364190	384.9	433
1197019at2759	Missing
1200489at2759	Complete	Conth1|Conth1_276848	120.8	102
1217666at2759	Complete	Conth1|Conth1_334919	230.6	177
1220881at2759	Complete	Conth1|Conth1_340678	114.1	146
1222562at2759	Complete	Conth1|Conth1_317931	151.2	120
1223488at2759	Complete	Conth1|Conth1_306039	73.2	126
1228942at2759	Complete	Conth1|Conth1_334544	201.6	163
1233814at2759	Complete	Conth1|Conth1_341863	176.1	154
1236198at2759	Complete	Conth1|Conth1_299494	183.8	120
1247641at2759	Complete	Conth1|Conth1_58622	50.4	123
1248958at2759	Complete	Conth1|Conth1_344185	378.6	615
1249159at2759	Complete	Conth1|Conth1_362778	80.2	156
1251252at2759	Fragmented	Conth1|Conth1_321604	35.9	40
1257440at2759	Complete	Conth1|Conth1_163550	166.6	143
1258856at2759	Complete	Conth1|Conth1_325777	412.7	568
1259741at2759	Complete	Conth1|Conth1_335963	343.2	221
1260807at2759	Complete	Conth1|Conth1_298726	265.3	220
1264469at2759	Complete	Conth1|Conth1_317100	144.6	152
1266231at2759	Complete	Conth1|Conth1_334578	276.2	188
1269244at2759	Complete	Conth1|Conth1_291923	77.3	123
1269649at2759	Complete	Conth1|Conth1_342448	276.3	166
1275837at2759	Complete	Conth1|Conth1_366916	358.0	243
1284731at2759	Complete	Conth1|Conth1_279592	88.9	129
1287094at2759	Complete	Conth1|Conth1_325900	71.4	128
1287401at2759	Complete	Conth1|Conth1_309996	241.5	159
1291729at2759	Complete	Conth1|Conth1_343850	40.6	107
1304061at2759	Missing
1309031at2759	Complete	Conth1|Conth1_365723	173.1	315
1312453at2759	Complete	Conth1|Conth1_363194	553.7	636
1314980at2759	Complete	Conth1|Conth1_316976	288.7	477
1322299at2759	Complete	Conth1|Conth1_324706	328.6	325
1322642at2759	Complete	Conth1|Conth1_317387	177.2	154
1323575at2759	Complete	Conth1|Conth1_351391	156.3	112
1324510at2759	Complete	Conth1|Conth1_349333	285.3	286
1338131at2759	Fragmented	Conth1|Conth1_325639	150.5	81
1339553at2759	Complete	Conth1|Conth1_368450	173.3	248
1342242at2759	Complete	Conth1|Conth1_363841	136.7	173
1346165at2759	Complete	Conth1|Conth1_326134	305.0	278
1346432at2759	Complete	Conth1|Conth1_7608	114.9	127
1348942at2759	Complete	Conth1|Conth1_366215	92.4	208
1355894at2759	Complete	Conth1|Conth1_318152	210.4	141
1358374at2759	Complete	Conth1|Conth1_323063	257.9	221
1364586at2759	Complete	Conth1|Conth1_305356	72.3	156
1370285at2759	Complete	Conth1|Conth1_349193	45.2	366
1370304at2759	Complete	Conth1|Conth1_364765	136.6	331
1377237at2759	Complete	Conth1|Conth1_325420	137.5	141
1379600at2759	Complete	Conth1|Conth1_339721	149.8	406
1380409at2759	Complete	Conth1|Conth1_337103	191.0	139
1382842at2759	Complete	Conth1|Conth1_304527	107.1	137
1395649at2759	Complete	Conth1|Conth1_342532	37.7	97
1398309at2759	Complete	Conth1|Conth1_318051	84.9	108
1404162at2759	Complete	Conth1|Conth1_340475	123.3	211
1405073at2759	Complete	Conth1|Conth1_289519	228.3	158
1405146at2759	Complete	Conth1|Conth1_328512	83.0	125
1407446at2759	Complete	Conth1|Conth1_324872	53.3	86
1421503at2759	Complete	Conth1|Conth1_274378	190.8	110
1423847at2759	Complete	Conth1|Conth1_337093	290.6	273
1426075at2759	Complete	Conth1|Conth1_324361	88.8	96
1428265at2759	Complete	Conth1|Conth1_324168	139.9	175
1428854at2759	Complete	Conth1|Conth1_353122	422.7	435
1430056at2759	Complete	Conth1|Conth1_324306	103.9	109
1432328at2759	Complete	Conth1|Conth1_320575	261.4	182
1434266at2759	Complete	Conth1|Conth1_322884	57.7	133
1440961at2759	Missing
1441854at2759	Complete	Conth1|Conth1_320508	234.8	230
1442062at2759	Complete	Conth1|Conth1_363683	141.9	218
1445102at2759	Complete	Conth1|Conth1_340482	288.2	191
1450538at2759	Complete	Conth1|Conth1_339719	53.4	164
1454155at2759	Complete	Conth1|Conth1_211617	61.3	96
1455730at2759	Fragmented	Conth1|Conth1_343576	299.1	254
1459797at2759	Complete	Conth1|Conth1_323134	61.4	96
1474000at2759	Complete	Conth1|Conth1_321823	76.3	118
1479417at2759	Complete	Conth1|Conth1_298898	279.1	176
1488235at2759	Complete	Conth1|Conth1_344518	163.4	138
1488436at2759	Complete	Conth1|Conth1_312525	106.5	62
1490022at2759	Complete	Conth1|Conth1_357805	196.8	170
1504863at2759	Complete	Conth1|Conth1_297789	139.0	112
1513531at2759	Complete	Conth1|Conth1_311522	229.2	169
1525971at2759	Complete	Conth1|Conth1_363819	101.6	79
1526152at2759	Complete	Conth1|Conth1_299072	96.6	85
1530008at2759	Complete	Conth1|Conth1_323415	123.8	86
1538526at2759	Complete	Conth1|Conth1_310668	120.1	97
1545004at2759	Duplicated	Conth1|Conth1_64375	83.0	66
1545004at2759	Duplicated	Conth1|Conth1_288422	76.6	67
1552706at2759	Complete	Conth1|Conth1_362004	64.4	91
1558822at2759	Complete	Conth1|Conth1_363992	110.5	66
1563319at2759	Complete	Conth1|Conth1_325887	76.2	128
1567796at2759	Complete	Conth1|Conth1_313790	140.6	132
1575179at2759	Complete	Conth1|Conth1_353530	44.1	52
1576404at2759	Complete	Conth1|Conth1_338344	135.0	257
1588798at2759	Fragmented	Conth1|Conth1_288732	96.2	57
1593937at2759	Complete	Conth1|Conth1_169011	56.3	129
1617752at2759	Complete	Conth1|Conth1_323193	116.0	94
1620056at2759	Complete	Conth1|Conth1_364993	39.6	73
1623701at2759	Complete	Conth1|Conth1_363079	105.9	91
1626636at2759	Complete	Conth1|Conth1_365436	100.5	145
1633672at2759	Complete	Conth1|Conth1_343371	136.4	83
1645187at2759	Complete	Conth1|Conth1_290806	34.2	36
